time,humidity_mean,humidity_median,humidity_max,humidity_p75
2014-01-01-00,80.4605484008789,83.32426452636719,87.40873718261719,85.54399108886719
2014-01-01-01,80.07539367675781,82.29962158203125,87.45489501953125,84.68048095703125
2014-01-01-02,79.71913146972656,81.52598571777344,87.13975524902344,83.97715759277344
2014-01-01-03,79.4771499633789,81.33489990234375,86.69720458984375,83.50677490234375
2014-01-01-04,79.45496368408203,81.18635559082031,86.58186340332031,83.41194152832031
2014-01-01-05,78.64427947998047,79.71394348144531,85.99275207519531,82.02986145019531
2014-01-01-06,77.34451293945312,76.48318481445312,85.57205200195312,81.09744262695312
2014-01-01-07,75.72441864013672,74.99563598632812,85.53030395507812,80.10598754882812
2014-01-01-08,73.84268188476562,72.87431335449219,84.87528991699219,78.53544616699219
2014-01-01-09,71.82083129882812,71.33174133300781,83.30342102050781,76.21357727050781
2014-01-01-10,70.61788177490234,71.03524780273438,81.17977905273438,76.24813842773438
2014-01-01-11,69.68744659423828,69.95773315429688,79.78634643554688,75.02902221679688
2014-01-01-12,68.4556884765625,69.2418212890625,78.7716064453125,74.6710205078125
2014-01-01-13,68.05965423583984,68.78529357910156,78.78480529785156,73.93275451660156
2014-01-01-14,68.87913513183594,68.8238525390625,79.2969970703125,73.1622314453125
2014-01-01-15,70.12162017822266,69.10475158691406,80.06910705566406,72.46607971191406
2014-01-01-16,71.64895629882812,71.62974548339844,81.25914001464844,72.61363220214844
2014-01-01-17,73.10852813720703,71.95330810546875,82.38397216796875,75.30731201171875
2014-01-01-18,74.43224334716797,73.68501281738281,83.52827453613281,78.39155578613281
2014-01-01-19,75.68892669677734,75.9053955078125,84.6793212890625,80.5181884765625
2014-01-01-20,76.93767547607422,77.55833435058594,85.72044372558594,82.04515075683594
2014-01-01-21,77.87037658691406,79.1956787109375,86.2659912109375,83.6610107421875
2014-01-01-22,75.21074676513672,78.34605407714844,84.75914001464844,80.52232360839844
2014-01-01-23,77.6358413696289,81.06086730957031,87.13166809082031,83.30207824707031
2014-01-02-00,80.47168731689453,84.12994384765625,89.51861572265625,86.49761962890625
2014-01-02-01,81.96739196777344,85.55848693847656,90.96473693847656,87.70643615722656
2014-01-02-02,82.77201080322266,86.1492919921875,92.0120849609375,88.3157958984375
2014-01-02-03,83.63102722167969,86.81852722167969,93.09880065917969,88.87858581542969
2014-01-02-04,84.13945770263672,87.09681701660156,94.03382873535156,89.29115295410156
2014-01-02-05,84.69844055175781,87.31318664550781,94.76289367675781,89.67646789550781
2014-01-02-06,85.45723724365234,87.4451904296875,95.6068115234375,90.4510498046875
2014-01-02-07,85.95497131347656,87.94081115722656,95.71278381347656,90.74647521972656
2014-01-02-08,86.44279479980469,88.59063720703125,95.28155517578125,91.14825439453125
2014-01-02-09,86.88143157958984,88.72171020507812,95.14260864257812,91.26419067382812
2014-01-02-10,84.81865692138672,86.63278198242188,94.85885620117188,89.47994995117188
2014-01-02-11,85.88888549804688,87.42529296875,94.91357421875,90.52685546875
2014-01-02-12,87.15831756591797,88.34196472167969,95.02751159667969,91.32878112792969
2014-01-02-13,88.18699645996094,89.4256591796875,95.2623291015625,91.8397216796875
2014-01-02-14,89.20049285888672,90.80734252929688,95.83078002929688,92.35690307617188
2014-01-02-15,89.51741790771484,91.11178588867188,96.17062377929688,92.61007690429688
2014-01-02-16,90.34364318847656,91.91517639160156,96.91786193847656,93.30555725097656
2014-01-02-17,90.56692504882812,91.51597595214844,97.61997985839844,92.94981384277344
2014-01-02-18,90.7388916015625,91.9459228515625,98.8265380859375,92.5672607421875
2014-01-02-19,91.0482177734375,92.52220153808594,99.28221130371094,92.89793395996094
2014-01-02-20,90.84017181396484,92.23207092285156,98.89149475097656,93.03065490722656
2014-01-02-21,91.04823303222656,92.09451293945312,98.93045043945312,93.08499145507812
2014-01-02-22,86.23170471191406,88.26138305664062,95.22622680664062,91.51577758789062
2014-01-02-23,88.70201110839844,89.789794921875,96.931396484375,92.849853515625
2014-01-03-00,90.69276428222656,91.55105590820312,98.44070434570312,94.22390747070312
2014-01-03-01,92.01931762695312,92.95584106445312,99.41677856445312,95.23367309570312
2014-01-03-02,93.248291015625,94.10623168945312,100.09304809570312,96.27590942382812
2014-01-03-03,94.27325439453125,95.02496337890625,99.94488525390625,97.17340087890625
2014-01-03-04,94.91865539550781,95.77751159667969,100.31584167480469,96.67814636230469
2014-01-03-05,95.49947357177734,96.20069885253906,100.16481018066406,96.74684143066406
2014-01-03-06,96.31488800048828,96.75314331054688,100.39840698242188,97.20040893554688
2014-01-03-07,96.55657958984375,97.04447937011719,100.04008483886719,97.30546569824219
2014-01-03-08,96.81057739257812,96.75421142578125,100.31329345703125,97.71295166015625
2014-01-03-09,96.7867431640625,96.42324829101562,100.68423461914062,98.72329711914062
2014-01-03-10,96.88851165771484,96.22544860839844,101.70274353027344,98.81480407714844
2014-01-03-11,95.74383544921875,95.33625793457031,102.08699035644531,98.23957824707031
2014-01-03-12,94.4745864868164,94.94596862792969,100.78483581542969,96.94743347167969
2014-01-03-13,92.84152221679688,93.41975402832031,98.91218566894531,95.53889465332031
2014-01-03-14,91.94619750976562,92.4197998046875,98.2662353515625,94.8880615234375
2014-01-03-15,90.67788696289062,91.20330810546875,96.52728271484375,93.73577880859375
2014-01-03-16,90.37935638427734,91.01536560058594,95.85057067871094,93.27464294433594
2014-01-03-17,90.08365631103516,90.79209899902344,94.75132751464844,92.36534118652344
2014-01-03-18,90.19871520996094,90.32664489746094,94.81443786621094,92.24851989746094
