time,tp_mm_mean_aw,tp_mm_median,tp_mm_max,tp_mm_p75,tp_frac_gt_0.1
2017-01-01-00,0.0,0.0,0.0,0.0,0.0
2017-01-01-03,0.0,0.0,0.0,0.0,0.0
2017-01-01-06,0.007763420857926282,0.007253182120621204,0.016043003648519516,0.011980109848082066,0.0
2017-01-01-09,0.0,0.0,0.0,0.0,0.0
2017-01-01-12,0.0,0.0,0.0,0.0,0.0
2017-01-01-15,0.0,0.0,0.0,0.0,0.0
2017-01-01-18,0.0,0.0,0.0,0.0,0.0
2017-01-02-00,7.20373702459614e-05,0.0,0.0006737391231581569,0.0,0.0
2017-01-02-03,0.0,0.0,0.0,0.0,0.0
2017-01-02-06,0.0,0.0,0.0,0.0,0.0
2017-01-02-09,0.0,0.0,0.0,0.0,0.0
2017-01-02-12,0.0,0.0,0.0,0.0,0.0
2017-01-02-15,0.0,0.0,0.0,0.0,0.0
2017-01-02-18,0.0,0.0,0.0,0.0,0.0
2017-01-02-21,0.0,0.0,0.0,0.0,0.0
2017-01-03-00,0.10646747005957272,0.05420297384262085,0.3529787063598633,0.16269832849502563,0.3333333333333333
2017-01-03-03,0.1189910001035101,0.05204501375555992,0.41100654006004333,0.15095147490501404,0.3333333333333333
2017-01-03-06,0.0,0.0,0.0,0.0,0.0
2017-01-03-09,0.0,0.0,0.0,0.0,0.0
2017-01-03-12,0.005427949833243216,0.0,0.04838872700929642,0.00024121254682540894,0.0
2017-01-03-15,0.0075315712121930955,0.00400003045797348,0.022510532289743423,0.015340745449066162,0.0
2017-01-03-18,0.015374016214824739,0.009261071681976318,0.050123780965805054,0.02438575029373169,0.0
2017-01-03-21,0.0002161167784868796,0.0,0.0020212610252201557,0.0,0.0
2017-01-04-00,0.012947466749323866,0.008909560739994049,0.04540157690644264,0.014456517994403839,0.0
2017-01-04-03,0.013397296955902879,0.006609237287193537,0.036600615829229355,0.019667310640215874,0.0
2017-01-04-06,0.20717690724654744,0.1732015311717987,0.49287617206573486,0.23282107710838318,0.7777777777777778
2017-01-04-09,0.37115634348600274,0.38303786516189575,0.6706153750419617,0.504199206829071,1.0
2017-01-04-12,0.23709875381152626,0.30083054304122925,0.4217013120651245,0.3188013434410095,0.6666666666666666
2017-01-04-15,0.1554261321700082,0.06105005741119385,0.42442232370376587,0.3299638628959656,0.4444444444444444
2017-01-04-18,0.08591037916593723,0.002905726432800293,0.27175992727279663,0.21154433488845825,0.3333333333333333
2017-01-04-21,0.0318016625600387,0.01735985279083252,0.11127442121505737,0.03793463110923767,0.1111111111111111
2017-01-05-00,0.018913239383360737,0.0036656856536865234,0.06712228059768677,0.03840401768684387,0.0
2017-01-05-03,0.012322337707687146,0.0005634501576423645,0.03486592322587967,0.03353040665388107,0.0
2017-01-05-06,0.0141043927490657,0.007248891983181238,0.04094879701733589,0.02538360469043255,0.0
2017-01-05-09,0.2064832580158248,0.27741101384162903,0.4166698157787323,0.31850096583366394,0.6666666666666666
2017-01-05-12,0.27803095969217423,0.28503531217575073,0.6131588816642761,0.47940605878829956,0.6666666666666666
2017-01-05-15,0.13368391524167272,0.13297602534294128,0.2854149043560028,0.22066935896873474,0.5555555555555556
2017-01-05-18,0.049798657535869845,0.04318490996956825,0.11976198107004166,0.08604251593351364,0.2222222222222222
2017-01-05-21,0.023986429685874618,0.003057199064642191,0.06870798766613007,0.05869440734386444,0.0
2017-01-06-00,0.0,0.0,0.0,0.0,0.0
2017-01-06-03,0.0,0.0,0.0,0.0,0.0
2017-01-06-06,0.009582010621933605,0.0,0.04021916538476944,0.013981945812702179,0.0
2017-01-06-09,0.007608544529786673,0.0003771856427192688,0.0284598208963871,0.012060161679983139,0.0
2017-01-06-12,0.0019378893901407645,0.0,0.008770497515797615,0.00095367431640625,0.0
2017-01-06-15,0.0002799676191697875,0.0,0.0014331599231809378,0.0,0.0
2017-01-06-18,0.0003468432362993436,0.0,0.0024303444661200047,0.00024639302864670753,0.0
2017-01-06-21,0.026963009553421145,0.011539667844772339,0.0762423723936081,0.05537329614162445,0.0
2017-01-07-00,0.0,0.0,0.0,0.0,0.0
2017-01-07-03,0.0,0.0,0.0,0.0,0.0
2017-01-07-06,0.0,0.0,0.0,0.0,0.0
2017-01-07-09,0.0,0.0,0.0,0.0,0.0
2017-01-07-12,0.0,0.0,0.0,0.0,0.0
2017-01-07-15,0.0,0.0,0.0,0.0,0.0
2017-01-07-18,0.0,0.0,0.0,0.0,0.0
2017-01-07-21,0.00020992575948579432,0.0,0.0006737391231581569,0.0005325273377820849,0.0
2017-01-08-00,0.0,0.0,0.0,0.0,0.0
2017-01-08-03,0.0,0.0,0.0,0.0,0.0
2017-01-08-06,0.0,0.0,0.0,0.0,0.0
2017-01-08-09,0.0,0.0,0.0,0.0,0.0
2017-01-08-12,0.0,0.0,0.0,0.0,0.0
2017-01-08-15,0.0,0.0,0.0,0.0,0.0
2017-01-08-18,0.0,0.0,0.0,0.0,0.0
2017-01-08-21,0.0,0.0,0.0,0.0,0.0
2017-01-09-00,0.0,0.0,0.0,0.0,0.0
2017-01-09-03,0.0,0.0,0.0,0.0,0.0
2017-01-09-06,9.88738268086164e-05,0.0,0.0006737391231581569,0.0,0.0
