time,tcc_mean,tcc_median,tcc_max,tcc_p75
2017-01-01-00,0.48913171887397766,0.43342697620391846,0.967042088508606,0.714722752571106
2017-01-01-01,0.4394552409648895,0.38895031809806824,0.9014472961425781,0.7675056457519531
2017-01-01-02,0.7563857436180115,0.7690946459770203,0.9762479662895203,0.9351255297660828
2017-01-01-03,0.9485974907875061,0.9530563950538635,0.9969978928565979,0.9890328049659729
2017-01-01-04,0.9015068411827087,0.983005702495575,1.0000040531158447,0.9989511370658875
2017-01-01-05,0.9670519232749939,0.9819957613945007,1.0000011920928955,1.0000011920928955
2017-01-01-06,0.9646591544151306,0.992942214012146,0.9999994039535522,0.9955285787582397
2017-01-01-07,0.9481235146522522,0.9744886159896851,0.9949201345443726,0.9868558645248413
2017-01-01-08,0.8794292211532593,0.9691178202629089,1.0000016689300537,0.9964386820793152
2017-01-01-09,0.84629887342453,0.9929443001747131,0.9999938607215881,0.9999938607215881
2017-01-01-10,0.8641055822372437,0.9660648107528687,0.9879611730575562,0.9839633703231812
2017-01-01-11,0.9764264225959778,0.9810595512390137,0.9999995231628418,0.9981169700622559
2017-01-01-12,0.9881210327148438,0.9929827451705933,0.9981144666671753,0.9970616102218628
2017-01-01-13,0.9462534785270691,0.9643431901931763,0.9920569658279419,0.9877997636795044
2017-01-01-14,0.9720513820648193,0.9749227166175842,0.9999995827674866,0.9825378060340881
2017-01-01-15,0.9788269400596619,0.9899906516075134,1.0000004768371582,0.9964861273765564
2017-01-01-16,0.9802743196487427,0.9899895191192627,0.9981167316436768,0.9964859485626221
2017-01-01-17,0.9930101037025452,0.99796462059021,1.000000238418579,1.000000238418579
2017-01-01-18,0.9815130233764648,0.9804884791374207,1.000000238418579,0.9925262331962585
2017-01-01-19,0.975518524646759,0.9770730137825012,1.000000238418579,0.9841626286506653
2017-01-01-20,0.9592092037200928,0.9742185473442078,0.9910432696342468,0.9800111651420593
2017-01-01-21,0.9506165385246277,0.9500120878219604,0.982634425163269,0.965936541557312
2017-01-01-22,0.909198522567749,0.9471479654312134,0.9970442056655884,0.9655195474624634
2017-01-01-23,0.7788365483283997,0.86635422706604,0.9929563999176025,0.9440367221832275
2017-01-02-00,0.57166987657547,0.6998403072357178,0.9574849605560303,0.8528707027435303
2017-01-02-01,0.4433251619338989,0.5357052683830261,0.8754727244377136,0.6800534129142761
2017-01-02-02,0.3086615800857544,0.2168731689453125,0.831329345703125,0.5416107177734375
2017-01-02-03,0.1739179790019989,0.0605316162109375,0.73748779296875,0.2364044189453125
2017-01-02-04,0.0740373432636261,0.0133056640625,0.42946624755859375,0.02978515625
2017-01-02-05,0.011767917312681675,0.0,0.05650806427001953,0.005062103271484375
2017-01-02-06,0.021778954192996025,0.00516510009765625,0.12673187255859375,0.00609588623046875
2017-01-02-07,0.020692190155386925,0.0,0.127655029296875,0.010601043701171875
2017-01-02-08,0.0377943255007267,0.0,0.1710968017578125,0.0729522705078125
2017-01-02-09,0.041461944580078125,0.010009765625,0.207000732421875,0.0476226806640625
2017-01-02-10,0.10086822509765625,0.01697540283203125,0.34864044189453125,0.1090850830078125
2017-01-02-11,0.1778649240732193,0.0658721923828125,0.701263427734375,0.2995147705078125
2017-01-02-12,0.3852623701095581,0.253326416015625,0.990142822265625,0.6548309326171875
2017-01-02-13,0.4291602373123169,0.3224639892578125,0.974822998046875,0.8066253662109375
2017-01-02-14,0.4145134687423706,0.251861572265625,0.9203643798828125,0.8345184326171875
2017-01-02-15,0.2954134941101074,0.11901341378688812,0.7671915292739868,0.5449320077896118
2017-01-02-16,0.16707421839237213,0.07365144789218903,0.5783206224441528,0.25938141345977783
2017-01-02-17,0.12355482578277588,0.047471120953559875,0.39157968759536743,0.24202068150043488
2017-01-02-18,0.21886321902275085,0.1726689338684082,0.4223942756652832,0.40073442459106445
2017-01-02-19,0.4166356921195984,0.3843701481819153,0.7358868718147278,0.5823376774787903
2017-01-02-20,0.6619219779968262,0.649925172328949,0.896873414516449,0.789756715297699
2017-01-02-21,0.7901735305786133,0.8185727000236511,0.9420620799064636,0.8929669260978699
2017-01-02-22,0.9029633402824402,0.9084532856941223,0.9379332661628723,0.9310706257820129
2017-01-02-23,0.9268128871917725,0.9246792793273926,0.9708619117736816,0.953005313873291
2017-01-03-00,0.8814994692802429,0.8838590383529663,0.9730466604232788,0.9269803762435913
2017-01-03-01,0.7967022657394409,0.7970642447471619,0.9705109000205994,0.9073624014854431
2017-01-03-02,0.7109162211418152,0.7753608226776123,0.9249122142791748,0.8953711986541748
2017-01-03-03,0.8229958415031433,0.9102574586868286,0.9574605226516724,0.9256840944290161
2017-01-03-04,0.8663947582244873,0.966616153717041,0.984468936920166,0.970003604888916
2017-01-03-05,0.7024537324905396,0.7475705742835999,0.9619413018226624,0.8402677178382874
2017-01-03-06,0.5743086338043213,0.5494148135185242,0.9099799990653992,0.7528907656669617
2017-01-03-07,0.31415650248527527,0.060825008898973465,0.8212772607803345,0.6411930322647095
2017-01-03-08,0.4447020888328552,0.4777492582798004,0.8663753271102905,0.6956905126571655
2017-01-03-09,0.6942073106765747,0.762836217880249,1.0000035762786865,0.952655553817749
2017-01-03-10,0.8934043049812317,0.948721706867218,0.9999988675117493,0.9970386624336243
2017-01-03-11,0.959076464176178,1.0000009536743164,1.0000009536743164,1.0000009536743164
2017-01-03-12,0.9770943522453308,0.9895130395889282,0.9981170892715454,0.9951549768447876
2017-01-03-13,0.9890782237052917,0.9951820969581604,1.0,0.9969473481178284
2017-01-03-14,0.970977783203125,0.966020941734314,1.0000003576278687,0.9812701940536499
2017-01-03-15,0.9755315780639648,0.9860416650772095,0.9999996423721313,0.9918724298477173
2017-01-03-16,0.9713383913040161,0.9748381972312927,0.9999999403953552,0.9881324172019958
2017-01-03-17,0.9522269368171692,0.9700019359588623,0.9925258159637451,0.9737651348114014
2017-01-03-18,0.9290509819984436,0.9382885098457336,0.9999988675117493,0.9559658169746399
2017-01-03-19,0.9004948139190674,0.9120630621910095,0.9955286383628845,0.9820818305015564
2017-01-03-20,0.9616718292236328,0.9661843776702881,0.9925343990325928,0.9885785579681396
2017-01-03-21,0.9334146976470947,0.9858183860778809,0.9995207786560059,0.9939055442810059
2017-01-03-22,0.8555991053581238,0.9868679046630859,0.9979610443115234,0.9923763275146484
2017-01-03-23,0.8402531147003174,0.9450657367706299,0.9698460102081299,0.9564945697784424
2017-01-04-00,0.8845226764678955,0.9561914801597595,0.993041455745697,0.9891809821128845
2017-01-04-01,0.9677494764328003,0.9969505667686462,0.9999985098838806,0.9999985098838806
2017-01-04-02,0.9865150451660156,1.0,1.0,1.0
2017-01-04-03,0.9909554719924927,0.989990234375,1.0,1.0
2017-01-04-04,0.9984407424926758,1.0000001192092896,1.0000001192092896,1.0000001192092896
2017-01-04-05,0.9980772733688354,0.9999998807907104,1.0000001192092896,1.0000001192092896
2017-01-04-06,1.0,1.0,1.0,1.0
2017-01-04-07,1.0,1.0,1.0,1.0
2017-01-04-08,1.0,1.0,1.0,1.0
2017-01-04-09,1.0,1.0,1.0,1.0
2017-01-04-10,1.0,1.0,1.0,1.0
2017-01-04-11,1.0,1.0,1.0,1.0
2017-01-04-12,0.9984309077262878,1.0,1.0,1.0
2017-01-04-13,0.986236035823822,0.9999992251396179,0.9999992251396179,0.9999992251396179
2017-01-04-14,0.9509903788566589,1.0000007152557373,1.0000007152557373,1.0000007152557373
2017-01-04-15,0.8808618783950806,0.999996542930603,0.999996542930603,0.999996542930603
2017-01-04-16,0.8651552796363831,0.9949228167533875,0.9999963641166687,0.9999963641166687
2017-01-04-17,0.8430807590484619,1.0000038146972656,1.0000038146972656,1.0000038146972656
2017-01-04-18,0.7701002359390259,0.9482024908065796,1.000006079673767,0.9989989995956421
2017-01-04-19,0.7733460664749146,0.8880633115768433,1.0000017881393433,1.0000017881393433
2017-01-04-20,0.761115550994873,0.7568584084510803,1.000007152557373,1.000007152557373
2017-01-04-21,0.7471827268600464,0.821455717086792,0.9999988079071045,0.9930408000946045
2017-01-04-22,0.8008158206939697,0.9536088705062866,0.9999955892562866,0.9920610189437866
2017-01-04-23,0.8430363535881042,0.9817149639129639,1.0000026226043701,0.9949824810028076
2017-01-05-00,0.8505358099937439,0.9684998393058777,0.9999939799308777,0.9999939799308777
2017-01-05-01,0.8759577870368958,0.9850895404815674,0.9969456195831299,0.9896671772003174
2017-01-05-02,0.8951184749603271,0.989962100982666,1.000002384185791,0.9958367347717285
2017-01-05-03,0.8809476494789124,0.9441148042678833,0.9894715547561646,0.9776231050491333
2017-01-05-04,0.8590039014816284,0.8591793775558472,0.9985607862472534,0.9728268384933472
2017-01-05-05,0.7834844589233398,0.7925863265991211,0.9999990463256836,0.8755102157592773
2017-01-05-06,0.7545627355575562,0.7345381379127502,0.9999952912330627,0.7560988068580627
2017-01-05-07,0.7902848124504089,0.7922108173370361,0.9999973773956299,0.8608448505401611
2017-01-05-08,0.7595041394233704,0.8525522351264954,0.9999979138374329,0.8848703503608704
2017-01-05-09,0.8017770648002625,0.9539275169372559,0.9999938011169434,0.9689421653747559
2017-01-05-10,0.826507031917572,0.994004487991333,1.0000011920928955,1.0000011920928955
2017-01-05-11,0.9282675981521606,0.9999991655349731,0.9999991655349731,0.9999991655349731
2017-01-05-12,0.9717311859130859,0.9949381947517395,1.000000238418579,1.000000238418579
2017-01-05-13,0.9681236743927002,0.9864282011985779,1.0000009536743164,0.9918755888938904
2017-01-05-14,0.8582434058189392,0.9840860366821289,1.0000009536743164,1.0000009536743164
2017-01-05-15,0.7014786005020142,0.6839920282363892,1.0000015497207642,0.9363418817520142
2017-01-05-16,0.7302097678184509,0.7605289816856384,0.9108967185020447,0.7836231589317322
2017-01-05-17,0.7848508358001709,0.7600391507148743,0.9607380032539368,0.9149006009101868
2017-01-05-18,0.7811954617500305,0.783180832862854,0.9336172342300415,0.851662278175354
2017-01-05-19,0.6988267302513123,0.735806405544281,0.8244523406028748,0.7717027068138123
2017-01-05-20,0.7191202044487,0.8128650784492493,0.894583523273468,0.8506458401679993
2017-01-05-21,0.5957205891609192,0.6076580882072449,0.8169323801994324,0.7578808665275574
2017-01-05-22,0.5347802042961121,0.6209771037101746,0.8030602335929871,0.6857964396476746
2017-01-05-23,0.46174749732017517,0.5416594743728638,0.7511473894119263,0.6474639177322388
2017-01-06-00,0.49034246802330017,0.5820647478103638,0.7705718278884888,0.7164336442947388
2017-01-06-01,0.4179888963699341,0.5244155526161194,0.6820083260536194,0.6058059334754944
2017-01-06-02,0.375785768032074,0.3901103436946869,0.6282390356063843,0.6168864965438843
2017-01-06-03,0.36405494809150696,0.36778828501701355,0.6413325667381287,0.6177272200584412
2017-01-06-04,0.3209289312362671,0.2757324278354645,0.7187865972518921,0.6456969976425171
2017-01-06-05,0.33168530464172363,0.25446397066116333,0.8114860653877258,0.7121971249580383
2017-01-06-06,0.3408094644546509,0.285635381937027,0.8174194097518921,0.7127441167831421
2017-01-06-07,0.296689510345459,0.10332335531711578,0.7870239019393921,0.6579192876815796
2017-01-06-08,0.2967037558555603,0.033050537109375,0.825836181640625,0.6754150390625
2017-01-06-09,0.3110724687576294,0.096435546875,0.8551025390625,0.695159912109375
