time,tp_mm_mean_aw,tp_mm_median,tp_mm_max,tp_mm_p75,tp_frac_gt_0.1
2016-01-01-07,0.01591273501792915,0.020427629351615906,0.036714598536491394,0.027570873498916626,0.0
2016-01-01-08,0.0065420725536913865,0.003607054241001606,0.030681530013680458,0.005033840425312519,0.0
2016-01-01-09,0.0010234543901921206,0.00019441358745098114,0.005128909833729267,0.0004913890734314919,0.0
2016-01-01-10,0.00011409385060983927,0.0,0.00029170041671022773,0.0002906526788137853,0.0
2016-01-01-11,0.00014533560374081376,0.0,0.0006791087798774242,0.0002906599547713995,0.0
2016-01-01-12,0.00020678225350718584,0.0,0.0009214418241754174,0.00029084912966936827,0.0
2016-01-01-13,0.00032383219910730624,0.0,0.0013551907613873482,0.0005816982593387365,0.0
2016-01-01-14,0.0003685221968268667,0.0,0.001597509253770113,0.0005816982593387365,0.0
2016-01-01-15,0.00015636130630906027,0.0,0.0007748312782496214,0.00014543184079229832,0.0
2016-01-01-16,2.2420074969020767e-05,0.0,0.00019446815713308752,0.0,0.0
2016-01-01-17,0.0,0.0,0.0,0.0,0.0
2016-01-01-18,6.701821979515276e-05,0.0,0.0005813053576275706,0.0,0.0
2016-01-01-19,6.701821979515276e-05,0.0,0.0005813053576275706,0.0,0.0
2016-01-01-20,3.350910989757638e-05,0.0,0.0002906526788137853,0.0,0.0
2016-01-01-21,0.0,0.0,0.0,0.0,0.0
2016-01-01-22,0.0,0.0,0.0,0.0,0.0
2016-01-01-23,0.0,0.0,0.0,0.0,0.0
2016-01-02-00,0.0,0.0,0.0,0.0,0.0
2016-01-02-01,0.0,0.0,0.0,0.0,0.0
2016-01-02-02,0.0,0.0,0.0,0.0,0.0
2016-01-02-03,7.267870678012898e-05,0.0,0.0003395543899387121,0.0,0.0
2016-01-02-04,0.0013061330454461923,0.0,0.00609538983553648,0.002325279638171196,0.0
2016-01-02-05,0.003992659893867619,0.0,0.01872517168521881,0.007944181561470032,0.0
2016-01-02-06,0.004169900728383791,0.00036368146538734436,0.02080574631690979,0.00592181459069252,0.0
2016-01-02-07,0.0030139074223447283,0.00012107193470001221,0.01596519723534584,0.0017439015209674835,0.0
2016-01-02-08,0.002669210386361023,0.00109084730502218,0.011082075536251068,0.0020368380937725306,0.0
2016-01-02-09,0.0033383158734796416,0.0015704486286267638,0.011462025344371796,0.003926462028175592,0.0
2016-01-02-10,0.004200716659231124,0.001176726073026657,0.017496757209300995,0.00615045428276062,0.0
2016-01-02-11,0.0032668020637264725,0.0,0.013319775462150574,0.002591405063867569,0.0
2016-01-02-12,0.0009432308722231268,0.0001939479261636734,0.003583962097764015,0.0016274279914796352,0.0
2016-01-02-13,0.002740366321623204,0.0008719507604837418,0.012152362614870071,0.004257075488567352,0.0
2016-01-02-14,0.006213386954250979,0.004332046955823898,0.021009240299463272,0.009890645742416382,0.0
2016-01-02-15,0.010913980462605624,0.0,0.0453609973192215,0.013026408851146698,0.0
2016-01-02-16,0.01278256740839682,0.0,0.048792921006679535,0.013334676623344421,0.0
2016-01-02-17,0.008527482345562148,0.00048335641622543335,0.03371015191078186,0.009164214134216309,0.0
2016-01-02-18,0.009855507893897785,0.007320661097764969,0.02725934609770775,0.016304198652505875,0.0
2016-01-02-19,0.010464268576745577,0.00279303640127182,0.03839563578367233,0.011239200830459595,0.0
2016-01-02-20,0.01110846933969878,0.005114823579788208,0.03221072256565094,0.01762527972459793,0.0
2016-01-02-21,0.004600919250618127,0.0030784867703914642,0.011682510375976562,0.007525552064180374,0.0
2016-01-02-22,0.00048334482471965577,0.00029086368158459663,0.0014477991499006748,0.0007742783054709435,0.0
2016-01-02-23,0.0051816577205448,0.0,0.04783552139997482,0.0002905726432800293,0.0
2016-01-03-00,0.0038863347823409845,0.0,0.03436114639043808,0.0006789341568946838,0.0
2016-01-03-01,0.009739549209365542,0.002034008502960205,0.06737373769283295,0.003894791007041931,0.0
2016-01-03-02,0.0085378148095819,0.003012828528881073,0.03379210829734802,0.015539117157459259,0.0
2016-01-03-03,0.01781375332622433,0.0011622905731201172,0.14536455273628235,0.0037886202335357666,0.1111111111111111
2016-01-03-04,0.027297735572293334,0.004209578037261963,0.21543726325035095,0.008217990398406982,0.1111111111111111
2016-01-03-05,0.01895014015329048,0.0074338167905807495,0.06027892231941223,0.03376230597496033,0.0
2016-01-03-06,0.020089734289538672,0.01033395528793335,0.11386536061763763,0.01597777009010315,0.1111111111111111
2016-01-03-07,0.00555174839811826,0.001402971800416708,0.020053638145327568,0.005798348691314459,0.0
2016-01-03-08,0.0007182970370130911,0.00024159089662134647,0.0017439306247979403,0.0014542602002620697,0.0
2016-01-03-09,0.0021340413685201416,0.0017450656741857529,0.008784933015704155,0.0021299347281455994,0.0
2016-01-03-10,0.011822712879217271,0.0017434358596801758,0.08688308298587799,0.0023264437913894653,0.0
2016-01-03-11,0.017360342953652335,0.0023264437913894653,0.08509121835231781,0.0231768935918808,0.0
2016-01-03-12,0.01956850144860081,0.0014528632164001465,0.11243484914302826,0.02434849739074707,0.1111111111111111
2016-01-03-13,0.011895205967782256,0.001278705894947052,0.056968070566654205,0.012479722499847412,0.0
2016-01-03-14,0.0026678821723869115,0.0,0.020213425159454346,0.0005811452865600586,0.0
2016-01-03-15,0.0003533563436538114,0.0,0.0026782508939504623,0.00014511169865727425,0.0
2016-01-03-16,4.47193570918891e-05,0.0,0.0002906526788137853,0.0,0.0
2016-01-03-17,2.796438272349622e-05,0.0,0.00014532633940689266,0.0,0.0
2016-01-03-18,2.793753986879568e-05,0.0,0.000242325768340379,0.0,0.0
2016-01-03-19,0.0,0.0,0.0,0.0,0.0
2016-01-03-20,0.0,0.0,0.0,0.0,0.0
2016-01-03-21,0.0,0.0,0.0,0.0,0.0
2016-01-03-22,0.0,0.0,0.0,0.0,0.0
2016-01-03-23,0.0,0.0,0.0,0.0,0.0
