time,temp_mean,temp_median,temp_max,temp_p75
2018-01-01-00,-17.78907012939453,-17.55670166015625,-9.49176025390625,-10.57379150390625
2018-01-01-03,-17.043106079101562,-17.320388793945312,-9.025482177734375,-10.268646240234375
2018-01-01-06,-17.078826904296875,-18.055145263671875,-10.389373779296875,-11.328826904296875
2018-01-01-09,-14.52462387084961,-14.76849365234375,-8.72406005859375,-10.64300537109375
2018-01-01-12,-17.042129516601562,-18.184890747070312,-11.881683349609375,-12.607757568359375
2018-01-01-15,-16.289682388305664,-17.101715087890625,-11.193267822265625,-12.725250244140625
2018-01-01-18,-17.305343627929688,-18.250228881835938,-12.285125732421875,-13.812469482421875
2018-01-01-21,-15.139201164245605,-16.8499755859375,-9.9334716796875,-11.3453369140625
2018-01-02-00,-16.836578369140625,-17.900543212890625,-11.320953369140625,-12.917877197265625
2018-01-02-03,-15.091798782348633,-15.663299560546875,-9.210174560546875,-10.760955810546875
2018-01-02-06,-15.07518196105957,-14.6776123046875,-9.3653564453125,-10.5789794921875
2018-01-02-09,-13.070122718811035,-11.860107421875,-7.9404296875,-9.22900390625
2018-01-02-12,-13.484002113342285,-13.33746337890625,-7.21881103515625,-9.33453369140625
2018-01-02-15,-11.16852855682373,-8.243072509765625,-5.090728759765625,-5.673004150390625
2018-01-02-18,-8.144705772399902,-3.785980224609375,-1.343597412109375,-2.437347412109375
2018-01-02-21,-4.352277755737305,0.567047119140625,2.731597900390625,1.465484619140625
2018-01-03-00,-6.880706787109375,-2.953460693359375,0.568511962890625,-1.864105224609375
2018-01-03-03,-7.143564701080322,-4.170257568359375,-0.303802490234375,-2.587738037109375
2018-01-03-06,-7.465749263763428,-5.308441162109375,-2.117279052734375,-4.197601318359375
2018-01-03-09,-10.123355865478516,-8.470794677734375,-5.233001708984375,-8.010345458984375
2018-01-03-12,-9.998491287231445,-8.772552490234375,-5.641204833984375,-5.785736083984375
2018-01-03-15,-11.09601879119873,-10.295806884765625,-6.600006103515625,-7.348297119140625
2018-01-03-18,-14.071221351623535,-14.0653076171875,-8.7979736328125,-10.1578369140625
2018-01-03-21,-13.077606201171875,-13.224334716796875,-7.915252685546875,-8.913543701171875
2018-01-04-00,-14.66679859161377,-14.260955810546875,-7.700897216796875,-9.255584716796875
2018-01-04-03,-14.00658130645752,-12.263824462890625,-7.551422119140625,-8.555328369140625
2018-01-04-06,-12.716489791870117,-11.200164794921875,-6.545135498046875,-7.279266357421875
2018-01-04-09,-11.521000862121582,-10.918731689453125,-5.139190673828125,-6.681915283203125
2018-01-04-12,-11.78761100769043,-10.743804931640625,-5.662506103515625,-6.765777587890625
2018-01-04-15,-12.391599655151367,-12.005828857421875,-7.501434326171875,-7.628143310546875
2018-01-04-18,-13.086827278137207,-12.539520263671875,-8.545623779296875,-9.639617919921875
2018-01-04-21,-13.168119430541992,-12.975494384765625,-8.423004150390625,-9.010162353515625
2018-01-05-00,-12.95876693725586,-12.598663330078125,-6.979278564453125,-9.015899658203125
2018-01-05-03,-15.25771713256836,-15.5125732421875,-10.4281005859375,-11.7442626953125
2018-01-05-06,-16.09375,-16.512939453125,-11.178466796875,-12.592041015625
2018-01-05-09,-16.92174530029297,-17.613510131835938,-11.560760498046875,-14.115692138671875
2018-01-05-12,-15.716389656066895,-14.5196533203125,-13.485595703125,-13.7708740234375
2018-01-05-15,-16.04227066040039,-14.82440185546875,-13.75323486328125,-14.40277099609375
2018-01-05-18,-15.117780685424805,-14.311004638671875,-12.751190185546875,-13.511322021484375
2018-01-05-21,-14.04566478729248,-13.507171630859375,-10.899993896484375,-12.957366943359375
2018-01-06-00,-13.01248836517334,-12.349945068359375,-10.071502685546875,-11.692230224609375
2018-01-06-03,-11.368730545043945,-10.449310302734375,-8.630584716796875,-10.268646240234375
2018-01-06-06,-11.61674976348877,-11.552337646484375,-9.190643310546875,-10.493255615234375
2018-01-06-09,-11.23279857635498,-11.648468017578125,-9.197723388671875,-10.465972900390625
2018-01-06-12,-12.82817554473877,-13.184051513671875,-9.424407958984375,-12.055633544921875
2018-01-06-15,-12.083600997924805,-13.073089599609375,-8.854583740234375,-10.616546630859375
2018-01-06-18,-12.860456466674805,-13.639373779296875,-9.127288818359375,-11.698455810546875
2018-01-06-21,-12.05655574798584,-12.595062255859375,-8.767059326171875,-10.798309326171875
2018-01-07-00,-15.71692943572998,-15.620208740234375,-12.375091552734375,-14.883270263671875
2018-01-07-03,-16.08818817138672,-15.888275146484375,-13.535736083984375,-15.649139404296875
2018-01-07-06,-16.211841583251953,-15.959747314453125,-14.653167724609375,-15.346160888671875
2018-01-07-09,-17.993003845214844,-17.667022705078125,-15.431182861328125,-16.798370361328125
2018-01-07-12,-18.791563034057617,-19.087661743164062,-16.718658447265625,-17.963150024414062
2018-01-07-15,-19.043365478515625,-18.670440673828125,-16.516754150390625,-18.009796142578125
2018-01-07-18,-19.326948165893555,-18.950851440429688,-16.679962158203125,-18.023117065429688
2018-01-07-21,-19.40835189819336,-18.7886962890625,-16.65576171875,-17.13134765625
2018-01-08-00,-20.212013244628906,-20.177398681640625,-16.783111572265625,-17.477203369140625
2018-01-08-03,-21.133085250854492,-20.534317016601562,-17.618057250976562,-18.632217407226562
2018-01-08-06,-20.902833938598633,-20.493820190429688,-16.634429931640625,-18.022628784179688
2018-01-08-09,-21.453033447265625,-21.385299682617188,-16.794952392578125,-18.234909057617188
2018-01-08-12,-23.06182289123535,-23.128555297851562,-18.468887329101562,-21.348770141601562
2018-01-08-15,-24.968257904052734,-25.116180419921875,-20.900115966796875,-22.478973388671875
2018-01-08-18,-26.00155258178711,-26.11846923828125,-22.16021728515625,-23.30206298828125
2018-01-08-21,-24.736644744873047,-23.912399291992188,-21.168014526367188,-21.483688354492188
2018-01-09-00,-24.63671112060547,-23.672653198242188,-21.362106323242188,-21.580612182617188
2018-01-09-03,-23.922449111938477,-22.913009643554688,-20.836593627929688,-20.889572143554688
2018-01-09-06,-25.14912986755371,-23.6754150390625,-22.0504150390625,-22.3458251953125
2018-01-09-09,-25.279720306396484,-24.106353759765625,-22.194732666015625,-22.619781494140625
2018-01-09-12,-25.950971603393555,-23.982818603515625,-22.620513916015625,-22.932525634765625
2018-01-09-15,-24.7874698638916,-22.566604614257812,-21.231887817382812,-21.609573364257812
2018-01-09-18,-26.124332427978516,-23.862640380859375,-21.621429443359375,-22.711761474609375
2018-01-09-21,-25.7960205078125,-23.6834716796875,-20.9862060546875,-22.2540283203125
2018-01-10-00,-24.666946411132812,-22.160842895507812,-19.549270629882812,-20.695999145507812
2018-01-10-03,-26.01160430908203,-24.27435302734375,-20.67987060546875,-22.92742919921875
2018-01-10-06,-28.288068771362305,-26.081390380859375,-22.846527099609375,-25.901458740234375
2018-01-10-09,-30.20155906677246,-28.793869018554688,-24.116134643554688,-27.395431518554688
2018-01-10-12,-27.48064422607422,-25.920639038085938,-21.811508178710938,-22.466293334960938
2018-01-10-15,-29.0072021484375,-28.1732177734375,-22.9783935546875,-24.8790283203125
2018-01-10-18,-31.614051818847656,-31.710296630859375,-25.044525146484375,-29.075531005859375
2018-01-10-21,-29.57599639892578,-30.6822509765625,-22.5247802734375,-23.9093017578125
2018-01-11-00,-27.178117752075195,-28.272979736328125,-19.478057861328125,-21.707550048828125
2018-01-11-03,-26.58445930480957,-26.5213623046875,-18.9456787109375,-20.8157958984375
2018-01-11-06,-26.658958435058594,-25.570526123046875,-18.924041748046875,-21.446502685546875
2018-01-11-09,-25.84486198425293,-24.339111328125,-19.268798828125,-20.571044921875
2018-01-11-12,-26.561935424804688,-25.255783081054688,-20.076583862304688,-20.897872924804688
2018-01-11-15,-24.66868019104004,-23.56793212890625,-18.70416259765625,-19.62408447265625
2018-01-11-18,-24.3228759765625,-23.3096923828125,-18.1636962890625,-18.9971923828125
2018-01-11-21,-24.23743438720703,-23.07000732421875,-17.69061279296875,-19.09686279296875
2018-01-12-00,-25.210222244262695,-23.968414306640625,-18.041168212890625,-19.320953369140625
2018-01-12-03,-24.142099380493164,-22.564682006835938,-16.685760498046875,-18.212631225585938
2018-01-12-06,-23.428165435791016,-21.539382934570312,-16.527679443359375,-18.323562622070312
2018-01-12-09,-22.85576057434082,-20.823104858398438,-16.027679443359375,-17.074554443359375
2018-01-12-12,-21.972644805908203,-20.278518676757812,-15.485076904296875,-16.113983154296875
2018-01-12-15,-21.125017166137695,-19.542877197265625,-13.929595947265625,-14.532623291015625
2018-01-12-18,-21.24946403503418,-19.44488525390625,-13.71490478515625,-14.89361572265625
2018-01-12-21,-21.181228637695312,-19.368179321289062,-12.580596923828125,-14.925323486328125
2018-01-13-00,-21.019262313842773,-19.483230590820312,-12.377288818359375,-14.202484130859375
2018-01-13-03,-21.393882751464844,-19.769805908203125,-12.473907470703125,-14.379669189453125
2018-01-13-06,-21.506254196166992,-19.894973754882812,-12.882781982421875,-14.541961669921875
2018-01-13-09,-19.73328399658203,-17.903091430664062,-10.649200439453125,-13.005157470703125
2018-01-13-12,-20.891084671020508,-19.317306518554688,-10.957916259765625,-14.001373291015625
2018-01-13-15,-19.62012481689453,-18.40142822265625,-10.00640869140625,-11.58648681640625
2018-01-13-18,-19.30759048461914,-17.981201171875,-10.617431640625,-11.849853515625
2018-01-13-21,-17.594478607177734,-16.697662353515625,-9.132232666015625,-10.581939697265625
2018-01-14-00,-16.38117218017578,-14.7874755859375,-8.7996826171875,-10.2757568359375
2018-01-14-03,-15.165614128112793,-13.685150146484375,-8.858978271484375,-10.239837646484375
2018-01-14-06,-11.42422103881836,-8.7608642578125,-6.8795166015625,-7.1329345703125
2018-01-14-09,-9.292951583862305,-8.054290771484375,-3.821868896484375,-5.715179443359375
2018-01-14-12,-11.971076011657715,-12.379058837890625,-6.723297119140625,-8.240875244140625
2018-01-14-15,-9.810367584228516,-10.237152099609375,-4.008636474609375,-5.216644287109375
2018-01-14-18,-9.12330150604248,-9.376556396484375,-3.743011474609375,-4.509857177734375
2018-01-14-21,-7.488047122955322,-7.946868896484375,-1.958099365234375,-3.060638427734375
2018-01-15-00,-6.691389083862305,-6.919525146484375,-1.060394287109375,-2.900726318359375
2018-01-15-03,-8.42166805267334,-8.502288818359375,-2.511077880859375,-4.882904052734375
2018-01-15-06,-9.520219802856445,-9.040374755859375,-3.186370849609375,-6.143402099609375
2018-01-15-09,-10.275753021240234,-9.308685302734375,-3.457611083984375,-7.486175537109375
2018-01-15-12,-9.54628849029541,-7.712493896484375,-3.472747802734375,-6.895843505859375
2018-01-15-15,-7.352359294891357,-4.529388427734375,-1.414398193359375,-3.268157958984375
2018-01-15-18,-6.725297927856445,-4.706878662109375,-2.490081787109375,-3.840423583984375
2018-01-15-21,-7.002939701080322,-5.683929443359375,-3.081146240234375,-3.924163818359375
2018-01-16-00,-6.091237545013428,-5.812591552734375,-2.122161865234375,-3.690765380859375
2018-01-16-03,-9.34624195098877,-10.185516357421875,-5.348724365234375,-7.305633544921875
2018-01-16-06,-10.713592529296875,-10.520599365234375,-7.060638427734375,-10.015594482421875
2018-01-16-09,-10.89763355255127,-11.313079833984375,-6.534027099609375,-8.350677490234375
2018-01-16-12,-10.739484786987305,-10.327728271484375,-6.964447021484375,-9.706634521484375
2018-01-16-15,-9.832244873046875,-8.782073974609375,-6.677825927734375,-7.976165771484375
2018-01-16-18,-9.919795989990234,-8.688568115234375,-5.859222412109375,-8.367279052734375
2018-01-16-21,-8.23845386505127,-7.647552490234375,-3.993255615234375,-7.074310302734375
2018-01-17-00,-7.328786373138428,-6.700775146484375,-3.613128662109375,-6.101409912109375
2018-01-17-03,-4.47171688079834,-3.438934326171875,-1.235443115234375,-2.647430419921875
2018-01-17-06,-3.479217529296875,-2.312469482421875,-0.550262451171875,-1.801239013671875
2018-01-17-09,-2.482282876968384,-1.675262451171875,0.247833251953125,-1.381683349609375
2018-01-17-12,-3.50222110748291,-2.506072998046875,-0.888519287109375,-1.778533935546875
2018-01-17-15,-2.033769369125366,-1.378387451171875,0.035797119140625,-1.021087646484375
2018-01-17-18,-2.9316508769989014,-2.959197998046875,-0.531341552734375,-2.528045654296875
2018-01-17-21,-4.906558513641357,-4.464324951171875,-2.903533935546875,-3.461883544921875
2018-01-18-00,-5.390268802642822,-5.416961669921875,-3.917083740234375,-4.232025146484375
2018-01-18-03,-5.951494216918945,-6.004486083984375,-3.760528564453125,-5.799102783203125
2018-01-18-06,-7.02854061126709,-7.065704345703125,-4.973175048828125,-6.568023681640625
