time,tp_mm_mean_aw,tp_mm_median,tp_mm_max,tp_mm_p75,tp_frac_gt_0.1
2013-01-01-00,0.006557065250271814,0.006018809974193573,0.01564030349254608,0.008042806759476662,0.0
2013-01-01-03,0.03711713781613119,0.033762454986572266,0.10148078948259354,0.07667780667543411,0.1111111111111111
2013-01-01-06,0.00015079676177661932,0.0,0.000476837158203125,0.0003395543899387121,0.0
2013-01-01-09,0.004588210925893691,0.0011194497346878052,0.01699710264801979,0.003915745764970779,0.0
2013-01-01-12,0.007930080211350924,0.005899874027818441,0.016504844650626183,0.009451705031096935,0.0
2013-01-01-15,0.001784368842128016,0.00019138678908348083,0.005362788215279579,0.0038438010960817337,0.0
2013-01-01-18,0.005401072483587414,0.004050403833389282,0.01199132576584816,0.008220633491873741,0.0
2013-01-02-00,0.00039730164452914205,0.0,0.0030819792300462723,0.00014511169865727425,0.0
2013-01-02-03,0.0006192547000559976,0.0,0.00424310564994812,0.0,0.0
2013-01-02-06,0.05364825553910318,0.05156281590461731,0.10518278181552887,0.07334645092487335,0.1111111111111111
2013-01-02-09,0.08097539356222049,0.05554117634892464,0.18877992033958435,0.18641436100006104,0.3333333333333333
2013-01-02-12,0.051581000212563906,0.013396227732300758,0.1813509464263916,0.12616822123527527,0.3333333333333333
2013-01-02-15,0.023120646285365264,0.009162629023194313,0.0903441533446312,0.03169504553079605,0.0
2013-01-02-18,0.007419368307335128,0.00014528632164001465,0.031824223697185516,0.010661780834197998,0.0
2013-01-02-21,0.008091904404519068,0.0059435307048261166,0.020281242206692696,0.010575463064014912,0.0
2013-01-03-00,0.0003521508966444996,0.0,0.0014477991499006748,0.0007742783054709435,0.0
2013-01-03-03,0.0004174042190969629,0.0,0.0014477991499006748,0.0007742783054709435,0.0
2013-01-03-06,0.00022357245912237316,0.0,0.0009214418241754174,0.0002906599547713995,0.0
2013-01-03-09,0.0006078698661210631,0.0,0.0024247565306723118,0.0004359753802418709,0.0
2013-01-03-12,9.328469055062385e-05,0.0,0.0002906526788137853,0.00014542456483468413,0.0
2013-01-03-15,0.0001146026626844018,0.0,0.0003871391527354717,0.00014532997738569975,0.0
2013-01-03-18,0.00024831491105712787,0.0,0.0007742783054709435,0.000774060026742518,0.0
2013-01-03-21,0.00010049545380277225,0.0,0.00029084912966936827,0.0002901797415688634,0.0
2013-01-04-00,0.010071968594061011,0.001817941665649414,0.07513724267482758,0.003293156623840332,0.0
2013-01-04-03,0.0013720246927319882,0.00020547304302453995,0.0065622152760624886,0.0016237609088420868,0.0
