time,humidity_mean,humidity_median,humidity_max,humidity_p75
2013-01-01-00,82.697265625,81.17727661132812,89.45950317382812,86.19778442382812
2013-01-01-03,86.48328399658203,83.11126708984375,95.68524169921875,92.70892333984375
2013-01-01-06,88.2022476196289,85.21733093261719,99.95463562011719,94.38139343261719
2013-01-01-09,86.60926818847656,86.78585815429688,99.03244018554688,95.92550659179688
2013-01-01-12,78.46766662597656,77.55294799804688,97.09689331054688,93.33126831054688
2013-01-01-15,75.30928802490234,74.78433227539062,95.19351196289062,93.79409790039062
2013-01-01-18,71.71245574951172,69.37413024902344,92.32041931152344,90.32823181152344
2013-01-01-21,69.20037078857422,64.2808837890625,89.5660400390625,86.5045166015625
2013-01-02-00,70.76155853271484,67.26622009277344,86.23936462402344,83.73887634277344
2013-01-02-03,75.68209838867188,75.24069213867188,85.91891479492188,83.46188354492188
2013-01-02-06,78.10173797607422,77.78408813476562,84.29360961914062,82.50088500976562
2013-01-02-09,82.34368896484375,83.32185363769531,86.07722473144531,84.72566223144531
2013-01-02-12,85.19539642333984,86.56857299804688,88.14694213867188,87.13497924804688
2013-01-02-15,84.4691162109375,84.2877197265625,90.4901123046875,87.5386962890625
2013-01-02-18,84.04214477539062,82.96833801269531,92.00935363769531,88.00910949707031
2013-01-02-21,82.92279815673828,81.05642700195312,92.44754028320312,87.56765747070312
2013-01-03-00,79.47075653076172,75.03759765625,92.11474609375,88.10205078125
2013-01-03-03,82.60000610351562,79.65556335449219,95.62480163574219,93.16679382324219
2013-01-03-06,85.70278930664062,81.13893127441406,96.11256408691406,94.36598205566406
2013-01-03-09,85.80126953125,83.1494140625,98.37939453125,95.45849609375
2013-01-03-12,82.40055847167969,78.77778625488281,97.41694641113281,95.13374328613281
2013-01-03-15,80.95811462402344,77.43093872070312,95.84841918945312,92.26004028320312
2013-01-03-18,79.61937713623047,74.49421691894531,95.76814270019531,91.78083801269531
2013-01-03-21,80.17202758789062,76.77694702148438,94.57626342773438,91.53573608398438
2013-01-04-00,77.40220642089844,71.92027282714844,95.01744079589844,90.27964782714844
2013-01-04-03,78.91007995605469,74.55635070800781,96.93818664550781,90.91767883300781
2013-01-04-06,78.8331298828125,75.3634033203125,94.6734619140625,87.6763916015625
2013-01-04-09,79.81965637207031,77.20121765136719,93.30766296386719,89.78764343261719
2013-01-04-12,79.73046112060547,80.61077880859375,89.97503662109375,88.33929443359375
2013-01-04-15,80.20664978027344,82.02137756347656,88.63026428222656,86.18885803222656
2013-01-04-18,79.81369018554688,80.50013732910156,87.26600646972656,83.61073303222656
2013-01-04-21,80.0675048828125,81.30307006835938,86.38339233398438,84.55038452148438
2013-01-05-00,81.85032653808594,82.76815795898438,85.90194702148438,84.21884155273438
2013-01-05-03,84.01528930664062,85.04818725585938,86.20602416992188,85.70968627929688
2013-01-05-06,86.86743927001953,87.24885559082031,89.01484680175781,87.91902160644531
2013-01-05-09,88.3897933959961,89.59039306640625,90.61199951171875,90.45355224609375
2013-01-05-12,90.32099914550781,92.14459228515625,94.52130126953125,93.69122314453125
2013-01-05-15,92.17919921875,94.46145629882812,96.89895629882812,96.48245239257812
2013-01-05-18,91.90648651123047,94.43914794921875,99.20867919921875,96.89373779296875
2013-01-05-21,88.90576171875,91.42068481445312,99.12478637695312,95.11843872070312
2013-01-06-00,85.21868133544922,87.8436279296875,94.9012451171875,92.9456787109375
2013-01-06-03,84.34918975830078,86.70286560058594,93.75804138183594,90.26194763183594
2013-01-06-06,84.99972534179688,86.60687255859375,94.46038818359375,89.39105224609375
2013-01-06-09,85.60617065429688,85.90998840332031,95.03205871582031,89.40901184082031
2013-01-06-12,85.29539489746094,85.43173217773438,93.41268920898438,89.83651733398438
2013-01-06-15,87.21627044677734,88.1424560546875,94.0201416015625,91.2545166015625
2013-01-06-18,87.47117614746094,87.96401977539062,95.14614868164062,92.13833618164062
2013-01-06-21,87.54832458496094,88.68685913085938,94.11410522460938,89.50131225585938
2013-01-07-00,84.99575805664062,87.90364074707031,89.04353332519531,88.14070129394531
2013-01-07-03,86.85801696777344,88.39938354492188,90.54660034179688,88.96554565429688
2013-01-07-06,89.13270568847656,91.71749877929688,95.26339721679688,92.67648315429688
2013-01-07-09,88.66389465332031,91.51448059082031,95.84846496582031,93.59211730957031
2013-01-07-12,84.76322174072266,89.06356811523438,91.53280639648438,90.00888061523438
2013-01-07-15,83.87022399902344,86.61349487304688,90.50900268554688,88.88156127929688
2013-01-07-18,86.80984497070312,87.59196472167969,91.11149597167969,88.91032409667969
2013-01-07-21,87.69791412353516,87.921630859375,93.63134765625,89.682373046875
2013-01-08-00,87.0687026977539,87.11273193359375,95.82806396484375,88.83367919921875
2013-01-08-03,90.65047454833984,90.49916076660156,98.79042053222656,92.36561584472656
2013-01-08-06,93.49844360351562,94.21664428710938,98.76644897460938,96.36801147460938
2013-01-08-09,94.4296875,96.04331970214844,100.85997009277344,97.59336853027344
2013-01-08-12,96.47980499267578,99.65097045898438,101.55087280273438,100.82357788085938
2013-01-08-15,97.18215942382812,99.49165344238281,101.25532531738281,100.63716125488281
2013-01-08-18,98.35477447509766,99.73899841308594,102.13084411621094,100.86155700683594
2013-01-08-21,98.56149291992188,98.49339294433594,101.87815856933594,100.47166442871094
2013-01-09-00,96.07902526855469,98.33955383300781,100.78901672363281,99.24238586425781
2013-01-09-03,97.76639556884766,98.91259765625,100.388427734375,99.9520263671875
2013-01-09-06,98.20518493652344,98.47793579101562,100.63748168945312,99.38394165039062
2013-01-09-09,99.43917846679688,99.60435485839844,100.29325866699219,99.93730163574219
2013-01-09-12,99.31877136230469,99.66679382324219,101.71525573730469,101.05961608886719
2013-01-09-15,100.01117706298828,100.18922424316406,101.60047912597656,100.87879943847656
2013-01-09-18,100.63026428222656,100.27699279785156,102.75569152832031,101.96522521972656
2013-01-09-21,101.67597198486328,100.23947143554688,105.68673706054688,105.60263061523438
2013-01-10-00,99.67713928222656,99.64305114746094,102.75437927246094,101.64805603027344
2013-01-10-03,98.34615325927734,100.46998596191406,101.08522033691406,100.53321838378906
2013-01-10-06,95.86678314208984,98.22474670410156,101.45985412597656,99.60169982910156
2013-01-10-09,93.33827209472656,97.17214965820312,103.10281372070312,100.26248168945312
2013-01-10-12,92.33164978027344,95.89865112304688,103.81222534179688,99.64865112304688
2013-01-10-15,89.34320068359375,91.34455871582031,100.61555480957031,96.62678527832031
2013-01-10-18,87.53233337402344,88.91891479492188,93.64352416992188,91.96188354492188
2013-01-10-21,86.38448333740234,87.16310119628906,90.95069885253906,89.98121643066406
2013-01-11-00,90.84644317626953,92.71099853515625,93.54388427734375,92.81195068359375
2013-01-11-03,92.97344970703125,94.23394775390625,98.54058837890625,94.77813720703125
2013-01-11-06,95.27825164794922,95.47958374023438,103.81796264648438,98.94003295898438
2013-01-11-09,94.46780395507812,96.27682495117188,102.00192260742188,99.27975463867188
2013-01-11-12,97.25575256347656,102.37228393554688,105.92745971679688,103.93283081054688
2013-01-11-15,89.85005187988281,94.22906494140625,100.28375244140625,97.53277587890625
2013-01-11-18,85.53492736816406,87.69589233398438,97.64511108398438,96.85311889648438
2013-01-11-21,86.70699310302734,88.37435913085938,95.90853881835938,95.42709350585938
2013-01-12-00,87.48216247558594,87.60922241210938,95.31234741210938,93.55307006835938
2013-01-12-03,89.95333862304688,91.81253051757812,94.63284301757812,93.39871215820312
2013-01-12-06,92.23719024658203,94.11552429199219,97.31718444824219,95.91166687011719
2013-01-12-09,95.09286499023438,96.52949523925781,101.89814758300781,100.41621398925781
2013-01-12-12,96.7867660522461,97.34416198730469,104.00114440917969,102.47257995605469
2013-01-12-15,94.3296127319336,95.74861145019531,102.88484191894531,98.71589660644531
2013-01-12-18,89.33100891113281,90.08882141113281,99.02290344238281,97.29096984863281
2013-01-12-21,86.1594467163086,85.77131652832031,96.91194152832031,95.42170715332031
2013-01-13-00,83.71697235107422,84.08432006835938,92.97885131835938,91.87435913085938
2013-01-13-03,82.07315826416016,82.49905395507812,91.07327270507812,89.41116333007812
2013-01-13-06,79.13198852539062,79.56205749511719,86.87406921386719,86.21586608886719
2013-01-13-09,77.61459350585938,77.79216003417969,86.93766784667969,85.59245300292969
2013-01-13-12,81.13166046142578,82.9427490234375,90.0072021484375,87.7689208984375
2013-01-13-15,85.84689331054688,88.69430541992188,91.66354370117188,89.33737182617188
2013-01-13-18,85.68162536621094,86.5225830078125,92.0557861328125,90.9342041015625
2013-01-13-21,83.85755920410156,85.56124877929688,90.00851440429688,88.27340698242188
2013-01-14-00,85.45377349853516,86.67892456054688,90.47409057617188,90.05368041992188
2013-01-14-03,86.9233627319336,85.21405029296875,92.64837646484375,91.92449951171875
2013-01-14-06,87.22288513183594,85.54588317871094,93.22801208496094,92.44651794433594
2013-01-14-09,88.2918701171875,87.74380493164062,93.44595336914062,92.55068969726562
2013-01-14-12,87.85501098632812,89.58149719238281,92.27558898925781,91.51045227050781
2013-01-14-15,86.36370086669922,87.6746826171875,91.8624267578125,90.7896728515625
2013-01-14-18,84.55905151367188,85.19056701660156,91.89369201660156,90.54652404785156
2013-01-14-21,86.7498779296875,88.29539489746094,93.30369567871094,91.29637145996094
2013-01-15-00,91.02497100830078,92.58438110351562,94.86563110351562,93.91616821289062
2013-01-15-03,90.49714660644531,91.35527038574219,95.42509460449219,92.96977233886719
2013-01-15-06,90.40364837646484,90.924560546875,92.993408203125,91.32080078125
2013-01-15-09,83.48556518554688,82.07565307617188,92.82296752929688,86.11105346679688
2013-01-15-12,80.94290161132812,80.71685791015625,87.57183837890625,82.34942626953125
2013-01-15-15,84.236572265625,84.400390625,90.335205078125,86.90283203125
2013-01-15-18,88.4505386352539,89.72088623046875,95.04949951171875,91.90789794921875
2013-01-15-21,90.71713256835938,89.94927978515625,96.80792236328125,94.54962158203125
2013-01-16-00,89.92984008789062,90.89945983886719,93.35185241699219,92.73808288574219
2013-01-16-03,92.6279067993164,93.36759948730469,95.29313659667969,94.39836120605469
2013-01-16-06,92.275634765625,92.7249755859375,95.0390625,93.2005615234375
2013-01-16-09,91.05007934570312,90.97879028320312,94.65603637695312,91.48416137695312
2013-01-16-12,93.56781768798828,93.70901489257812,96.28079223632812,95.21072387695312
2013-01-16-15,95.44758605957031,95.43510437011719,98.78446960449219,96.13298034667969
2013-01-16-18,97.16034698486328,99.02658081054688,101.04147338867188,100.15695190429688
2013-01-16-21,95.38304138183594,96.44613647460938,102.27499389648438,99.57284545898438
2013-01-17-00,94.50357055664062,93.62699890136719,102.96733093261719,98.51078796386719
2013-01-17-03,95.5468978881836,94.36140441894531,102.89387512207031,99.25056457519531
2013-01-17-06,94.4444351196289,93.28764343261719,100.60356140136719,98.21269226074219
2013-01-17-09,93.88412475585938,95.47035217285156,96.66566467285156,95.72816467285156
2013-01-17-12,88.27587890625,86.49330139160156,95.38905334472656,94.00868225097656
2013-01-17-15,87.35305786132812,86.96110534667969,92.98796081542969,91.98112487792969
2013-01-17-18,85.9222412109375,86.86294555664062,91.94058227539062,90.87368774414062
2013-01-17-21,84.29890441894531,85.29388427734375,90.74066162109375,88.61932373046875
2013-01-18-00,82.18614196777344,82.28152465820312,88.36746215820312,86.72610473632812
2013-01-18-03,86.73653411865234,86.64210510253906,92.97169494628906,91.44337463378906
2013-01-18-06,89.40980529785156,90.21780395507812,93.77273559570312,92.73147583007812
2013-01-18-09,90.25130462646484,91.75100708007812,94.84671020507812,92.84646606445312
2013-01-18-12,88.71861267089844,88.57310485839844,93.39488220214844,92.00938415527344
2013-01-18-15,86.74588775634766,85.6500244140625,92.2054443359375,90.3817138671875
2013-01-18-18,85.815673828125,83.81076049804688,95.42428588867188,89.13424682617188
2013-01-18-21,81.90904998779297,80.16154479980469,90.89054870605469,84.19865417480469
2013-01-19-00,79.45589447021484,78.41539001464844,87.65953063964844,83.53648376464844
2013-01-19-03,81.75636291503906,80.69223022460938,91.42953491210938,86.75180053710938
2013-01-19-06,80.77948760986328,83.14352416992188,89.82662963867188,84.26559448242188
2013-01-19-09,77.37349700927734,80.33323669433594,85.51438903808594,81.73313903808594
2013-01-19-12,75.90155792236328,75.895263671875,84.3251953125,79.54296875
2013-01-19-15,71.02787780761719,67.68705749511719,80.64799499511719,77.62236022949219
2013-01-19-18,69.31088256835938,65.64958190917969,82.17985534667969,80.45329284667969
2013-01-19-21,68.40972900390625,67.34196472167969,83.78776550292969,80.27604675292969
2013-01-20-00,70.59721374511719,69.18792724609375,82.74505615234375,79.14593505859375
2013-01-20-03,72.68467712402344,73.58921813964844,78.60313415527344,76.16197204589844
2013-01-20-06,73.6377182006836,75.65824890136719,76.45219421386719,76.15702819824219
2013-01-20-09,73.4398422241211,75.09297180175781,77.09883117675781,76.54951477050781
2013-01-20-12,75.3740463256836,75.63066101074219,80.29692077636719,78.86869812011719
2013-01-20-15,74.09257507324219,73.72636413574219,79.77616882324219,76.22758483886719
2013-01-20-18,75.893310546875,74.5654296875,82.302734375,78.7060546875
2013-01-20-21,78.0580062866211,76.97624206542969,85.04728698730469,80.99845886230469
2013-01-21-00,84.40933990478516,85.17526245117188,90.44967651367188,86.18991088867188
2013-01-21-03,86.09896850585938,86.87672424316406,93.02198791503906,88.38551330566406
2013-01-21-06,87.06668853759766,87.95986938476562,93.05117797851562,89.10977172851562
2013-01-21-09,88.20563507080078,89.74754333496094,93.14720153808594,90.55955505371094
2013-01-21-12,88.92007446289062,90.7808837890625,94.2410888671875,91.6385498046875
2013-01-21-15,89.52017211914062,91.61888122558594,94.59959411621094,93.21214294433594
2013-01-21-18,88.87808990478516,89.93020629882812,94.45022583007812,93.70535278320312
2013-01-21-21,86.87889099121094,87.17520141601562,92.36978149414062,91.59536743164062
2013-01-22-00,87.63130187988281,86.58038330078125,92.06256103515625,91.08819580078125
2013-01-22-03,88.09943389892578,88.58641052246094,91.78904724121094,91.59519958496094
2013-01-22-06,87.194580078125,88.86886596679688,91.83663940429688,90.14010620117188
2013-01-22-09,86.52993774414062,87.30226135253906,93.62965393066406,88.64283752441406
2013-01-22-12,89.85279846191406,90.53158569335938,94.91830444335938,93.00399780273438
2013-01-22-15,87.33958435058594,88.67276000976562,93.77774047851562,91.59414672851562
2013-01-22-18,85.11861419677734,88.0797119140625,92.6783447265625,90.0885009765625
2013-01-22-21,80.88568878173828,84.95285034179688,90.05099487304688,86.28732299804688
2013-01-23-00,77.26739501953125,80.74992370605469,88.53410339355469,83.62834167480469
2013-01-23-03,78.22088623046875,83.75604248046875,91.11932373046875,87.84881591796875
2013-01-23-06,79.05087280273438,83.89141845703125,90.29962158203125,88.40606689453125
2013-01-23-09,80.42170715332031,84.86967468261719,90.45610046386719,89.20756530761719
2013-01-23-12,78.56219482421875,82.33161926269531,88.84236145019531,88.27790832519531
2013-01-23-15,79.62683868408203,81.92707824707031,88.68000793457031,87.48811340332031
2013-01-23-18,82.35736846923828,84.54502868652344,90.57627868652344,89.83360290527344
2013-01-23-21,80.89326477050781,83.70185852050781,86.54463195800781,85.03047180175781
2013-01-24-00,72.60491180419922,73.71176147460938,78.00619506835938,76.72250366210938
2013-01-24-03,80.69133758544922,80.97584533691406,87.43873596191406,85.90113830566406
