time,tp_mm_mean_aw,tp_mm_median,tp_mm_max,tp_mm_p75,tp_frac_gt_0.1
2019-01-01-07,0.00025524546308936316,0.0,0.00212155282497406,1.4551915228366852e-05,0.0
2019-01-01-08,0.0,0.0,0.0,0.0,0.0
2019-01-01-09,2.2420074969020767e-05,0.0,0.00019446815713308752,0.0,0.0
2019-01-01-10,0.0,0.0,0.0,0.0,0.0
2019-01-01-11,0.00018990313093580295,0.0,0.0007748312782496214,0.0002906599547713995,0.0
2019-01-01-12,0.0018540762384483011,0.0,0.006195623427629471,0.0037784921005368233,0.0
2019-01-01-13,0.010130063878308327,0.0,0.03567151725292206,0.019280239939689636,0.0
2019-01-01-14,0.018956209246683255,0.0,0.0681653618812561,0.03525242209434509,0.0
2019-01-01-15,0.02124796691073154,0.0014230608940124512,0.0675879418849945,0.04558265209197998,0.0
2019-01-01-16,0.020108833462233567,0.014819204807281494,0.04935078322887421,0.03762729465961456,0.0
2019-01-01-17,0.014262441189501701,0.011768598109483719,0.04984572157263756,0.015643831342458725,0.0
2019-01-01-18,0.009779834243030885,0.004498843569308519,0.044132206588983536,0.008678619749844074,0.0
2019-01-01-19,0.005483047071339869,0.004226002376526594,0.016831452026963234,0.007022764068096876,0.0
2019-01-01-20,0.011255066404808025,0.004837585147470236,0.031058039516210556,0.01671101711690426,0.0
2019-01-01-21,0.03215839460565081,0.03985251858830452,0.08053082972764969,0.043676529079675674,0.0
2019-01-01-22,0.04797099818300412,0.02611801028251648,0.1480095088481903,0.09068474173545837,0.2222222222222222
2019-01-01-23,0.07474364496297947,0.0324842743575573,0.23009973764419556,0.1192537397146225,0.3333333333333333
2019-01-02-00,0.10756409311201484,0.11847145110368729,0.214542955160141,0.160403311252594,0.5555555555555556
2019-01-02-01,0.1579296487877871,0.1698974072933197,0.36768051981925964,0.2260822355747223,0.6666666666666666
2019-01-02-02,0.16628178773816002,0.1704094409942627,0.3404540419578552,0.33139413595199585,0.5555555555555556
2019-01-02-03,0.15018521338119137,0.025504447519779205,0.4333045184612274,0.4071008265018463,0.4444444444444444
2019-01-02-04,0.12201718786205658,0.003489961614832282,0.42669039964675903,0.3268973231315613,0.3333333333333333
2019-01-02-05,0.06466376335469941,0.0027045607566833496,0.21590664982795715,0.189073383808136,0.3333333333333333
2019-01-02-06,0.02115724904444393,0.0030994415283203125,0.08518807590007782,0.04659779369831085,0.0
