date_slot,mean,median,max,origin
2014-01-01-01,0.0,0.0,0.0,0
2014-01-01-03,0.0,0.0,0.0,0
2014-01-01-05,0.0,0.0,0.0,0
2014-01-01-06,0.0,0.0,0.0,0
2014-01-01-08,0.0,0.0,0.0,0
2014-01-01-10,0.0,0.0,0.0,0
2014-01-01-12,0.0,0.0,0.0,0
2014-01-01-14,7445.12,6502.03,12682.22,1
2014-01-01-16,5812.68,5527.18,8251.69,1
2014-01-01-17,0.0,0.0,0.0,0
2014-01-01-18,0.0,0.0,0.0,0
2014-01-01-20,0.0,0.0,0.0,0
2014-01-01-22,0.0,0.0,0.0,0
2014-01-01-23,0.0,0.0,0.0,0
2014-01-02-01,0.0,0.0,0.0,0
2014-01-02-03,0.0,0.0,0.0,0
2014-01-02-04,0.0,0.0,0.0,0
2014-01-02-07,3359.36,3171.12,4919.73,1
2014-01-02-08,0.0,0.0,0.0,0
2014-01-02-10,0.0,0.0,0.0,0
2014-01-02-11,0.0,0.0,0.0,0
2014-01-02-13,0.0,0.0,0.0,0
2014-01-02-15,0.0,0.0,0.0,0
2014-01-02-17,0.0,0.0,0.0,0
2014-01-02-18,0.0,0.0,0.0,0
2014-01-02-20,0.0,0.0,0.0,0
2014-01-02-22,2471.14,2471.14,2471.14,0
2014-01-02-23,0.0,0.0,0.0,0
2014-01-03-01,0.0,0.0,0.0,0
2014-01-03-03,0.0,0.0,0.0,0
2014-01-03-04,0.0,0.0,0.0,0
2014-01-03-06,0.0,0.0,0.0,0
2014-01-03-08,0.0,0.0,0.0,0
2014-01-03-10,2718.28,2964.29,3193.8,1
2014-01-03-11,0.0,0.0,0.0,0
2014-01-03-13,0.0,0.0,0.0,0
2014-01-03-15,0.0,0.0,0.0,0
2014-01-03-16,0.0,0.0,0.0,0
2014-01-03-18,31.39,24.47,64.97,0
2014-01-03-20,220.37,220.37,220.37,1
2014-01-03-21,0.0,0.0,0.0,0
2014-01-03-23,0.0,0.0,0.0,0
2014-01-04-01,0.0,0.0,0.0,0
2014-01-04-02,0.0,0.0,0.0,0
2014-01-04-05,45.89,45.89,65.85,1
2014-01-04-06,0.0,0.0,0.0,0
2014-01-04-07,0.0,0.0,0.0,0
2014-01-04-09,0.0,0.0,0.0,0
2014-01-04-11,0.0,0.0,0.0,0
2014-01-04-13,0.0,0.0,0.0,0
2014-01-04-14,0.0,0.0,0.0,0
2014-01-04-16,0.0,0.0,0.0,0
2014-01-04-18,0.0,0.0,0.0,0
2014-01-04-19,0.0,0.0,0.0,0
2014-01-04-21,0.0,0.0,0.0,0
2014-01-04-23,0.0,0.0,0.0,0
2014-01-05-00,0.0,0.0,0.0,0
2014-01-05-02,0.0,0.0,0.0,0
2014-01-05-04,0.0,0.0,0.0,0
2014-01-05-05,0.0,0.0,0.0,0
2014-01-05-07,0.0,0.0,0.0,0
2014-01-05-09,0.0,0.0,0.0,0
2014-01-05-11,0.0,0.0,0.0,0
2014-01-05-12,0.0,0.0,0.0,0
2014-01-05-14,0.0,0.0,0.0,0
2014-01-05-16,0.0,0.0,0.0,0
2014-01-05-18,0.0,0.0,0.0,0
2014-01-05-19,0.0,0.0,0.0,0
2014-01-05-21,0.0,0.0,0.0,0
2014-01-05-23,0.0,0.0,0.0,0
2014-01-06-00,0.0,0.0,0.0,0
2014-01-06-02,0.0,0.0,0.0,0
2014-01-06-04,0.0,0.0,0.0,0
2014-01-06-05,0.0,0.0,0.0,0
2014-01-06-07,0.0,0.0,0.0,0
2014-01-06-09,0.0,0.0,0.0,0
2014-01-06-10,0.0,0.0,0.0,0
2014-01-06-12,0.0,0.0,0.0,0
2014-01-06-14,0.0,0.0,0.0,0
2014-01-06-16,0.0,0.0,0.0,0
2014-01-06-17,4.25,4.25,4.25,0
2014-01-06-19,0.0,0.0,0.0,0
2014-01-06-21,0.0,0.0,0.0,0
2014-01-06-22,20.53,20.53,20.53,0
2014-01-07-02,32.07,32.07,35.56,0
2014-01-07-03,0.0,0.0,0.0,0
2014-01-07-05,0.0,0.0,0.0,0
2014-01-07-07,0.0,0.0,0.0,0
2014-01-07-09,0.0,0.0,0.0,0
2014-01-07-10,0.0,0.0,0.0,0
2014-01-07-12,0.0,0.0,0.0,0
2014-01-07-14,0.0,0.0,0.0,0
2014-01-07-15,0.0,0.0,0.0,0
2014-01-07-17,0.0,0.0,0.0,0
2014-01-07-19,0.0,0.0,0.0,0
2014-01-07-21,611.38,611.38,692.74,1
2014-01-07-22,0.0,0.0,0.0,0
2014-01-07-23,0.0,0.0,0.0,0
2014-01-08-01,0.0,0.0,0.0,0
2014-01-08-03,0.0,0.0,0.0,0
2014-01-08-05,0.0,0.0,0.0,0
2014-01-08-07,0.0,0.0,0.0,0
2014-01-08-08,0.0,0.0,0.0,0
2014-01-08-10,0.0,0.0,0.0,0
2014-01-08-12,0.0,0.0,0.0,0
2014-01-08-14,0.0,0.0,0.0,0
2014-01-08-15,0.0,0.0,0.0,0
2014-01-08-17,0.0,0.0,0.0,0
2014-01-08-19,0.0,0.0,0.0,0
2014-01-08-20,0.0,0.0,0.0,0
2014-01-08-22,0.0,0.0,0.0,0
2014-01-08-23,0.0,0.0,0.0,0
2014-01-09-01,0.0,0.0,0.0,0
2014-01-09-03,0.0,0.0,0.0,0
2014-01-09-05,0.0,0.0,0.0,0
2014-01-09-06,0.0,0.0,0.0,0
2014-01-09-08,0.0,0.0,0.0,0
