mean,median,max,time
100.7,93.54,239.45,2012-02-15 04:00:00
67.27,67.65,142.91,2012-02-15 05:00:00
61.23,58.57,243.14,2012-02-15 06:00:00
117.87,118.4,248.73,2012-02-15 07:00:00
72.99,68.31,210.27,2012-02-15 08:00:00
52.36,48.01,189.11,2012-02-15 09:00:00
89.67,73.78,248.96,2012-02-15 10:00:00
144.28,144.83,249.07,2012-02-15 11:00:00
50.9,45.02,198.38,2012-02-15 12:00:00
76.29,61.75,234.83,2012-02-15 13:00:00
74.42,53.9,223.27,2012-02-15 14:00:00
105.96,92.1,241.84,2012-02-15 15:00:00
56.27,39.3,248.62,2012-02-19 04:00:00
96.25,84.59,249.07,2012-02-19 05:00:00
96.84,89.15,239.15,2012-02-19 06:00:00
57.04,58.26,216.38,2012-02-19 07:00:00
29.45,31.94,168.4,2012-02-19 08:00:00
21.13,21.02,180.6,2012-02-19 09:00:00
17.04,18.01,136.38,2012-02-19 10:00:00
31.22,19.87,186.76,2012-02-19 11:00:00
33.03,33.11,159.46,2012-02-19 12:00:00
38.26,38.02,194.91,2012-02-19 13:00:00
38.32,37.49,177.64,2012-02-19 14:00:00
31.22,27.45,90.79,2012-02-19 15:00:00
31.77,28.03,149.32,2012-02-19 16:00:00
22.6,20.94,110.46,2012-02-20 06:00:00
57.17,39.36,249.07,2012-02-20 07:00:00
100.66,91.75,249.07,2012-02-20 08:00:00
79.11,77.01,195.07,2012-02-20 09:00:00
74.15,61.3,237.68,2012-02-20 10:00:00
89.24,70.75,214.06,2012-02-20 11:00:00
96.15,80.41,246.34,2012-02-20 12:00:00
90.91,67.22,215.55,2012-02-20 13:00:00
65.46,60.76,194.08,2012-02-20 14:00:00
57.98,55.22,160.39,2012-02-20 15:00:00
46.28,44.26,154.01,2012-02-20 16:00:00
26.35,19.61,198.32,2012-02-21 10:00:00
15.75,15.48,37.34,2012-02-22 04:00:00
32.32,23.38,197.75,2012-02-22 07:00:00
76.59,50.11,247.25,2012-02-22 08:00:00
64.91,65.92,239.45,2012-02-22 09:00:00
57.43,61.3,168.85,2012-02-22 10:00:00
31.21,32.33,61.3,2012-02-22 11:00:00
45.88,45.9,117.13,2012-02-22 12:00:00
50.41,46.6,125.64,2012-02-22 13:00:00
22.18,20.17,76.19,2012-02-22 14:00:00
17.21,16.24,49.01,2012-02-23 10:00:00
20.06,19.61,54.47,2012-02-24 11:00:00
27.74,27.81,66.75,2012-02-24 12:00:00
30.32,22.33,182.71,2012-02-25 08:00:00
38.45,38.26,119.1,2012-02-25 09:00:00
54.97,50.16,187.48,2012-02-25 10:00:00
91.5,88.99,193.3,2012-02-25 11:00:00
53.63,52.94,137.8,2012-02-25 12:00:00
62.89,65.66,117.45,2012-02-25 13:00:00
41.09,39.28,93.66,2012-02-25 14:00:00
17.85,16.27,50.16,2012-02-26 09:00:00
36.78,35.63,94.34,2012-02-26 10:00:00
36.87,38.21,70.44,2012-02-26 11:00:00
46.21,46.55,97.77,2012-02-26 12:00:00
17.63,15.28,52.98,2012-02-26 13:00:00
23.51,20.25,106.11,2012-02-27 04:00:00
20.62,20.43,48.55,2012-02-27 09:00:00
20.47,21.02,39.67,2012-02-27 10:00:00
35.99,36.15,69.5,2012-02-27 11:00:00
29.63,29.82,56.4,2012-02-27 12:00:00
35.38,35.35,70.42,2012-02-27 13:00:00
49.27,48.79,107.5,2012-02-27 14:00:00
77.8,78.0,156.93,2012-02-27 15:00:00
16.09,16.49,36.01,2012-02-28 04:00:00
81.94,80.13,168.06,2012-02-28 07:00:00
97.49,103.57,165.94,2012-02-28 08:00:00
66.24,63.97,140.34,2012-02-28 09:00:00
27.87,27.85,60.72,2012-02-28 10:00:00
22.81,21.04,50.94,2012-02-28 11:00:00
17.8,16.31,50.27,2012-02-28 12:00:00
29.87,17.48,134.04,2012-02-28 15:00:00
24.26,17.55,133.17,2012-02-29 15:00:00
29.79,24.38,248.96,2012-03-01 05:00:00
40.16,27.98,216.23,2012-03-01 06:00:00
29.7,28.19,142.56,2012-03-01 07:00:00
31.34,31.44,135.93,2012-03-01 08:00:00
119.51,123.95,249.07,2012-03-01 09:00:00
156.64,169.05,249.07,2012-03-01 10:00:00
111.09,102.28,228.34,2012-03-01 11:00:00
132.5,136.56,249.07,2012-03-01 12:00:00
98.29,88.44,205.04,2012-03-01 13:00:00
73.15,63.74,190.54,2012-03-01 14:00:00
72.31,72.66,168.8,2012-03-01 15:00:00
20.73,22.77,200.23,2012-03-02 04:00:00
31.42,27.34,200.42,2012-03-02 05:00:00
38.03,35.54,249.07,2012-03-02 06:00:00
66.2,47.01,248.16,2012-03-02 07:00:00
50.3,48.86,211.13,2012-03-02 08:00:00
33.49,32.37,115.43,2012-03-02 09:00:00
35.08,31.17,197.89,2012-03-02 10:00:00
51.25,42.82,221.81,2012-03-02 11:00:00
74.12,73.92,219.68,2012-03-02 12:00:00
92.3,90.5,206.75,2012-03-02 13:00:00
52.03,46.97,125.37,2012-03-02 14:00:00
60.12,52.44,153.01,2012-03-02 15:00:00
120.17,125.52,243.6,2012-03-03 06:00:00
123.99,117.48,248.39,2012-03-03 07:00:00
143.58,143.12,247.02,2012-03-03 08:00:00
75.55,77.28,172.82,2012-03-03 09:00:00
35.28,32.93,88.83,2012-03-03 10:00:00
38.42,34.21,142.46,2012-03-03 11:00:00
56.66,58.36,121.27,2012-03-03 12:00:00
66.93,67.75,139.56,2012-03-03 13:00:00
49.37,45.93,133.68,2012-03-03 14:00:00
57.98,60.02,138.24,2012-03-03 15:00:00
112.04,107.11,246.11,2012-03-04 08:00:00
88.6,82.17,239.45,2012-03-04 09:00:00
150.19,157.22,244.85,2012-03-04 10:00:00
113.64,115.27,198.09,2012-03-04 11:00:00
51.8,49.32,137.29,2012-03-04 12:00:00
59.5,60.52,184.82,2012-03-04 15:00:00
127.74,130.2,248.62,2012-03-05 07:00:00
134.71,137.13,249.07,2012-03-05 10:00:00
128.66,130.51,246.79,2012-03-05 11:00:00
54.63,60.07,108.02,2012-03-05 12:00:00
27.62,26.79,79.18,2012-03-05 13:00:00
40.79,27.23,192.97,2012-03-05 14:00:00
61.47,52.1,166.76,2012-03-05 15:00:00
20.71,21.51,57.39,2012-03-06 12:00:00
36.31,35.03,72.02,2012-03-06 13:00:00
76.62,75.86,167.24,2012-03-06 14:00:00
40.38,44.84,94.19,2012-03-06 15:00:00
204.75,232.01,249.07,2012-03-07 06:00:00
23.66,24.84,51.6,2012-03-09 05:00:00
130.16,122.06,249.07,2012-03-09 06:00:00
119.2,118.57,246.34,2012-03-09 07:00:00
154.68,167.58,249.07,2012-03-09 09:00:00
41.48,38.05,146.59,2012-03-10 05:00:00
65.28,61.3,203.31,2012-03-10 06:00:00
72.15,64.0,234.19,2012-03-10 07:00:00
76.2,73.22,211.24,2012-03-10 08:00:00
51.95,54.73,106.96,2012-03-10 09:00:00
58.13,50.31,194.49,2012-03-10 10:00:00
90.33,84.71,242.36,2012-03-10 11:00:00
71.5,74.12,220.32,2012-03-10 12:00:00
107.26,101.88,249.07,2012-03-10 13:00:00
97.37,96.27,224.02,2012-03-10 14:00:00
41.68,22.85,219.64,2012-03-11 09:00:00
58.47,57.54,169.02,2012-03-11 10:00:00
48.37,46.55,108.15,2012-03-11 11:00:00
41.94,39.3,164.55,2012-03-11 12:00:00
48.24,47.29,115.53,2012-03-11 13:00:00
33.34,29.01,124.41,2012-03-11 14:00:00
151.5,202.09,249.07,2012-03-12 09:00:00
156.31,164.68,249.07,2012-03-12 10:00:00
109.16,104.41,249.07,2012-03-12 11:00:00
124.7,107.77,249.07,2012-03-12 12:00:00
56.31,58.08,99.4,2012-03-12 13:00:00
57.69,58.81,117.39,2012-03-12 14:00:00
23.45,22.06,191.02,2012-03-13 05:00:00
23.29,17.38,181.76,2012-03-13 07:00:00
26.4,21.81,211.84,2012-03-13 08:00:00
38.25,27.51,246.79,2012-03-13 09:00:00
49.85,46.13,236.59,2012-03-13 10:00:00
29.77,29.67,154.34,2012-03-13 11:00:00
58.09,56.06,210.22,2012-03-13 12:00:00
37.94,37.21,107.99,2012-03-13 13:00:00
27.83,23.47,149.32,2012-03-13 14:00:00
21.02,18.67,186.98,2012-03-14 08:00:00
17.87,16.88,133.04,2012-03-14 09:00:00
25.22,17.28,210.75,2012-03-14 10:00:00
56.85,51.47,235.8,2012-03-14 11:00:00
60.38,55.11,178.72,2012-03-14 12:00:00
58.66,50.45,194.95,2012-03-14 13:00:00
99.5,94.18,222.13,2012-03-14 14:00:00
29.51,21.75,196.94,2012-03-15 07:00:00
42.27,29.3,211.06,2012-03-15 08:00:00
67.42,45.73,239.83,2012-03-15 09:00:00
59.96,57.13,188.25,2012-03-15 10:00:00
79.92,68.08,237.63,2012-03-15 11:00:00
67.74,55.73,214.63,2012-03-15 12:00:00
151.75,154.34,239.45,2012-03-15 13:00:00
165.64,207.25,239.45,2012-03-15 14:00:00
41.11,34.47,210.87,2012-03-16 05:00:00
50.54,38.02,230.78,2012-03-16 06:00:00
58.01,46.16,232.57,2012-03-16 07:00:00
89.72,65.31,239.45,2012-03-16 08:00:00
120.87,106.92,247.46,2012-03-16 09:00:00
56.26,50.79,207.91,2012-03-16 10:00:00
50.93,41.2,209.63,2012-03-16 11:00:00
25.6,21.92,82.53,2012-03-16 12:00:00
35.43,26.26,138.1,2012-03-16 13:00:00
79.74,68.69,223.3,2012-03-16 14:00:00
42.11,31.93,217.27,2012-03-17 05:00:00
62.18,34.34,243.39,2012-03-17 06:00:00
108.61,95.52,240.52,2012-03-17 07:00:00
65.51,59.51,210.85,2012-03-17 08:00:00
55.73,55.48,202.88,2012-03-17 09:00:00
54.83,44.07,196.86,2012-03-17 10:00:00
53.68,48.18,191.35,2012-03-17 11:00:00
43.05,41.5,100.34,2012-03-17 12:00:00
31.46,28.7,74.58,2012-03-17 13:00:00
43.85,34.32,212.51,2012-03-17 14:00:00
19.57,19.78,41.77,2012-03-18 05:00:00
24.57,22.32,83.69,2012-03-18 07:00:00
37.5,31.63,193.17,2012-03-18 08:00:00
68.4,59.0,225.4,2012-03-18 09:00:00
54.68,47.38,211.51,2012-03-18 10:00:00
31.9,30.47,81.62,2012-03-18 11:00:00
21.03,18.73,70.58,2012-03-18 14:00:00
33.79,34.39,92.6,2012-03-19 05:00:00
41.72,24.28,239.45,2012-03-19 08:00:00
72.02,67.5,218.82,2012-03-19 09:00:00
48.64,47.27,202.2,2012-03-19 10:00:00
28.49,27.09,77.77,2012-03-19 11:00:00
63.22,57.34,223.6,2012-03-19 12:00:00
33.12,30.51,91.76,2012-03-19 13:00:00
30.73,26.6,216.26,2012-03-19 14:00:00
22.43,18.29,71.03,2012-03-20 11:00:00
22.01,18.02,87.08,2012-03-20 14:00:00
18.87,16.17,72.3,2012-03-21 05:00:00
29.85,15.26,228.15,2012-03-21 09:00:00
47.36,42.2,227.19,2012-03-21 10:00:00
21.03,15.68,86.81,2012-03-21 11:00:00
29.92,15.21,160.57,2012-03-21 13:00:00
42.88,32.8,246.22,2012-03-21 14:00:00
18.83,15.43,77.91,2012-03-22 05:00:00
22.43,17.18,223.3,2012-03-22 14:00:00
19.06,18.87,66.85,2012-03-23 05:00:00
40.77,27.51,211.44,2012-03-23 09:00:00
49.61,49.34,198.47,2012-03-23 10:00:00
27.03,21.61,129.78,2012-03-23 11:00:00
25.89,23.59,87.54,2012-03-23 12:00:00
24.0,23.34,102.09,2012-03-23 13:00:00
25.32,19.05,224.48,2012-03-23 14:00:00
51.76,52.16,112.12,2012-03-24 06:00:00
67.93,69.48,129.66,2012-03-24 07:00:00
45.28,47.16,82.66,2012-03-24 08:00:00
25.28,24.64,58.49,2012-03-24 09:00:00
16.25,15.4,44.93,2012-03-24 10:00:00
16.62,15.74,52.81,2012-03-24 12:00:00
25.04,23.68,64.38,2012-03-24 13:00:00
23.75,19.91,72.93,2012-03-24 14:00:00
17.98,17.71,53.07,2012-03-25 07:00:00
26.01,23.59,84.77,2012-03-25 08:00:00
19.93,20.04,70.89,2012-03-25 09:00:00
26.04,25.2,185.81,2012-03-25 10:00:00
40.38,32.84,211.82,2012-03-25 11:00:00
35.44,29.53,112.18,2012-03-25 12:00:00
86.14,32.31,249.07,2012-03-27 10:00:00
135.28,143.59,239.72,2012-03-27 11:00:00
123.25,130.05,237.32,2012-03-27 12:00:00
95.05,91.03,224.48,2012-03-27 13:00:00
101.65,86.93,239.45,2012-03-28 07:00:00
73.17,64.12,200.53,2012-03-28 08:00:00
76.12,72.22,224.5,2012-03-28 09:00:00
75.45,71.21,211.3,2012-03-28 10:00:00
74.05,78.46,212.71,2012-03-28 11:00:00
71.06,67.89,204.14,2012-03-28 12:00:00
53.88,44.49,248.39,2012-03-28 13:00:00
24.31,16.36,200.24,2012-03-30 08:00:00
18.91,15.47,164.15,2012-03-30 09:00:00
15.82,17.73,29.42,2012-03-31 06:00:00
43.93,48.31,188.81,2012-04-01 08:00:00
39.5,33.71,78.18,2012-04-01 09:00:00
48.56,48.94,116.08,2012-04-01 10:00:00
58.98,54.12,205.25,2012-04-01 11:00:00
32.45,29.65,105.8,2012-04-01 12:00:00
29.35,25.25,107.0,2012-04-01 13:00:00
65.91,59.08,210.4,2012-04-02 10:00:00
80.87,79.08,196.0,2012-04-02 11:00:00
71.1,66.46,184.28,2012-04-02 12:00:00
49.03,42.84,247.25,2012-04-02 13:00:00
31.87,28.87,165.2,2012-04-03 07:00:00
44.11,34.62,248.5,2012-04-03 08:00:00
39.75,42.17,144.16,2012-04-03 09:00:00
55.77,54.99,187.76,2012-04-03 10:00:00
58.07,53.87,213.8,2012-04-03 11:00:00
41.42,38.27,122.12,2012-04-03 12:00:00
25.42,26.31,57.69,2012-04-03 13:00:00
17.11,16.12,107.49,2012-04-04 08:00:00
30.77,19.51,248.84,2012-04-04 09:00:00
20.4,18.21,248.73,2012-04-04 13:00:00
124.07,159.66,234.44,2012-04-05 06:00:00
149.11,153.38,249.07,2012-04-05 07:00:00
160.77,185.21,249.07,2012-04-05 08:00:00
164.16,193.7,249.07,2012-04-05 09:00:00
62.47,63.57,188.02,2012-04-07 07:00:00
95.12,90.46,247.93,2012-04-07 08:00:00
141.02,151.26,240.18,2012-04-07 09:00:00
120.08,114.81,239.45,2012-04-07 10:00:00
123.79,132.7,248.73,2012-04-07 11:00:00
114.73,120.36,248.73,2012-04-07 12:00:00
15.0,15.39,42.95,2012-04-08 06:00:00
38.53,37.66,114.23,2012-04-08 10:00:00
18.15,17.95,43.98,2012-04-08 11:00:00
22.44,23.78,45.41,2012-04-08 12:00:00
23.04,19.78,133.93,2012-04-09 06:00:00
33.64,28.37,231.38,2012-04-11 10:00:00
47.29,45.47,111.06,2012-04-12 07:00:00
23.91,22.09,65.01,2012-04-12 08:00:00
51.18,22.69,248.96,2012-04-12 09:00:00
78.55,75.23,187.45,2012-04-12 10:00:00
43.96,38.04,196.91,2012-04-12 11:00:00
42.02,25.49,247.48,2012-04-12 12:00:00
106.74,104.11,237.39,2012-04-13 07:00:00
71.33,57.93,203.0,2012-04-13 08:00:00
85.55,80.97,219.92,2012-04-13 09:00:00
36.6,35.72,93.48,2012-04-13 10:00:00
39.38,40.05,150.44,2012-04-13 11:00:00
47.26,50.12,141.21,2012-04-13 12:00:00
35.72,34.25,161.27,2012-04-14 07:00:00
49.08,44.24,209.07,2012-04-14 08:00:00
37.28,37.69,86.63,2012-04-14 09:00:00
25.54,25.06,53.34,2012-04-14 10:00:00
22.23,21.33,51.07,2012-04-14 11:00:00
34.82,27.81,119.33,2012-04-14 12:00:00
25.36,19.01,225.07,2012-04-15 07:00:00
30.18,17.99,216.41,2012-04-15 09:00:00
30.88,25.51,183.76,2012-04-15 10:00:00
18.11,18.68,163.04,2012-04-15 11:00:00
47.93,39.12,239.04,2012-04-15 12:00:00
19.81,17.43,81.86,2012-04-16 07:00:00
27.54,23.69,246.56,2012-04-16 12:00:00
47.91,30.0,239.45,2012-04-17 07:00:00
32.64,32.67,188.1,2012-04-17 08:00:00
17.78,15.42,108.62,2012-04-17 09:00:00
55.61,27.23,237.96,2012-04-17 11:00:00
44.07,31.11,230.62,2012-04-17 12:00:00
26.96,25.62,94.32,2012-04-18 07:00:00
23.1,22.48,65.98,2012-04-19 07:00:00
25.07,24.55,249.07,2012-04-19 12:00:00
15.59,15.17,66.22,2012-04-20 07:00:00
30.99,28.06,106.23,2012-04-20 08:00:00
37.22,37.33,203.27,2012-04-20 09:00:00
68.13,67.02,219.19,2012-04-20 10:00:00
83.94,90.2,248.27,2012-04-20 11:00:00
16.61,19.22,93.41,2012-04-21 07:00:00
22.37,16.59,237.33,2012-04-21 11:00:00
20.94,22.44,86.6,2012-04-22 08:00:00
49.33,37.68,224.11,2012-04-22 09:00:00
45.5,35.47,229.69,2012-04-22 10:00:00
73.04,66.51,188.56,2012-04-22 11:00:00
38.64,32.39,123.52,2012-04-23 08:00:00
25.59,23.21,68.76,2012-04-23 09:00:00
27.91,23.84,81.62,2012-04-23 10:00:00
26.99,26.45,247.59,2012-04-23 11:00:00
87.89,100.59,224.48,2012-04-24 07:00:00
30.62,23.71,244.51,2012-04-24 08:00:00
16.61,15.23,247.7,2012-04-24 10:00:00
34.68,32.65,247.48,2012-04-24 11:00:00
98.99,85.51,247.59,2012-04-25 08:00:00
43.39,47.91,103.22,2012-04-25 09:00:00
94.1,100.7,248.5,2012-04-25 10:00:00
93.87,122.88,210.98,2012-04-25 11:00:00
42.97,32.99,224.48,2012-04-26 08:00:00
19.07,19.66,63.11,2012-04-26 09:00:00
37.56,26.56,239.45,2012-04-26 10:00:00
30.33,17.72,134.12,2012-04-26 11:00:00
53.18,41.64,236.0,2012-04-27 08:00:00
43.43,23.67,248.96,2012-04-27 09:00:00
35.19,25.74,247.25,2012-04-27 10:00:00
41.13,31.07,248.16,2012-04-27 11:00:00
32.24,33.96,98.8,2012-04-28 08:00:00
18.32,15.8,218.01,2012-04-28 09:00:00
81.09,74.68,240.17,2012-04-28 10:00:00
60.39,59.59,224.48,2012-04-29 08:00:00
28.15,21.2,239.45,2012-04-29 09:00:00
40.34,31.31,248.62,2012-04-29 10:00:00
71.96,69.63,213.32,2012-04-30 08:00:00
32.06,30.13,123.24,2012-04-30 09:00:00
36.58,32.45,134.22,2012-04-30 10:00:00
41.01,32.17,233.63,2012-05-01 09:00:00
50.2,43.04,249.07,2012-05-01 10:00:00
93.69,96.73,224.48,2012-05-01 11:00:00
34.85,35.41,204.52,2012-08-11 09:00:00
52.21,44.88,224.48,2012-08-11 10:00:00
111.09,101.88,224.48,2012-08-11 11:00:00
70.87,60.82,224.48,2012-08-12 08:00:00
21.07,19.1,83.35,2012-08-12 10:00:00
25.06,18.73,84.71,2012-08-12 11:00:00
106.96,108.78,239.45,2012-08-13 08:00:00
103.72,99.43,236.51,2012-08-13 09:00:00
30.07,27.11,222.83,2012-08-13 10:00:00
65.14,57.49,248.39,2012-08-13 11:00:00
79.75,72.86,239.45,2012-08-14 08:00:00
66.98,34.24,246.24,2012-08-14 09:00:00
64.99,48.81,248.27,2012-08-14 10:00:00
50.6,40.2,226.75,2012-08-14 11:00:00
62.51,49.78,247.13,2012-08-15 08:00:00
27.95,22.14,247.93,2012-08-15 09:00:00
35.37,27.16,248.39,2012-08-15 10:00:00
43.94,35.48,248.27,2012-08-15 11:00:00
42.39,37.14,220.52,2012-08-16 08:00:00
21.21,19.55,69.53,2012-08-16 09:00:00
27.0,22.52,84.81,2012-08-16 11:00:00
22.18,24.73,43.06,2012-08-17 08:00:00
26.85,27.66,71.6,2012-08-17 09:00:00
26.9,25.91,132.55,2012-08-17 10:00:00
106.52,106.66,235.51,2012-08-17 11:00:00
22.14,21.82,217.43,2012-08-18 08:00:00
26.79,19.64,246.25,2012-08-18 09:00:00
48.94,30.29,248.73,2012-08-18 10:00:00
146.3,154.53,249.07,2012-08-18 11:00:00
77.92,69.5,226.28,2012-08-19 11:00:00
31.12,25.37,216.26,2012-08-20 08:00:00
24.99,22.71,74.16,2012-08-20 09:00:00
19.52,17.37,80.39,2012-08-20 10:00:00
18.6,15.97,69.38,2012-08-20 11:00:00
33.27,25.17,99.7,2012-08-21 11:00:00
31.98,23.78,92.41,2012-08-21 12:00:00
16.19,19.72,74.1,2012-08-22 07:00:00
25.64,17.14,248.62,2012-08-22 11:00:00
43.2,35.69,248.27,2012-08-23 07:00:00
94.61,89.53,239.45,2012-08-23 08:00:00
82.64,80.15,220.47,2012-08-23 09:00:00
49.86,37.16,201.02,2012-08-23 10:00:00
43.31,29.97,248.84,2012-08-23 11:00:00
35.2,26.65,239.75,2012-08-24 07:00:00
50.52,40.29,239.15,2012-08-24 08:00:00
24.51,20.23,77.7,2012-08-24 09:00:00
44.13,31.72,224.49,2012-08-24 10:00:00
36.39,30.07,146.0,2012-08-24 11:00:00
102.87,80.58,249.07,2012-08-25 07:00:00
79.96,60.1,243.82,2012-08-25 08:00:00
20.83,17.64,93.43,2012-08-25 09:00:00
25.5,25.71,83.51,2012-08-25 12:00:00
77.12,65.75,193.38,2012-08-26 12:00:00
24.14,17.94,77.11,2012-08-27 12:00:00
23.64,20.92,224.7,2012-08-28 12:00:00
17.94,17.07,62.46,2012-08-29 07:00:00
21.29,16.32,73.77,2012-08-29 12:00:00
14.29,15.14,30.41,2012-08-30 07:00:00
15.36,18.1,27.02,2012-08-30 08:00:00
14.56,15.71,26.79,2012-08-30 09:00:00
15.76,16.04,242.57,2012-08-30 11:00:00
23.17,21.09,134.34,2012-08-30 12:00:00
14.77,15.91,29.53,2012-08-31 07:00:00
14.13,15.32,26.55,2012-08-31 08:00:00
14.43,17.31,27.1,2012-09-01 07:00:00
20.45,20.95,45.08,2012-09-02 07:00:00
19.69,19.04,82.72,2012-09-02 08:00:00
53.46,51.26,146.74,2012-09-02 10:00:00
120.07,115.7,239.45,2012-09-03 07:00:00
126.54,120.0,239.45,2012-09-03 08:00:00
56.17,25.53,239.22,2012-09-04 06:00:00
33.2,31.0,87.31,2012-09-04 07:00:00
21.12,22.3,65.76,2012-09-04 08:00:00
16.19,18.16,34.65,2012-09-04 09:00:00
73.56,74.41,200.7,2012-09-04 10:00:00
20.69,20.0,90.22,2012-09-04 11:00:00
50.04,41.24,127.56,2012-09-05 06:00:00
22.69,16.9,99.84,2012-09-05 08:00:00
31.88,32.1,77.62,2012-09-05 09:00:00
18.12,20.35,62.56,2012-09-05 10:00:00
21.53,20.16,101.48,2012-09-05 11:00:00
27.74,24.66,198.52,2012-09-07 06:00:00
36.66,30.5,232.57,2012-09-07 07:00:00
32.86,34.73,100.82,2012-09-07 08:00:00
56.89,52.46,185.02,2012-09-07 09:00:00
73.41,70.16,182.83,2012-09-07 10:00:00
45.42,44.5,120.34,2012-09-07 11:00:00
40.58,41.17,103.64,2012-09-07 12:00:00
23.9,23.43,187.97,2012-09-08 06:00:00
48.17,45.52,190.07,2012-09-08 08:00:00
68.88,64.09,230.18,2012-09-08 09:00:00
67.8,59.83,191.35,2012-09-08 10:00:00
55.62,52.76,219.22,2012-09-08 11:00:00
97.72,97.03,216.53,2012-09-08 12:00:00
76.94,73.22,247.13,2012-09-08 13:00:00
27.83,16.6,219.46,2012-09-09 08:00:00
26.87,18.66,191.07,2012-09-09 09:00:00
22.87,18.86,222.71,2012-09-10 13:00:00
27.01,21.91,248.05,2012-09-11 13:00:00
57.8,33.67,223.79,2012-09-12 10:00:00
55.26,50.3,194.34,2012-09-12 11:00:00
23.34,15.07,89.04,2012-09-12 12:00:00
26.25,21.45,248.73,2012-09-12 13:00:00
19.65,17.24,248.84,2012-09-13 13:00:00
35.74,30.68,197.35,2012-09-15 10:00:00
17.62,15.65,46.36,2012-09-15 11:00:00
16.24,16.62,38.03,2012-09-16 10:00:00
17.49,17.66,104.2,2012-09-18 05:00:00
33.54,29.72,193.5,2012-09-18 06:00:00
32.14,28.41,170.55,2012-09-18 07:00:00
24.83,24.32,199.54,2012-09-18 08:00:00
51.02,27.5,248.96,2012-09-18 09:00:00
91.8,90.52,233.76,2012-09-18 10:00:00
89.55,87.2,201.86,2012-09-18 11:00:00
62.61,57.01,189.12,2012-09-18 12:00:00
60.07,52.35,167.23,2012-09-18 13:00:00
22.38,20.4,52.19,2012-09-19 12:00:00
43.62,40.38,120.02,2012-09-19 13:00:00
43.75,37.78,174.62,2012-09-20 10:00:00
30.0,29.74,84.52,2012-09-20 11:00:00
34.35,31.83,85.48,2012-09-20 12:00:00
17.38,15.96,54.83,2012-09-22 05:00:00
29.62,21.62,197.83,2012-09-22 08:00:00
26.95,23.85,193.91,2012-09-22 09:00:00
30.97,29.49,95.47,2012-09-22 10:00:00
16.6,18.02,56.0,2012-09-27 05:00:00
15.54,16.67,37.89,2012-09-27 07:00:00
15.03,16.79,25.16,2012-09-27 08:00:00
16.91,18.42,31.9,2012-09-28 08:00:00
19.35,19.43,139.65,2012-09-28 09:00:00
15.47,17.21,30.9,2012-09-28 10:00:00
14.2,15.53,28.78,2012-09-28 11:00:00
14.68,16.5,27.85,2012-09-29 10:00:00
13.78,15.5,60.9,2012-09-29 11:00:00
18.54,18.01,141.58,2012-10-02 09:00:00
129.09,134.89,249.07,2012-10-02 10:00:00
171.26,190.88,242.57,2012-10-02 11:00:00
123.48,119.93,248.73,2012-10-02 12:00:00
14.41,15.42,25.62,2012-10-03 06:00:00
15.34,16.42,28.08,2012-10-03 07:00:00
16.43,19.1,30.14,2012-10-03 08:00:00
28.37,22.59,214.33,2012-10-03 09:00:00
16.77,15.48,78.66,2012-10-03 11:00:00
20.38,16.18,248.84,2012-10-03 13:00:00
17.9,17.7,44.49,2012-10-03 14:00:00
27.57,24.23,197.85,2012-10-04 08:00:00
58.75,65.16,221.78,2012-10-04 09:00:00
17.21,17.64,41.26,2012-10-04 11:00:00
16.32,18.97,26.79,2012-10-04 12:00:00
41.49,31.6,194.95,2012-10-05 09:00:00
42.94,39.43,83.29,2012-10-05 10:00:00
42.63,37.05,90.27,2012-10-05 11:00:00
51.06,56.17,105.29,2012-10-05 12:00:00
21.02,21.4,74.38,2012-10-05 13:00:00
22.09,16.73,94.35,2012-10-06 09:00:00
43.19,40.09,117.69,2012-10-06 10:00:00
19.03,18.78,53.77,2012-10-06 11:00:00
33.43,32.76,78.62,2012-10-06 12:00:00
32.75,33.06,68.11,2012-10-06 13:00:00
32.36,32.04,70.64,2012-10-06 14:00:00
37.93,23.42,204.17,2012-10-07 09:00:00
58.5,58.54,138.67,2012-10-07 10:00:00
23.62,22.88,66.83,2012-10-07 11:00:00
14.76,15.31,31.03,2012-10-07 14:00:00
17.43,18.13,36.83,2012-10-08 04:00:00
56.98,49.89,168.39,2012-10-08 05:00:00
80.61,77.28,221.2,2012-10-08 06:00:00
79.02,76.16,210.89,2012-10-08 07:00:00
102.57,92.61,243.6,2012-10-08 08:00:00
49.52,37.18,209.49,2012-10-08 09:00:00
28.54,21.07,150.99,2012-10-08 10:00:00
46.28,42.27,140.15,2012-10-08 11:00:00
30.14,26.72,91.76,2012-10-08 12:00:00
19.97,20.06,40.82,2012-10-08 14:00:00
73.32,60.85,241.78,2012-10-09 05:00:00
92.73,76.97,247.59,2012-10-09 06:00:00
147.97,157.86,246.22,2012-10-09 07:00:00
76.36,73.97,219.37,2012-10-09 08:00:00
71.15,54.84,239.45,2012-10-09 09:00:00
138.53,143.76,246.68,2012-10-09 10:00:00
62.52,55.5,222.72,2012-10-09 11:00:00
37.71,38.84,135.17,2012-10-09 12:00:00
52.38,47.8,238.43,2012-10-09 13:00:00
32.82,30.11,212.34,2012-10-09 14:00:00
17.49,17.45,86.68,2012-10-10 06:00:00
54.67,34.41,218.69,2012-10-10 08:00:00
53.36,47.39,198.34,2012-10-10 09:00:00
49.88,35.6,192.85,2012-10-10 10:00:00
