mean,median,max,time
16.82,16.44,57.51,2014-11-25 15:00:00
18.34,16.23,54.46,2014-11-25 17:00:00
59.31,59.57,155.78,2014-11-26 10:00:00
37.93,38.65,96.19,2014-11-26 11:00:00
61.81,62.68,176.52,2014-11-26 12:00:00
45.54,44.0,135.78,2014-11-26 13:00:00
26.73,24.75,68.93,2014-11-26 14:00:00
17.97,15.62,88.87,2014-11-27 02:00:00
32.16,16.59,244.28,2014-11-27 10:00:00
31.61,19.41,107.33,2014-11-27 13:00:00
38.22,35.08,99.69,2014-11-27 14:00:00
40.03,37.31,109.78,2014-11-27 15:00:00
37.5,27.62,119.24,2014-11-27 16:00:00
16.47,15.2,40.12,2014-11-28 02:00:00
51.01,31.22,222.78,2014-11-28 13:00:00
95.25,84.7,233.01,2014-11-28 14:00:00
44.24,44.19,107.22,2014-11-28 15:00:00
24.88,21.95,75.3,2014-11-28 16:00:00
14.95,15.18,29.4,2014-11-29 09:00:00
21.08,21.03,50.73,2014-11-29 13:00:00
18.8,18.69,42.51,2014-11-29 14:00:00
15.14,15.2,29.48,2014-11-29 15:00:00
20.78,24.26,52.17,2014-11-29 17:00:00
14.7,15.17,30.58,2014-11-30 07:00:00
16.54,19.03,43.32,2014-11-30 17:00:00
15.36,15.29,31.94,2014-12-01 02:00:00
14.8,15.18,27.51,2014-12-01 03:00:00
17.58,18.68,27.74,2014-12-01 04:00:00
17.67,18.68,29.77,2014-12-01 05:00:00
17.36,17.78,28.68,2014-12-01 06:00:00
19.76,20.13,35.03,2014-12-01 07:00:00
30.43,30.17,68.98,2014-12-01 08:00:00
27.2,27.33,63.18,2014-12-01 09:00:00
21.33,21.63,41.06,2014-12-01 10:00:00
18.28,16.02,43.61,2014-12-01 11:00:00
20.96,18.7,90.75,2014-12-01 12:00:00
53.08,52.13,107.94,2014-12-01 13:00:00
34.98,32.34,79.52,2014-12-01 14:00:00
18.56,15.43,57.75,2014-12-01 15:00:00
26.22,26.22,51.38,2014-12-04 12:00:00
34.12,23.67,227.75,2014-12-04 13:00:00
74.57,75.49,168.93,2014-12-04 14:00:00
95.41,89.3,246.45,2014-12-04 15:00:00
56.06,38.74,213.32,2014-12-04 16:00:00
24.2,24.76,117.67,2014-12-04 17:00:00
21.07,21.3,218.61,2014-12-05 02:00:00
19.78,18.94,38.88,2014-12-05 03:00:00
24.64,21.24,233.23,2014-12-05 04:00:00
50.28,32.03,239.38,2014-12-05 05:00:00
71.23,55.13,235.14,2014-12-05 06:00:00
64.03,72.74,207.52,2014-12-05 07:00:00
145.88,153.8,249.07,2014-12-05 11:00:00
99.88,99.51,213.03,2014-12-05 12:00:00
108.29,115.82,223.98,2014-12-05 13:00:00
99.9,112.79,196.71,2014-12-05 14:00:00
69.47,79.42,123.5,2014-12-05 15:00:00
40.55,32.89,101.29,2014-12-05 16:00:00
27.3,27.66,71.27,2014-12-05 17:00:00
17.67,19.62,31.99,2014-12-06 02:00:00
17.27,20.02,31.17,2014-12-06 17:00:00
21.46,21.3,112.66,2014-12-07 02:00:00
17.74,17.31,38.25,2014-12-07 03:00:00
18.88,17.44,157.2,2014-12-07 04:00:00
27.05,24.26,220.99,2014-12-07 05:00:00
56.84,49.89,166.21,2014-12-07 07:00:00
119.66,107.77,249.07,2014-12-07 08:00:00
144.82,167.34,243.37,2014-12-07 09:00:00
191.68,218.11,249.07,2014-12-07 10:00:00
195.5,226.69,249.07,2014-12-07 13:00:00
161.66,183.84,244.85,2014-12-07 15:00:00
116.21,123.39,249.07,2014-12-07 16:00:00
114.09,136.37,191.76,2014-12-07 17:00:00
14.63,15.01,26.97,2014-12-08 04:00:00
15.85,17.72,29.03,2014-12-08 05:00:00
89.95,91.46,216.91,2014-12-08 14:00:00
58.03,38.66,241.78,2014-12-08 15:00:00
38.37,38.16,114.09,2014-12-08 16:00:00
72.35,85.28,120.22,2014-12-08 17:00:00
23.63,23.36,74.91,2014-12-09 02:00:00
15.2,16.07,29.9,2014-12-09 05:00:00
69.01,68.06,227.36,2014-12-09 07:00:00
56.81,66.37,100.7,2014-12-09 08:00:00
50.24,48.6,203.5,2014-12-09 09:00:00
78.24,70.81,235.8,2014-12-09 10:00:00
99.04,99.8,219.94,2014-12-09 11:00:00
110.54,113.31,232.8,2014-12-09 12:00:00
107.19,110.21,249.07,2014-12-09 13:00:00
104.65,107.79,219.72,2014-12-09 14:00:00
72.19,81.34,166.0,2014-12-09 15:00:00
62.61,72.41,141.55,2014-12-09 16:00:00
15.92,16.57,46.95,2014-12-10 01:00:00
19.15,19.12,39.47,2014-12-10 06:00:00
22.52,22.26,97.61,2014-12-10 07:00:00
109.15,96.79,235.3,2014-12-10 08:00:00
138.38,138.39,249.07,2014-12-10 09:00:00
15.77,17.61,28.55,2014-12-10 15:00:00
15.08,16.83,28.2,2014-12-10 16:00:00
16.15,17.32,31.71,2014-12-10 17:00:00
15.95,16.94,30.45,2014-12-11 08:00:00
15.49,16.48,29.03,2014-12-11 09:00:00
14.98,15.9,27.27,2014-12-11 10:00:00
14.71,15.61,26.79,2014-12-11 11:00:00
14.58,15.9,26.09,2014-12-11 12:00:00
15.22,17.09,26.57,2014-12-11 13:00:00
14.98,17.55,26.21,2014-12-11 14:00:00
15.1,16.31,25.98,2014-12-11 15:00:00
14.53,15.42,25.39,2014-12-11 16:00:00
16.72,18.74,31.12,2014-12-11 17:00:00
26.99,26.86,64.27,2014-12-12 06:00:00
53.24,39.0,239.45,2014-12-12 07:00:00
156.83,170.38,248.73,2014-12-12 08:00:00
87.17,75.59,248.27,2014-12-12 09:00:00
54.08,57.77,108.84,2014-12-12 10:00:00
40.86,41.44,78.89,2014-12-12 11:00:00
129.01,137.51,247.13,2014-12-12 12:00:00
132.77,134.43,238.92,2014-12-12 13:00:00
167.13,176.62,249.07,2014-12-12 14:00:00
166.0,180.47,249.07,2014-12-12 15:00:00
93.51,99.73,192.4,2014-12-12 16:00:00
44.69,37.75,110.58,2014-12-12 17:00:00
17.57,16.91,48.51,2014-12-13 05:00:00
19.51,15.73,70.51,2014-12-13 07:00:00
32.31,27.92,115.36,2014-12-13 08:00:00
47.49,48.48,114.47,2014-12-13 09:00:00
27.25,23.08,106.96,2014-12-13 10:00:00
49.87,52.92,117.02,2014-12-13 13:00:00
65.92,67.06,119.75,2014-12-13 14:00:00
49.46,46.7,117.67,2014-12-13 15:00:00
19.95,21.0,229.41,2014-12-13 16:00:00
21.32,20.44,235.74,2014-12-13 17:00:00
17.9,19.26,53.61,2014-12-14 06:00:00
37.08,35.02,184.59,2014-12-14 07:00:00
43.73,30.55,198.35,2014-12-14 08:00:00
83.77,81.08,186.76,2014-12-14 09:00:00
54.34,52.61,121.22,2014-12-14 10:00:00
44.18,44.52,86.33,2014-12-14 11:00:00
96.0,94.05,205.97,2014-12-14 12:00:00
101.03,100.78,212.6,2014-12-14 13:00:00
77.5,78.71,134.0,2014-12-14 14:00:00
46.3,47.12,93.07,2014-12-14 15:00:00
38.92,39.81,69.23,2014-12-14 16:00:00
31.42,31.84,63.8,2014-12-14 17:00:00
36.17,22.93,230.25,2014-12-15 07:00:00
109.64,86.37,249.07,2014-12-15 08:00:00
88.1,85.33,234.88,2014-12-15 09:00:00
58.64,58.1,207.73,2014-12-15 10:00:00
44.13,30.05,198.98,2014-12-15 11:00:00
90.85,96.69,204.27,2014-12-15 12:00:00
93.95,69.41,249.07,2014-12-15 13:00:00
140.97,141.5,249.07,2014-12-15 14:00:00
113.75,106.75,247.13,2014-12-15 15:00:00
52.88,50.91,217.96,2014-12-15 16:00:00
54.78,57.07,93.07,2014-12-15 17:00:00
20.04,15.3,183.24,2014-12-16 07:00:00
28.73,24.13,175.87,2014-12-16 08:00:00
44.95,46.93,87.82,2014-12-16 09:00:00
40.27,41.65,75.77,2014-12-16 10:00:00
43.43,42.68,99.58,2014-12-16 11:00:00
88.54,89.05,226.18,2014-12-16 12:00:00
73.59,72.84,151.25,2014-12-16 13:00:00
68.53,66.37,163.9,2014-12-16 14:00:00
40.14,38.36,96.61,2014-12-16 15:00:00
16.09,15.87,36.56,2014-12-16 16:00:00
17.2,16.92,32.34,2014-12-17 02:00:00
19.85,18.99,47.02,2014-12-17 04:00:00
21.41,21.35,66.58,2014-12-17 05:00:00
17.59,18.09,40.84,2014-12-17 06:00:00
26.75,26.86,70.89,2014-12-17 07:00:00
27.49,27.85,106.52,2014-12-17 08:00:00
26.62,25.61,79.6,2014-12-17 09:00:00
27.57,24.32,134.06,2014-12-17 10:00:00
26.69,24.92,82.09,2014-12-17 11:00:00
25.4,24.9,56.7,2014-12-17 12:00:00
21.14,21.6,49.27,2014-12-17 13:00:00
16.24,16.27,39.17,2014-12-17 14:00:00
18.21,18.83,45.28,2014-12-17 17:00:00
34.82,34.24,70.18,2014-12-18 13:00:00
28.02,28.82,58.94,2014-12-18 14:00:00
15.46,15.74,37.78,2014-12-18 15:00:00
15.22,15.42,36.77,2014-12-18 17:00:00
17.5,17.49,245.31,2014-12-19 01:00:00
78.73,74.99,247.93,2014-12-19 10:00:00
49.09,46.3,183.89,2014-12-19 11:00:00
26.46,18.87,111.35,2014-12-19 16:00:00
29.24,21.81,221.0,2014-12-19 17:00:00
21.69,15.39,106.56,2014-12-20 07:00:00
39.45,21.66,239.45,2014-12-20 08:00:00
28.77,16.93,193.33,2014-12-20 09:00:00
27.5,16.91,224.97,2014-12-20 10:00:00
45.96,31.3,225.66,2014-12-20 11:00:00
64.72,46.77,226.17,2014-12-20 12:00:00
51.38,41.79,236.62,2014-12-20 13:00:00
51.03,45.85,162.66,2014-12-20 14:00:00
33.56,25.61,127.59,2014-12-20 17:00:00
47.82,32.7,227.65,2014-12-21 05:00:00
47.64,46.21,205.0,2014-12-21 06:00:00
57.55,41.13,228.79,2014-12-21 07:00:00
67.13,64.92,194.83,2014-12-21 08:00:00
95.17,94.79,239.45,2014-12-21 09:00:00
59.85,55.81,224.2,2014-12-21 10:00:00
56.35,51.54,145.26,2014-12-21 11:00:00
39.26,37.43,108.63,2014-12-21 12:00:00
76.09,74.62,228.35,2014-12-21 13:00:00
95.36,100.83,209.12,2014-12-21 14:00:00
94.19,86.41,249.07,2014-12-21 15:00:00
125.97,112.09,249.07,2014-12-21 16:00:00
103.96,98.18,247.59,2014-12-21 17:00:00
122.95,124.96,249.07,2014-12-22 05:00:00
42.82,48.89,146.15,2014-12-22 07:00:00
93.95,76.08,249.07,2014-12-22 08:00:00
90.41,92.37,206.98,2014-12-22 11:00:00
42.1,40.19,213.14,2014-12-22 12:00:00
22.03,21.09,85.12,2014-12-22 13:00:00
15.98,16.32,110.99,2014-12-22 15:00:00
16.37,16.68,33.54,2014-12-22 17:00:00
40.02,20.75,140.96,2014-12-23 12:00:00
17.27,16.64,121.58,2014-12-23 13:00:00
16.42,15.46,45.27,2014-12-23 17:00:00
22.26,24.07,39.57,2014-12-24 02:00:00
16.4,16.91,34.91,2014-12-24 03:00:00
61.54,34.63,239.72,2014-12-25 13:00:00
47.58,38.36,203.22,2014-12-25 14:00:00
49.9,43.78,155.41,2014-12-25 15:00:00
39.56,30.19,119.95,2014-12-25 16:00:00
47.34,40.09,145.12,2014-12-25 17:00:00
17.0,17.84,31.99,2014-12-26 02:00:00
17.91,19.35,110.05,2014-12-26 03:00:00
32.05,28.57,103.5,2014-12-26 04:00:00
35.86,35.83,125.53,2014-12-26 05:00:00
25.4,26.1,61.88,2014-12-26 06:00:00
16.01,16.29,36.89,2014-12-26 07:00:00
55.17,45.59,207.95,2014-12-26 08:00:00
40.99,33.7,205.39,2014-12-26 09:00:00
24.98,25.08,51.52,2014-12-26 10:00:00
17.47,18.83,29.74,2014-12-26 11:00:00
18.34,19.14,30.93,2014-12-26 12:00:00
15.89,15.73,36.97,2014-12-26 13:00:00
32.09,33.37,64.18,2014-12-27 07:00:00
32.37,33.99,87.23,2014-12-27 08:00:00
34.1,36.01,83.42,2014-12-27 09:00:00
31.84,31.74,92.41,2014-12-27 10:00:00
30.84,30.21,64.65,2014-12-27 11:00:00
31.6,27.61,90.77,2014-12-27 12:00:00
26.33,22.07,78.66,2014-12-27 13:00:00
42.49,45.61,102.66,2014-12-27 14:00:00
25.31,22.25,77.9,2014-12-27 15:00:00
17.99,16.21,54.27,2014-12-27 17:00:00
17.76,16.87,213.32,2014-12-28 02:00:00
22.56,17.93,191.62,2014-12-28 07:00:00
39.81,26.21,217.65,2014-12-28 08:00:00
35.21,31.77,193.78,2014-12-28 09:00:00
36.34,35.16,75.66,2014-12-28 10:00:00
28.26,27.98,51.32,2014-12-28 11:00:00
26.79,25.32,59.62,2014-12-28 12:00:00
41.5,42.57,70.98,2014-12-28 13:00:00
20.62,21.1,41.79,2014-12-28 14:00:00
15.67,16.07,37.36,2014-12-28 16:00:00
19.11,19.92,46.94,2014-12-28 17:00:00
16.4,18.97,30.5,2014-12-29 02:00:00
16.63,18.95,27.87,2014-12-29 03:00:00
18.09,20.3,30.85,2014-12-29 04:00:00
22.44,25.11,50.02,2014-12-29 05:00:00
20.62,23.74,36.54,2014-12-29 06:00:00
33.98,30.94,185.7,2014-12-29 07:00:00
47.28,45.15,139.18,2014-12-29 08:00:00
29.35,28.66,76.1,2014-12-29 09:00:00
75.6,75.18,161.33,2014-12-29 10:00:00
87.68,77.04,239.45,2014-12-29 11:00:00
103.07,93.51,246.45,2014-12-29 12:00:00
98.47,100.62,199.62,2014-12-29 13:00:00
81.85,78.55,183.85,2014-12-29 14:00:00
43.15,45.09,77.6,2014-12-29 15:00:00
86.82,82.67,243.94,2014-12-29 16:00:00
166.55,187.02,248.05,2014-12-29 17:00:00
18.94,21.21,34.78,2014-12-30 06:00:00
16.29,16.57,30.09,2014-12-30 07:00:00
22.02,21.9,52.24,2014-12-30 08:00:00
48.61,41.01,239.45,2014-12-30 09:00:00
77.46,75.31,225.43,2014-12-30 10:00:00
84.95,81.35,226.0,2014-12-30 11:00:00
86.37,85.94,206.52,2014-12-30 12:00:00
105.65,103.76,219.16,2014-12-30 13:00:00
98.42,101.56,187.96,2014-12-30 14:00:00
77.72,77.63,150.38,2014-12-30 15:00:00
34.64,32.6,80.57,2014-12-30 16:00:00
23.52,22.1,66.82,2014-12-30 17:00:00
15.58,16.49,27.79,2014-12-31 02:00:00
17.19,19.47,27.38,2014-12-31 03:00:00
15.42,18.29,26.32,2014-12-31 04:00:00
16.33,17.92,26.57,2014-12-31 05:00:00
22.59,18.44,247.7,2014-12-31 07:00:00
28.44,20.95,189.46,2014-12-31 08:00:00
32.44,32.33,62.93,2014-12-31 11:00:00
79.98,69.48,215.09,2014-12-31 12:00:00
90.35,95.4,157.98,2014-12-31 13:00:00
72.74,76.85,143.71,2014-12-31 14:00:00
60.87,63.43,107.21,2014-12-31 15:00:00
37.67,35.34,173.12,2014-12-31 16:00:00
39.43,29.88,191.03,2014-12-31 17:00:00
17.33,19.99,27.49,2015-01-01 04:00:00
19.5,20.33,37.31,2015-01-01 11:00:00
20.47,21.28,42.23,2015-01-01 12:00:00
22.87,21.83,45.86,2015-01-01 13:00:00
21.63,22.89,46.01,2015-01-02 02:00:00
20.86,21.84,41.89,2015-01-02 03:00:00
20.48,21.6,32.02,2015-01-02 04:00:00
17.93,18.39,36.25,2015-01-02 05:00:00
18.14,18.31,67.24,2015-01-02 06:00:00
32.39,24.0,213.3,2015-01-02 07:00:00
77.25,61.87,247.82,2015-01-02 10:00:00
82.1,84.41,239.45,2015-01-02 11:00:00
108.03,112.68,230.34,2015-01-02 12:00:00
142.58,150.79,248.62,2015-01-02 13:00:00
115.62,121.75,230.88,2015-01-02 14:00:00
66.44,59.83,197.7,2015-01-02 15:00:00
26.03,21.76,136.46,2015-01-02 17:00:00
22.11,24.06,37.8,2015-01-03 03:00:00
22.29,23.43,44.0,2015-01-03 04:00:00
80.82,54.35,246.45,2015-01-03 06:00:00
140.28,143.38,249.07,2015-01-03 11:00:00
76.04,73.81,198.52,2015-01-03 12:00:00
52.18,57.86,117.63,2015-01-03 13:00:00
30.82,30.96,76.5,2015-01-03 14:00:00
17.34,15.57,48.34,2015-01-03 15:00:00
17.09,15.32,58.69,2015-01-03 17:00:00
19.01,17.73,247.46,2015-01-04 02:00:00
15.22,15.38,31.31,2015-01-04 03:00:00
15.95,16.34,32.35,2015-01-04 04:00:00
17.28,17.24,92.84,2015-01-04 05:00:00
39.49,26.24,225.7,2015-01-04 06:00:00
91.21,62.02,248.96,2015-01-04 07:00:00
129.95,129.82,238.93,2015-01-04 08:00:00
155.34,154.51,249.07,2015-01-04 09:00:00
161.58,163.73,249.07,2015-01-04 11:00:00
157.6,175.07,249.07,2015-01-04 13:00:00
128.43,119.0,249.07,2015-01-04 14:00:00
112.12,87.81,249.07,2015-01-04 15:00:00
158.39,169.94,249.07,2015-01-04 16:00:00
116.66,112.11,246.11,2015-01-04 17:00:00
19.47,19.52,35.2,2015-01-05 03:00:00
19.22,19.05,145.93,2015-01-05 04:00:00
39.34,31.3,248.73,2015-01-05 05:00:00
67.99,44.06,238.7,2015-01-05 06:00:00
58.34,64.65,126.29,2015-01-05 14:00:00
35.8,32.71,99.89,2015-01-05 15:00:00
20.03,18.2,66.7,2015-01-05 17:00:00
21.18,19.65,247.02,2015-01-06 02:00:00
15.64,15.83,69.32,2015-01-06 03:00:00
18.34,15.62,236.19,2015-01-06 04:00:00
27.62,18.99,242.69,2015-01-06 05:00:00
40.07,27.61,232.97,2015-01-06 06:00:00
30.48,25.21,201.51,2015-01-06 07:00:00
104.15,84.05,249.07,2015-01-06 08:00:00
159.02,166.16,249.07,2015-01-06 09:00:00
86.76,89.52,162.55,2015-01-06 10:00:00
50.85,30.78,135.15,2015-01-06 15:00:00
66.61,66.24,159.73,2015-01-06 16:00:00
77.42,78.11,197.35,2015-01-06 17:00:00
52.2,22.57,249.07,2015-01-07 08:00:00
177.58,210.79,249.07,2015-01-07 09:00:00
101.82,99.19,249.07,2015-01-07 10:00:00
165.26,193.39,249.07,2015-01-07 11:00:00
17.42,16.92,248.16,2015-01-08 02:00:00
21.77,15.09,95.82,2015-01-08 06:00:00
27.7,25.24,102.3,2015-01-08 07:00:00
61.85,31.02,246.57,2015-01-08 08:00:00
52.24,46.05,191.36,2015-01-08 09:00:00
41.72,34.43,206.21,2015-01-08 10:00:00
65.25,62.34,208.74,2015-01-08 11:00:00
75.76,88.53,156.23,2015-01-08 12:00:00
65.81,72.5,151.81,2015-01-08 15:00:00
42.33,36.75,131.31,2015-01-08 16:00:00
32.61,33.5,218.29,2015-01-08 17:00:00
38.41,25.0,137.63,2015-01-09 08:00:00
56.81,62.97,133.86,2015-01-09 12:00:00
89.81,97.7,140.66,2015-01-09 13:00:00
56.64,61.68,232.87,2015-01-09 14:00:00
22.33,25.95,224.57,2015-01-09 15:00:00
17.4,18.09,30.42,2015-01-09 16:00:00
26.36,25.48,58.27,2015-01-09 17:00:00
18.2,16.25,52.41,2015-01-10 08:00:00
21.46,21.79,48.86,2015-01-10 09:00:00
22.61,22.88,62.22,2015-01-10 10:00:00
89.33,92.83,164.27,2015-01-10 11:00:00
68.25,71.17,120.5,2015-01-10 12:00:00
73.16,76.86,137.39,2015-01-10 13:00:00
65.11,63.87,138.9,2015-01-10 14:00:00
41.2,45.53,219.81,2015-01-10 15:00:00
60.09,65.52,127.36,2015-01-10 16:00:00
33.54,34.75,73.37,2015-01-10 17:00:00
55.14,46.94,182.17,2015-01-11 07:00:00
39.24,39.94,88.5,2015-01-11 08:00:00
31.59,30.44,135.57,2015-01-11 09:00:00
69.58,68.41,170.48,2015-01-11 10:00:00
84.43,84.45,178.84,2015-01-11 11:00:00
44.81,46.51,96.12,2015-01-11 12:00:00
64.48,66.72,162.55,2015-01-11 13:00:00
65.36,67.59,198.36,2015-01-11 14:00:00
40.75,45.34,68.5,2015-01-11 15:00:00
32.79,35.12,62.26,2015-01-11 16:00:00
24.55,25.53,58.07,2015-01-11 17:00:00
38.75,39.15,89.85,2015-01-12 11:00:00
91.38,91.99,198.21,2015-01-12 12:00:00
83.7,88.3,141.96,2015-01-12 13:00:00
80.57,82.91,148.7,2015-01-12 14:00:00
54.22,55.09,111.57,2015-01-12 15:00:00
40.83,43.32,78.01,2015-01-12 16:00:00
53.37,54.68,97.28,2015-01-12 17:00:00
17.44,17.14,238.92,2015-01-13 02:00:00
60.24,64.63,182.13,2015-01-13 11:00:00
83.11,86.57,221.9,2015-01-13 12:00:00
86.83,78.43,234.55,2015-01-13 13:00:00
84.29,79.53,206.18,2015-01-13 14:00:00
32.62,27.88,84.05,2015-01-13 15:00:00
19.86,18.07,160.24,2015-01-13 16:00:00
26.81,23.75,70.99,2015-01-13 17:00:00
61.1,54.59,223.83,2015-01-14 10:00:00
39.27,39.02,81.1,2015-01-14 11:00:00
41.7,40.44,94.13,2015-01-14 12:00:00
83.15,82.37,214.0,2015-01-14 13:00:00
46.3,42.05,156.0,2015-01-14 14:00:00
23.58,20.5,48.57,2015-01-14 17:00:00
54.84,47.8,238.58,2015-01-15 08:00:00
26.07,22.84,69.11,2015-01-15 09:00:00
53.0,45.4,188.05,2015-01-15 11:00:00
51.27,51.56,107.66,2015-01-15 12:00:00
63.88,65.07,157.77,2015-01-15 13:00:00
67.93,69.36,145.26,2015-01-15 14:00:00
17.8,18.0,39.06,2015-01-15 17:00:00
19.93,19.25,44.81,2015-01-16 07:00:00
32.53,27.47,158.88,2015-01-16 10:00:00
57.99,52.83,160.17,2015-01-16 11:00:00
52.74,48.59,166.29,2015-01-16 12:00:00
43.43,43.76,76.17,2015-01-16 13:00:00
22.3,20.7,61.06,2015-01-16 14:00:00
17.45,16.59,37.23,2015-01-16 17:00:00
20.44,18.25,68.06,2015-01-17 02:00:00
50.89,35.98,225.86,2015-01-17 10:00:00
32.46,25.94,188.29,2015-01-17 11:00:00
24.03,23.19,96.53,2015-01-17 17:00:00
18.57,19.2,40.46,2015-01-19 17:00:00
15.45,17.74,35.0,2015-01-20 02:00:00
35.63,17.48,203.38,2015-01-20 09:00:00
55.58,57.85,221.34,2015-01-20 10:00:00
33.67,20.72,127.06,2015-01-20 11:00:00
25.41,22.42,123.07,2015-01-20 17:00:00
18.64,19.61,96.16,2015-01-21 10:00:00
23.92,22.26,65.18,2015-01-21 11:00:00
20.8,17.51,61.7,2015-01-21 12:00:00
43.31,35.96,215.31,2015-01-21 13:00:00
99.0,90.19,248.27,2015-01-21 14:00:00
83.15,83.45,151.64,2015-01-21 15:00:00
62.14,55.64,138.76,2015-01-21 16:00:00
17.98,18.34,42.32,2015-01-22 04:00:00
16.06,16.56,40.28,2015-01-22 05:00:00
16.75,16.9,36.55,2015-01-22 08:00:00
29.13,29.59,108.7,2015-01-22 09:00:00
106.4,98.79,249.07,2015-01-22 10:00:00
79.87,80.06,161.45,2015-01-22 11:00:00
86.47,90.71,157.81,2015-01-22 12:00:00
71.88,68.58,190.82,2015-01-22 13:00:00
48.37,48.07,114.65,2015-01-22 14:00:00
20.97,17.49,59.27,2015-01-23 09:00:00
43.31,38.58,193.38,2015-01-23 10:00:00
67.67,67.19,232.77,2015-01-23 11:00:00
71.31,67.3,206.43,2015-01-23 12:00:00
23.93,23.93,64.49,2015-01-23 13:00:00
35.97,36.31,86.56,2015-01-23 17:00:00
51.32,48.72,178.41,2015-01-24 10:00:00
51.1,47.87,133.98,2015-01-24 11:00:00
64.91,62.99,199.66,2015-01-24 12:00:00
76.77,73.26,204.97,2015-01-24 13:00:00
67.66,59.34,213.11,2015-01-24 14:00:00
35.49,28.78,110.81,2015-01-24 15:00:00
19.08,16.48,92.84,2015-01-24 16:00:00
31.34,29.44,81.85,2015-01-24 17:00:00
33.9,29.33,161.67,2015-01-25 10:00:00
31.49,26.05,88.49,2015-01-25 11:00:00
35.86,35.87,78.66,2015-01-25 12:00:00
24.93,18.25,107.58,2015-01-25 16:00:00
28.61,27.16,112.64,2015-01-25 17:00:00
16.22,15.74,54.94,2015-01-26 03:00:00
26.42,17.79,91.26,2015-01-26 07:00:00
107.66,86.96,249.07,2015-01-26 08:00:00
155.49,166.04,249.07,2015-01-26 09:00:00
91.8,82.87,242.99,2015-01-26 10:00:00
68.54,62.79,202.77,2015-01-26 11:00:00
41.29,28.78,182.1,2015-01-26 12:00:00
41.14,26.36,244.97,2015-01-26 13:00:00
69.84,67.9,197.16,2015-01-26 14:00:00
77.31,81.79,165.86,2015-01-26 15:00:00
68.0,65.64,172.45,2015-01-26 16:00:00
35.03,29.61,134.49,2015-01-26 17:00:00
23.84,16.84,248.62,2015-01-27 05:00:00
24.42,18.85,206.25,2015-01-27 06:00:00
37.03,28.04,198.73,2015-01-27 08:00:00
39.03,43.21,180.4,2015-01-27 09:00:00
35.67,27.92,243.03,2015-01-27 10:00:00
45.5,28.59,226.77,2015-01-27 11:00:00
38.71,28.75,164.11,2015-01-27 12:00:00
41.99,35.95,105.43,2015-01-27 13:00:00
36.73,33.72,97.86,2015-01-27 14:00:00
41.59,30.77,125.17,2015-01-27 16:00:00
47.88,53.55,151.8,2015-01-27 17:00:00
18.94,17.95,137.62,2015-01-28 03:00:00
17.68,17.07,85.84,2015-01-28 04:00:00
21.15,18.75,146.3,2015-01-28 05:00:00
65.47,61.71,242.7,2015-01-28 07:00:00
48.11,50.83,188.75,2015-01-28 08:00:00
40.94,41.77,190.3,2015-01-28 09:00:00
120.19,114.76,249.07,2015-01-28 10:00:00
97.36,92.45,216.57,2015-01-28 11:00:00
69.06,61.44,187.27,2015-01-28 12:00:00
24.72,18.0,80.15,2015-01-28 13:00:00
16.33,15.8,31.76,2015-01-29 03:00:00
18.23,15.94,248.5,2015-01-29 07:00:00
26.89,18.78,214.34,2015-01-29 08:00:00
42.02,24.09,237.06,2015-01-29 09:00:00
47.54,47.97,139.78,2015-01-29 10:00:00
40.71,34.91,93.83,2015-01-29 11:00:00
35.48,28.88,131.92,2015-01-29 12:00:00
32.52,23.29,178.66,2015-01-29 13:00:00
34.04,27.66,135.49,2015-01-29 14:00:00
46.44,43.14,117.34,2015-01-29 15:00:00
38.07,25.58,185.24,2015-01-29 16:00:00
17.65,16.68,68.41,2015-01-30 03:00:00
17.12,15.32,182.38,2015-01-30 05:00:00
19.75,19.54,69.34,2015-01-30 06:00:00
85.08,43.66,247.42,2015-01-30 09:00:00
49.05,30.95,210.97,2015-01-30 10:00:00
20.41,19.05,91.81,2015-01-30 11:00:00
16.91,15.1,78.01,2015-01-30 12:00:00
28.77,24.67,73.73,2015-01-30 13:00:00
21.22,22.45,33.73,2015-01-31 06:00:00
21.4,22.11,33.39,2015-01-31 07:00:00
66.79,47.38,223.82,2015-01-31 11:00:00
60.25,66.86,213.66,2015-01-31 12:00:00
54.56,55.25,195.45,2015-01-31 13:00:00
40.44,38.3,183.25,2015-01-31 14:00:00
36.78,32.92,104.84,2015-01-31 15:00:00
43.53,39.22,124.49,2015-01-31 16:00:00
23.67,24.86,35.58,2015-02-01 03:00:00
17.61,17.74,31.57,2015-02-01 04:00:00
16.39,16.57,30.28,2015-02-01 05:00:00
19.44,19.11,72.65,2015-02-01 06:00:00
90.39,85.92,242.23,2015-02-01 11:00:00
27.72,24.35,139.04,2015-02-01 14:00:00
36.27,27.0,148.81,2015-02-01 15:00:00
42.84,23.51,244.28,2015-02-01 16:00:00
109.78,88.77,249.07,2015-02-02 06:00:00
139.05,131.27,248.96,2015-02-02 07:00:00
118.89,120.04,249.07,2015-02-02 13:00:00
76.33,88.41,124.7,2015-02-02 14:00:00
108.14,108.7,211.27,2015-02-02 15:00:00
120.87,124.27,247.82,2015-02-02 16:00:00
31.8,23.67,214.69,2015-02-03 04:00:00
28.63,21.08,208.06,2015-02-03 05:00:00
46.64,28.42,239.45,2015-02-03 06:00:00
91.62,85.17,249.07,2015-02-03 07:00:00
