mean,median,max,time
29.27,22.44,186.97,2014-01-14 15:00:00
14.24,17.85,33.52,2014-01-15 03:00:00
21.42,17.35,58.77,2014-01-15 15:00:00
20.0,17.93,64.64,2014-01-16 15:00:00
16.39,15.12,48.67,2014-01-17 15:00:00
15.52,17.33,26.07,2014-01-18 12:00:00
15.78,17.56,53.26,2014-01-18 15:00:00
15.05,17.32,26.32,2014-01-19 09:00:00
25.26,22.16,154.83,2014-01-20 09:00:00
19.37,17.7,246.91,2014-01-20 12:00:00
18.43,19.36,211.47,2014-01-20 15:00:00
39.67,22.95,132.74,2014-01-21 09:00:00
62.88,67.07,117.69,2014-01-21 12:00:00
36.81,34.99,103.3,2014-01-21 15:00:00
18.46,16.55,68.26,2014-01-22 06:00:00
46.8,37.56,159.44,2014-01-22 09:00:00
51.85,50.77,134.54,2014-01-22 12:00:00
19.7,18.84,87.84,2014-01-22 15:00:00
22.04,15.97,109.47,2014-01-25 12:00:00
26.13,18.45,197.5,2014-01-25 15:00:00
27.58,22.18,201.01,2014-01-26 06:00:00
45.72,31.75,228.09,2014-01-29 09:00:00
24.64,19.15,151.3,2014-01-29 15:00:00
31.23,22.45,209.54,2014-02-03 15:00:00
16.57,17.36,31.15,2014-02-06 03:00:00
19.21,19.87,49.02,2014-02-06 06:00:00
74.55,70.66,229.98,2014-02-06 09:00:00
93.44,88.4,224.8,2014-02-06 12:00:00
23.76,19.96,209.21,2014-02-06 15:00:00
14.6,15.18,65.92,2014-02-07 06:00:00
29.4,22.32,201.56,2014-02-07 09:00:00
29.6,25.56,236.42,2014-02-08 03:00:00
95.52,85.5,249.07,2014-02-08 06:00:00
69.27,44.59,243.37,2014-02-08 09:00:00
40.99,26.45,218.78,2014-02-08 12:00:00
48.71,40.86,167.81,2014-02-08 15:00:00
20.5,17.75,203.22,2014-02-09 03:00:00
57.61,43.3,248.5,2014-02-09 06:00:00
20.31,20.95,139.85,2014-02-09 09:00:00
45.61,21.28,234.02,2014-02-09 12:00:00
38.38,29.93,235.3,2014-02-09 15:00:00
29.51,23.75,248.96,2014-02-10 06:00:00
35.79,23.63,239.45,2014-02-10 09:00:00
21.87,18.69,248.5,2014-02-11 06:00:00
28.44,20.89,221.54,2014-02-11 09:00:00
14.77,20.01,38.51,2014-02-12 03:00:00
21.51,21.99,114.42,2014-02-12 12:00:00
15.92,19.12,51.21,2014-02-13 03:00:00
15.7,16.87,31.27,2014-02-13 12:00:00
16.68,18.68,97.7,2014-02-15 03:00:00
19.1,19.84,35.4,2014-02-15 06:00:00
14.85,15.1,27.85,2014-02-16 06:00:00
20.83,22.74,40.26,2014-02-16 12:00:00
18.47,15.57,248.16,2014-02-17 12:00:00
19.86,19.79,122.23,2014-02-18 09:00:00
19.99,20.28,224.14,2014-02-18 12:00:00
91.64,94.59,248.84,2014-02-19 06:00:00
103.25,72.55,249.07,2014-02-19 09:00:00
107.52,112.07,249.07,2014-02-19 12:00:00
58.35,35.21,249.07,2014-02-20 03:00:00
105.86,96.86,249.07,2014-02-20 06:00:00
98.02,85.24,248.96,2014-02-20 09:00:00
74.23,35.64,249.07,2014-02-20 12:00:00
25.74,21.29,169.37,2014-02-21 06:00:00
93.49,96.53,232.61,2014-02-21 09:00:00
79.4,80.11,234.78,2014-02-21 12:00:00
26.97,19.66,230.46,2014-02-22 06:00:00
62.2,47.48,239.45,2014-02-22 09:00:00
44.9,38.11,193.31,2014-02-22 12:00:00
79.12,63.56,248.73,2014-02-23 09:00:00
80.53,78.03,214.31,2014-02-23 12:00:00
33.28,25.23,209.31,2014-02-24 09:00:00
32.3,22.19,223.6,2014-02-25 12:00:00
73.46,69.39,224.27,2014-02-27 12:00:00
71.18,52.03,249.07,2014-02-28 09:00:00
32.92,26.76,206.1,2014-03-01 06:00:00
78.45,69.49,240.64,2014-03-01 09:00:00
28.0,15.47,158.34,2014-03-01 12:00:00
23.48,15.69,204.41,2014-03-03 06:00:00
40.82,30.37,234.82,2014-03-03 09:00:00
57.57,45.47,222.15,2014-03-03 12:00:00
43.13,27.36,248.96,2014-03-04 09:00:00
24.66,20.83,183.95,2014-03-04 12:00:00
29.57,26.58,159.19,2014-03-06 12:00:00
52.45,32.37,249.07,2014-03-10 09:00:00
25.72,17.98,139.78,2014-03-10 12:00:00
14.91,17.1,222.71,2014-03-11 06:00:00
16.89,18.25,54.6,2014-03-11 09:00:00
28.81,22.95,113.78,2014-03-11 12:00:00
14.86,16.59,68.59,2014-03-12 09:00:00
101.63,105.49,249.07,2014-03-13 09:00:00
59.87,62.3,113.74,2014-03-13 12:00:00
20.44,15.07,232.28,2014-03-14 06:00:00
94.28,89.58,222.24,2014-03-14 12:00:00
19.15,17.07,224.45,2014-03-16 06:00:00
26.68,22.25,249.07,2014-03-16 09:00:00
16.28,15.06,222.27,2014-03-16 12:00:00
17.35,16.81,247.7,2014-03-17 09:00:00
22.21,17.12,249.07,2014-03-17 12:00:00
42.91,16.99,239.87,2014-03-18 06:00:00
89.95,99.63,246.91,2014-03-18 12:00:00
28.28,20.71,123.16,2014-03-19 09:00:00
39.37,17.89,248.73,2014-03-20 09:00:00
22.97,16.85,115.34,2014-03-20 12:00:00
40.71,28.44,244.96,2014-03-21 06:00:00
107.82,91.56,249.07,2014-03-21 09:00:00
25.28,21.32,201.34,2014-03-21 12:00:00
36.33,19.84,248.73,2014-03-26 06:00:00
23.22,16.9,229.88,2014-03-26 09:00:00
64.87,61.59,233.77,2014-03-27 09:00:00
50.79,32.45,229.79,2014-03-27 12:00:00
35.1,26.5,194.21,2014-03-28 12:00:00
43.92,21.77,241.95,2014-03-31 12:00:00
26.23,15.22,180.57,2014-04-03 09:00:00
52.86,47.74,223.31,2014-04-05 09:00:00
16.75,15.15,88.37,2014-04-07 09:00:00
29.07,19.62,178.79,2014-04-08 09:00:00
17.51,21.0,248.05,2014-04-09 06:00:00
27.06,19.42,209.33,2014-04-09 09:00:00
14.76,15.97,248.05,2014-04-11 06:00:00
17.4,16.03,152.97,2014-04-11 09:00:00
134.14,145.72,249.07,2014-04-13 09:00:00
41.59,21.01,248.73,2014-04-15 09:00:00
48.77,21.51,228.58,2014-04-16 09:00:00
37.81,25.01,248.96,2014-04-17 09:00:00
51.68,37.08,223.89,2014-04-19 09:00:00
57.44,57.46,233.66,2014-04-21 09:00:00
53.09,47.33,248.84,2014-04-23 09:00:00
90.71,87.16,247.36,2014-04-24 09:00:00
22.05,17.63,70.98,2014-04-25 09:00:00
50.38,19.51,248.5,2014-04-26 09:00:00
29.17,15.14,248.39,2014-04-27 09:00:00
102.95,101.84,249.07,2014-04-28 09:00:00
25.63,20.92,248.96,2014-04-29 09:00:00
17.1,23.04,91.21,2014-05-01 09:00:00
31.34,30.81,224.48,2014-05-02 09:00:00
38.15,30.97,224.48,2014-05-05 09:00:00
18.11,22.28,138.85,2014-08-14 09:00:00
16.33,19.33,248.16,2014-08-15 09:00:00
33.29,20.37,224.48,2014-08-16 09:00:00
22.46,15.12,248.16,2014-08-17 09:00:00
42.96,39.63,179.1,2014-08-19 09:00:00
55.21,51.63,222.71,2014-08-21 09:00:00
19.03,16.27,93.65,2014-08-27 09:00:00
50.48,27.76,248.84,2014-08-28 06:00:00
82.35,91.6,248.62,2014-08-28 09:00:00
45.82,32.47,231.45,2014-08-29 06:00:00
44.59,19.99,244.89,2014-08-29 09:00:00
21.63,16.23,216.52,2014-08-30 06:00:00
75.55,64.44,249.07,2014-08-30 09:00:00
33.15,24.89,240.1,2014-08-31 06:00:00
37.46,32.24,241.09,2014-08-31 09:00:00
30.85,26.74,206.84,2014-09-01 06:00:00
38.93,34.99,173.28,2014-09-01 09:00:00
47.24,33.09,239.45,2014-09-03 06:00:00
60.06,51.21,242.12,2014-09-03 09:00:00
40.6,27.8,244.28,2014-09-04 06:00:00
89.0,77.83,246.55,2014-09-04 09:00:00
33.22,26.57,247.82,2014-09-05 06:00:00
94.7,92.92,248.73,2014-09-05 09:00:00
22.69,23.18,244.17,2014-09-06 09:00:00
14.96,17.31,51.5,2014-09-07 06:00:00
19.47,17.93,248.84,2014-09-07 09:00:00
23.5,20.73,217.52,2014-09-08 06:00:00
24.91,20.32,248.73,2014-09-08 09:00:00
21.13,19.08,187.45,2014-09-09 06:00:00
51.66,25.1,249.07,2014-09-11 06:00:00
103.02,108.46,239.5,2014-09-11 09:00:00
50.58,41.28,232.57,2014-09-12 06:00:00
97.31,99.18,249.07,2014-09-12 09:00:00
15.76,17.12,31.39,2014-09-13 06:00:00
24.65,15.75,237.96,2014-09-16 09:00:00
62.22,60.22,244.66,2014-09-19 06:00:00
26.88,21.38,230.97,2014-09-19 09:00:00
40.06,35.21,170.5,2014-09-22 09:00:00
38.6,34.58,159.61,2014-09-22 12:00:00
43.09,32.43,221.89,2014-09-23 09:00:00
46.37,41.63,159.45,2014-09-23 12:00:00
49.57,32.96,249.07,2014-09-24 06:00:00
95.49,77.74,248.96,2014-09-24 09:00:00
97.82,80.17,249.07,2014-09-24 12:00:00
31.95,21.07,212.82,2014-09-25 06:00:00
63.58,55.83,239.5,2014-09-25 09:00:00
47.08,39.28,150.21,2014-09-25 12:00:00
45.33,32.54,248.96,2014-09-26 09:00:00
97.6,99.05,246.08,2014-09-26 12:00:00
56.71,45.84,233.77,2014-09-27 06:00:00
64.11,63.03,231.76,2014-09-27 09:00:00
50.04,47.45,191.39,2014-09-27 12:00:00
45.41,29.7,239.6,2014-09-28 09:00:00
59.07,50.15,213.82,2014-09-28 12:00:00
25.05,20.5,154.68,2014-09-29 09:00:00
23.13,21.88,65.39,2014-09-29 12:00:00
21.53,19.89,79.59,2014-09-30 06:00:00
35.28,28.12,219.56,2014-09-30 09:00:00
24.34,23.96,70.04,2014-09-30 12:00:00
46.26,35.87,249.07,2014-10-01 09:00:00
28.19,28.09,83.81,2014-10-01 12:00:00
29.17,26.88,102.96,2014-10-02 12:00:00
25.07,22.81,76.71,2014-10-04 06:00:00
14.36,15.02,220.38,2014-10-05 06:00:00
16.22,17.62,26.09,2014-10-06 06:00:00
16.98,16.28,36.91,2014-10-07 06:00:00
18.15,18.15,89.84,2014-10-07 12:00:00
48.0,43.7,136.43,2014-10-08 09:00:00
145.82,172.18,249.07,2014-10-09 06:00:00
187.17,216.57,249.07,2014-10-09 09:00:00
150.23,140.43,249.07,2014-10-09 12:00:00
21.47,21.36,199.22,2014-10-11 03:00:00
89.09,85.19,238.47,2014-10-11 06:00:00
107.92,107.03,248.96,2014-10-11 09:00:00
40.72,33.68,131.54,2014-10-12 09:00:00
51.4,55.97,222.71,2014-10-12 12:00:00
16.09,15.21,57.99,2014-10-13 12:00:00
15.56,16.36,32.21,2014-10-14 09:00:00
43.98,23.8,249.07,2014-10-15 09:00:00
56.44,48.98,236.53,2014-10-15 12:00:00
47.68,37.4,145.68,2014-10-16 12:00:00
35.91,19.25,248.73,2014-10-17 09:00:00
27.9,20.26,102.91,2014-10-17 12:00:00
42.35,36.33,248.39,2014-10-18 06:00:00
98.37,101.4,241.43,2014-10-18 09:00:00
50.35,43.37,237.9,2014-10-18 12:00:00
49.11,37.77,211.18,2014-10-20 06:00:00
77.61,70.1,246.08,2014-10-20 09:00:00
56.52,47.26,237.17,2014-10-20 12:00:00
32.23,29.9,210.48,2014-10-21 06:00:00
41.93,30.59,247.25,2014-10-21 09:00:00
45.76,44.79,123.55,2014-10-21 12:00:00
24.02,16.83,178.29,2014-10-22 06:00:00
39.12,32.97,213.24,2014-10-22 09:00:00
77.2,68.81,203.66,2014-10-22 12:00:00
58.77,48.52,238.2,2014-10-23 09:00:00
75.05,69.98,199.69,2014-10-23 12:00:00
34.31,32.79,98.03,2014-10-24 09:00:00
50.51,44.83,194.79,2014-10-24 12:00:00
22.29,15.68,116.68,2014-10-25 09:00:00
62.0,58.35,182.56,2014-10-25 12:00:00
37.53,37.18,113.73,2014-10-26 06:00:00
54.46,37.87,236.77,2014-10-26 09:00:00
114.47,109.82,239.22,2014-10-26 12:00:00
45.44,42.12,209.42,2014-10-27 06:00:00
53.4,40.78,234.89,2014-10-27 09:00:00
35.1,27.95,158.91,2014-10-27 12:00:00
18.64,18.07,47.73,2014-10-28 03:00:00
34.74,30.81,197.81,2014-10-28 06:00:00
77.25,75.12,223.2,2014-10-28 09:00:00
70.47,68.3,238.85,2014-10-28 12:00:00
54.02,47.77,217.39,2014-10-30 09:00:00
29.06,22.44,120.24,2014-10-30 12:00:00
22.9,16.59,214.37,2014-10-31 06:00:00
32.66,27.25,212.08,2014-10-31 09:00:00
23.59,21.37,69.98,2014-10-31 12:00:00
23.27,16.01,247.93,2014-11-01 06:00:00
35.14,21.03,231.32,2014-11-01 09:00:00
48.39,35.34,227.52,2014-11-01 12:00:00
17.07,16.3,248.39,2014-11-02 06:00:00
41.95,42.09,233.45,2014-11-02 12:00:00
18.27,20.22,32.43,2014-11-03 03:00:00
29.44,20.42,248.5,2014-11-03 06:00:00
18.62,16.0,184.49,2014-11-03 09:00:00
35.61,16.8,248.39,2014-11-04 06:00:00
140.58,147.19,249.07,2014-11-04 09:00:00
141.32,159.63,249.07,2014-11-04 12:00:00
20.48,19.94,164.2,2014-11-05 03:00:00
37.65,25.69,240.98,2014-11-05 06:00:00
170.46,182.19,249.07,2014-11-05 09:00:00
56.43,48.19,239.15,2014-11-05 12:00:00
20.58,21.27,37.31,2014-11-06 03:00:00
43.98,24.74,248.96,2014-11-06 06:00:00
59.38,59.46,166.46,2014-11-06 12:00:00
25.62,22.14,209.78,2014-11-07 03:00:00
105.27,101.75,248.96,2014-11-07 06:00:00
17.51,17.23,79.91,2014-11-08 03:00:00
37.59,23.22,235.88,2014-11-08 06:00:00
85.5,83.79,248.84,2014-11-08 09:00:00
83.09,83.28,248.84,2014-11-08 12:00:00
24.84,17.46,234.21,2014-11-09 06:00:00
24.52,22.19,174.34,2014-11-09 09:00:00
24.48,22.4,249.07,2014-11-09 12:00:00
21.39,20.28,110.35,2014-11-10 03:00:00
26.23,24.82,236.42,2014-11-10 06:00:00
158.86,181.18,249.07,2014-11-10 09:00:00
128.63,129.48,249.07,2014-11-10 12:00:00
27.52,18.54,190.21,2014-11-11 09:00:00
21.07,18.57,74.43,2014-11-12 09:00:00
25.48,15.12,220.74,2014-11-14 09:00:00
44.62,41.97,152.33,2014-11-14 12:00:00
19.7,17.82,161.91,2014-11-14 15:00:00
71.25,54.57,249.07,2014-11-15 06:00:00
108.03,109.65,248.73,2014-11-15 09:00:00
70.74,59.85,245.42,2014-11-15 12:00:00
36.83,25.74,247.7,2014-11-16 03:00:00
78.84,57.98,247.02,2014-11-16 06:00:00
74.37,58.87,249.07,2014-11-16 09:00:00
86.44,67.98,249.07,2014-11-16 12:00:00
42.98,29.47,239.38,2014-11-16 15:00:00
64.69,56.31,213.63,2014-11-17 12:00:00
25.24,15.42,236.76,2014-11-18 06:00:00
72.0,48.73,240.52,2014-11-18 09:00:00
77.52,62.78,245.65,2014-11-18 12:00:00
40.07,39.42,201.59,2014-11-18 15:00:00
25.95,22.49,114.9,2014-11-19 12:00:00
46.56,41.0,214.58,2014-11-20 06:00:00
81.76,71.3,248.96,2014-11-20 09:00:00
54.74,47.34,206.73,2014-11-20 12:00:00
56.21,43.74,248.39,2014-11-20 15:00:00
24.19,15.82,239.15,2014-11-21 06:00:00
57.64,33.57,245.31,2014-11-21 09:00:00
32.95,26.3,198.2,2014-11-21 12:00:00
65.9,53.92,249.07,2014-11-21 15:00:00
31.25,17.76,241.89,2014-11-22 06:00:00
49.26,40.87,236.76,2014-11-22 09:00:00
25.31,17.23,205.66,2014-11-23 06:00:00
49.8,38.38,227.19,2014-11-23 09:00:00
46.72,43.58,125.52,2014-11-23 12:00:00
47.1,40.58,149.66,2014-11-23 15:00:00
26.66,17.39,216.21,2014-11-24 09:00:00
47.98,39.43,190.63,2014-11-24 12:00:00
57.57,46.5,209.56,2014-11-24 15:00:00
19.59,16.57,68.21,2014-11-25 12:00:00
16.66,15.44,57.51,2014-11-25 15:00:00
36.88,31.56,155.78,2014-11-26 09:00:00
44.68,41.68,176.52,2014-11-26 12:00:00
29.13,20.24,107.33,2014-11-27 12:00:00
34.34,29.85,119.72,2014-11-27 15:00:00
54.61,32.45,233.01,2014-11-28 12:00:00
29.21,26.13,107.22,2014-11-28 15:00:00
17.77,17.54,50.73,2014-11-29 12:00:00
16.32,15.44,52.17,2014-11-29 15:00:00
16.62,17.56,29.77,2014-12-01 03:00:00
21.62,20.47,68.98,2014-12-01 06:00:00
22.0,21.96,63.18,2014-12-01 09:00:00
36.7,32.67,107.94,2014-12-01 12:00:00
51.25,38.28,227.75,2014-12-04 12:00:00
62.54,47.69,246.45,2014-12-04 15:00:00
28.78,21.61,239.38,2014-12-05 03:00:00
102.9,111.12,223.98,2014-12-05 12:00:00
42.46,33.9,123.5,2014-12-05 15:00:00
20.98,19.05,220.99,2014-12-07 03:00:00
74.99,65.99,249.07,2014-12-07 06:00:00
127.93,141.3,249.07,2014-12-07 15:00:00
56.6,44.25,241.78,2014-12-08 15:00:00
58.09,64.0,227.36,2014-12-09 06:00:00
73.3,63.45,235.8,2014-12-09 09:00:00
107.85,110.56,249.07,2014-12-09 12:00:00
63.64,72.36,222.44,2014-12-09 15:00:00
48.99,25.13,235.3,2014-12-10 06:00:00
117.36,127.16,249.07,2014-12-10 09:00:00
15.67,17.25,31.71,2014-12-10 15:00:00
15.08,16.01,29.03,2014-12-11 09:00:00
14.91,16.73,26.57,2014-12-11 12:00:00
15.31,16.46,31.12,2014-12-11 15:00:00
79.42,42.81,248.73,2014-12-12 06:00:00
61.63,56.6,248.27,2014-12-12 09:00:00
144.42,153.25,249.07,2014-12-12 12:00:00
111.01,106.47,249.07,2014-12-12 15:00:00
29.25,21.24,114.47,2014-12-13 09:00:00
43.19,43.27,119.75,2014-12-13 12:00:00
31.19,24.58,235.74,2014-12-13 15:00:00
32.94,26.06,198.35,2014-12-14 06:00:00
60.58,56.8,186.76,2014-12-14 09:00:00
91.56,90.14,212.6,2014-12-14 12:00:00
38.89,39.44,93.07,2014-12-14 15:00:00
55.17,24.36,249.07,2014-12-15 06:00:00
67.07,67.86,234.88,2014-12-15 09:00:00
110.39,103.64,249.07,2014-12-15 12:00:00
75.67,66.19,247.13,2014-12-15 15:00:00
42.9,43.16,99.58,2014-12-16 09:00:00
76.89,74.46,226.18,2014-12-16 12:00:00
23.55,18.94,96.61,2014-12-16 15:00:00
18.43,16.61,66.58,2014-12-17 03:00:00
23.78,22.82,106.52,2014-12-17 06:00:00
26.95,25.0,134.06,2014-12-17 09:00:00
20.73,19.87,56.7,2014-12-17 12:00:00
25.76,23.69,70.18,2014-12-18 12:00:00
50.73,34.07,247.93,2014-12-19 09:00:00
23.77,15.43,221.0,2014-12-19 15:00:00
26.59,15.87,239.45,2014-12-20 06:00:00
34.52,21.89,225.66,2014-12-20 09:00:00
55.59,44.7,236.62,2014-12-20 12:00:00
58.24,51.51,228.79,2014-12-21 06:00:00
70.86,61.17,239.45,2014-12-21 09:00:00
71.64,67.91,228.35,2014-12-21 12:00:00
108.2,96.12,249.07,2014-12-21 15:00:00
70.86,65.84,249.07,2014-12-22 06:00:00
67.3,68.39,206.98,2014-12-22 09:00:00
24.57,19.89,213.14,2014-12-22 12:00:00
15.22,15.49,110.99,2014-12-22 15:00:00
23.12,15.77,140.96,2014-12-23 12:00:00
38.98,25.86,239.72,2014-12-25 12:00:00
45.37,37.77,155.41,2014-12-25 15:00:00
29.48,26.78,125.53,2014-12-26 03:00:00
32.23,22.64,207.95,2014-12-26 06:00:00
27.7,23.9,205.39,2014-12-26 09:00:00
16.7,16.58,45.58,2014-12-26 12:00:00
28.6,29.7,87.23,2014-12-27 06:00:00
32.28,32.26,92.41,2014-12-27 09:00:00
33.46,30.27,102.66,2014-12-27 12:00:00
19.18,16.04,77.9,2014-12-27 15:00:00
24.33,16.6,217.65,2014-12-28 06:00:00
33.18,31.29,193.78,2014-12-28 09:00:00
29.31,26.93,70.98,2014-12-28 12:00:00
15.58,15.75,46.94,2014-12-28 15:00:00
19.21,21.23,50.02,2014-12-29 03:00:00
35.49,29.28,185.7,2014-12-29 06:00:00
64.32,52.52,239.45,2014-12-29 09:00:00
94.25,92.36,246.45,2014-12-29 12:00:00
87.3,64.11,248.05,2014-12-29 15:00:00
18.57,19.03,52.24,2014-12-30 06:00:00
72.11,61.76,239.45,2014-12-30 09:00:00
96.8,98.28,219.16,2014-12-30 12:00:00
45.96,35.43,150.38,2014-12-30 15:00:00
16.42,18.61,27.38,2014-12-31 03:00:00
24.76,18.96,247.7,2014-12-31 06:00:00
81.09,81.9,215.09,2014-12-31 12:00:00
45.99,41.03,191.03,2014-12-31 15:00:00
20.0,19.55,45.86,2015-01-01 12:00:00
19.66,20.55,41.89,2015-01-02 03:00:00
32.57,20.46,248.39,2015-01-02 06:00:00
79.18,77.98,248.73,2015-01-02 09:00:00
122.63,123.33,248.62,2015-01-02 12:00:00
41.41,24.34,197.7,2015-01-02 15:00:00
50.01,44.52,198.52,2015-01-03 12:00:00
16.12,16.23,92.84,2015-01-04 03:00:00
88.67,70.86,248.96,2015-01-04 06:00:00
163.73,170.4,249.07,2015-01-04 09:00:00
138.5,138.83,249.07,2015-01-04 12:00:00
133.05,142.18,249.07,2015-01-04 15:00:00
24.02,20.65,248.73,2015-01-05 03:00:00
23.29,19.29,99.89,2015-01-05 15:00:00
19.98,16.82,242.69,2015-01-06 03:00:00
56.19,33.15,249.07,2015-01-06 06:00:00
120.86,104.54,249.07,2015-01-06 09:00:00
66.69,71.09,197.35,2015-01-06 15:00:00
149.9,174.28,249.07,2015-01-07 09:00:00
35.84,23.15,246.57,2015-01-08 06:00:00
52.07,41.21,208.74,2015-01-08 09:00:00
45.6,37.65,218.29,2015-01-08 15:00:00
73.37,78.07,232.87,2015-01-09 12:00:00
22.09,21.96,224.57,2015-01-09 15:00:00
47.8,30.12,164.27,2015-01-10 09:00:00
69.31,71.47,138.9,2015-01-10 12:00:00
46.34,45.84,219.81,2015-01-10 15:00:00
35.76,29.12,182.17,2015-01-11 06:00:00
61.83,54.65,178.84,2015-01-11 09:00:00
58.04,58.45,198.36,2015-01-11 12:00:00
33.43,34.49,68.5,2015-01-11 15:00:00
85.2,87.07,198.21,2015-01-12 12:00:00
49.46,50.45,111.57,2015-01-12 15:00:00
84.74,81.43,234.55,2015-01-13 12:00:00
26.4,21.56,160.24,2015-01-13 15:00:00
39.94,32.34,223.83,2015-01-14 09:00:00
57.16,49.74,214.0,2015-01-14 12:00:00
30.95,22.22,188.05,2015-01-15 09:00:00
61.07,62.6,157.77,2015-01-15 12:00:00
32.97,24.1,160.17,2015-01-16 09:00:00
39.49,36.03,166.29,2015-01-16 12:00:00
33.71,22.47,225.86,2015-01-17 09:00:00
41.85,27.58,221.34,2015-01-20 09:00:00
53.77,38.95,248.27,2015-01-21 12:00:00
60.64,57.12,151.64,2015-01-21 15:00:00
15.53,15.73,42.32,2015-01-22 03:00:00
70.25,52.83,249.07,2015-01-22 09:00:00
68.9,65.44,190.82,2015-01-22 12:00:00
43.67,34.1,232.77,2015-01-23 09:00:00
35.67,23.4,206.43,2015-01-23 12:00:00
41.1,37.8,178.41,2015-01-24 09:00:00
69.78,65.6,213.11,2015-01-24 12:00:00
28.64,23.27,110.81,2015-01-24 15:00:00
24.53,18.19,161.67,2015-01-25 09:00:00
22.8,16.2,112.64,2015-01-25 15:00:00
44.06,18.68,249.07,2015-01-26 06:00:00
106.48,87.74,249.07,2015-01-26 09:00:00
53.78,38.29,244.97,2015-01-26 12:00:00
61.53,58.11,172.45,2015-01-26 15:00:00
25.43,17.87,206.25,2015-01-27 06:00:00
40.12,31.62,243.03,2015-01-27 09:00:00
39.14,32.24,164.11,2015-01-27 12:00:00
37.65,26.69,151.8,2015-01-27 15:00:00
19.15,17.73,146.3,2015-01-28 03:00:00
56.27,54.23,249.07,2015-01-28 06:00:00
86.89,69.68,249.07,2015-01-28 09:00:00
37.52,26.38,187.27,2015-01-28 12:00:00
20.34,16.13,248.62,2015-01-29 06:00:00
43.44,29.57,237.06,2015-01-29 09:00:00
33.96,27.25,178.66,2015-01-29 12:00:00
34.85,27.4,185.24,2015-01-29 15:00:00
16.93,15.37,182.38,2015-01-30 03:00:00
25.28,21.8,248.96,2015-01-30 06:00:00
48.68,29.2,247.42,2015-01-30 09:00:00
20.39,16.04,78.01,2015-01-30 12:00:00
49.86,48.34,213.66,2015-01-31 12:00:00
40.67,34.08,179.29,2015-01-31 15:00:00
18.79,17.81,35.58,2015-02-01 03:00:00
27.45,20.11,229.98,2015-02-01 06:00:00
23.54,17.82,244.28,2015-02-01 15:00:00
119.89,118.81,249.07,2015-02-02 06:00:00
97.65,99.87,249.07,2015-02-02 12:00:00
84.21,97.18,247.82,2015-02-02 15:00:00
28.62,22.89,214.69,2015-02-03 03:00:00
68.75,64.75,249.07,2015-02-03 06:00:00
35.64,30.54,163.0,2015-02-03 15:00:00
20.88,20.79,35.59,2015-02-04 03:00:00
31.58,23.5,218.53,2015-02-04 06:00:00
104.31,108.3,248.73,2015-02-04 12:00:00
35.68,30.09,164.9,2015-02-04 15:00:00
77.5,71.7,249.07,2015-02-05 09:00:00
117.61,117.97,249.07,2015-02-05 12:00:00
75.35,54.31,248.96,2015-02-05 15:00:00
22.4,17.16,219.53,2015-02-06 09:00:00
30.39,22.83,248.39,2015-02-06 12:00:00
107.12,100.7,249.07,2015-02-07 09:00:00
61.15,57.07,248.96,2015-02-07 12:00:00
72.35,77.56,225.03,2015-02-07 15:00:00
62.84,45.35,246.22,2015-02-08 06:00:00
37.17,32.19,193.39,2015-02-08 09:00:00
19.04,16.05,117.05,2015-02-08 12:00:00
27.08,27.85,248.73,2015-02-09 15:00:00
77.15,78.66,228.99,2015-02-11 12:00:00
46.67,43.06,171.52,2015-02-12 12:00:00
41.79,33.23,193.16,2015-02-12 15:00:00
43.15,37.42,236.53,2015-02-15 09:00:00
55.85,49.84,207.3,2015-02-15 12:00:00
19.61,17.82,86.02,2015-02-16 09:00:00
16.68,16.9,180.94,2015-02-17 03:00:00
55.14,56.2,237.56,2015-02-17 06:00:00
105.58,71.77,249.07,2015-02-17 09:00:00
35.68,29.9,154.8,2015-02-17 12:00:00
19.57,19.24,245.08,2015-02-18 03:00:00
98.51,71.3,249.07,2015-02-18 06:00:00
65.42,53.29,246.79,2015-02-18 09:00:00
56.16,50.89,170.38,2015-02-18 12:00:00
39.84,29.77,219.72,2015-02-19 06:00:00
22.74,20.69,156.43,2015-02-19 09:00:00
23.68,17.76,124.68,2015-02-19 12:00:00
36.87,35.19,174.46,2015-02-20 09:00:00
57.75,47.14,248.73,2015-02-20 12:00:00
40.76,26.95,240.63,2015-02-21 09:00:00
17.57,17.82,40.81,2015-02-21 12:00:00
26.63,26.28,71.26,2015-02-22 12:00:00
71.16,64.62,248.96,2015-02-23 06:00:00
119.28,111.21,249.07,2015-02-23 09:00:00
49.34,42.64,210.62,2015-02-23 12:00:00
67.29,55.45,203.27,2015-02-24 06:00:00
73.43,64.95,228.32,2015-02-24 09:00:00
50.88,43.6,175.35,2015-02-24 12:00:00
22.33,18.43,84.5,2015-02-25 06:00:00
63.88,50.13,244.27,2015-02-25 09:00:00
46.67,43.3,168.12,2015-02-25 12:00:00
33.04,20.79,232.31,2015-02-26 06:00:00
37.85,29.45,210.32,2015-02-26 09:00:00
20.9,16.61,87.49,2015-02-26 12:00:00
15.39,17.39,26.21,2015-02-27 06:00:00
63.86,75.72,124.01,2015-02-28 09:00:00
57.69,43.07,218.89,2015-02-28 12:00:00
144.62,159.43,249.07,2015-03-01 09:00:00
32.34,31.86,91.34,2015-03-01 12:00:00
173.17,198.18,249.07,2015-03-02 06:00:00
