segment,mean,median,max
2020-04-01-3,1.89,0.00,136.99
2020-04-01-6,14.14,11.33,135.52
2020-04-01-9,9.38,8.30,244.63
2020-04-01-12,11.71,11.36,75.21
2020-04-01-15,0.00,0.00,0.00
2020-04-01-18,0.00,0.00,0.00
2020-04-01-21,0.00,0.00,0.00
2020-04-02-0,0.00,0.00,0.00
2020-04-02-3,0.79,0.00,88.33
2020-04-02-6,28.26,28.67,115.91
2020-04-02-9,20.62,20.45,50.93
2020-04-02-12,15.75,15.67,213.32
2020-04-02-15,0.00,0.00,0.00
2020-04-02-18,0.00,0.00,0.00
2020-04-02-21,0.00,0.00,0.00
2020-04-03-0,0.00,0.00,0.00
2020-04-03-3,0.00,0.00,0.00
2020-04-03-6,15.75,17.94,30.05
2020-04-03-9,14.73,15.57,28.65
2020-04-03-12,12.50,7.71,81.70
2020-04-03-15,0.00,0.00,0.00
2020-04-03-18,0.00,0.00,0.00
2020-04-03-21,0.00,0.00,0.00
2020-04-04-0,0.00,0.00,0.00
2020-04-04-3,0.00,0.00,0.00
2020-04-04-6,20.32,22.74,105.60
2020-04-04-9,39.23,42.54,105.56
2020-04-04-12,15.38,11.50,54.38
2020-04-04-15,0.00,0.00,0.00
2020-04-04-18,0.00,0.00,0.00
2020-04-04-21,0.00,0.00,0.00
2020-04-05-0,0.00,0.00,0.00
2020-04-05-3,0.00,0.00,0.00
2020-04-05-6,16.24,17.33,31.92
2020-04-05-9,16.25,17.31,36.93
2020-04-05-12,13.33,8.64,58.84
2020-04-05-15,0.00,0.00,0.00
2020-04-05-18,0.00,0.00,0.00
2020-04-05-21,0.00,0.00,0.00
2020-04-06-0,0.00,0.00,0.00
2020-04-06-3,0.00,0.00,0.00
2020-04-06-6,18.66,20.85,65.29
2020-04-06-9,19.57,19.95,35.40
2020-04-06-12,17.02,7.64,126.96
2020-04-06-15,0.00,0.00,0.00
2020-04-06-18,0.00,0.00,0.00
2020-04-06-21,0.00,0.00,0.00
2020-04-07-0,0.00,0.00,0.00
2020-04-07-3,0.00,0.00,0.00
2020-04-07-12,1.77,0.00,29.43
2020-04-07-15,0.00,0.00,0.00
2020-04-07-18,0.00,0.00,0.00
2020-04-07-21,0.00,0.00,0.00
2020-04-08-0,0.00,0.00,0.00
2020-04-08-3,0.00,0.00,0.00
2020-04-08-6,30.24,28.94,180.21
2020-04-08-9,74.31,69.81,239.45
2020-04-08-12,23.27,0.00,122.24
2020-04-08-15,0.00,0.00,0.00
2020-04-08-18,0.00,0.00,0.00
2020-04-08-21,0.00,0.00,0.00
2020-04-09-0,0.00,0.00,0.00
2020-04-09-3,0.00,0.00,0.00
2020-04-09-6,16.03,12.96,223.30
2020-04-09-9,14.12,13.57,30.85
2020-04-09-12,23.53,0.00,137.04
2020-04-09-15,0.00,0.00,0.00
2020-04-09-18,0.00,0.00,0.00
2020-04-09-21,0.00,0.00,0.00
2020-04-10-0,0.00,0.00,0.00
2020-04-10-3,0.00,0.00,0.00
2020-04-10-6,10.19,4.45,203.93
2020-04-10-9,15.07,13.59,43.16
2020-04-10-12,10.68,0.00,56.41
2020-04-10-15,0.00,0.00,0.00
2020-04-10-18,0.00,0.00,0.00
2020-04-10-21,0.00,0.00,0.00
2020-04-11-0,0.00,0.00,0.00
2020-04-11-3,0.00,0.00,0.00
2020-04-11-6,10.49,3.91,72.53
2020-04-11-9,10.16,4.09,70.02
2020-04-11-12,36.46,0.00,201.44
2020-04-11-15,0.00,0.00,0.00
2020-04-11-18,0.00,0.00,0.00
2020-04-11-21,0.00,0.00,0.00
2020-04-12-0,0.00,0.00,0.00
2020-04-12-3,0.00,0.00,0.00
2020-04-12-6,16.08,15.22,55.62
2020-04-12-9,39.95,36.37,139.12
2020-04-12-12,25.78,0.00,205.69
2020-04-12-15,0.00,0.00,0.00
2020-04-12-18,0.00,0.00,0.00
2020-04-12-21,0.00,0.00,0.00
2020-04-13-0,0.00,0.00,0.00
2020-04-13-3,0.00,0.00,0.00
2020-04-13-6,9.01,3.20,60.46
2020-04-13-9,10.65,10.95,25.20
2020-04-13-12,13.29,0.00,93.22
2020-04-13-15,0.00,0.00,0.00
2020-04-13-18,0.00,0.00,0.00
2020-04-13-21,0.00,0.00,0.00
2020-04-14-0,0.00,0.00,0.00
2020-04-14-3,0.00,0.00,0.00
2020-04-14-6,21.88,21.62,79.76
2020-04-14-9,54.62,55.26,189.78
2020-04-14-12,12.41,0.00,126.71
2020-04-14-15,0.00,0.00,0.00
2020-04-14-18,0.00,0.00,0.00
2020-04-14-21,0.00,0.00,0.00
2020-04-15-0,0.00,0.00,0.00
2020-04-15-3,0.00,0.00,0.00
2020-04-15-6,14.59,7.99,133.44
2020-04-15-9,10.04,9.59,30.99
2020-04-15-12,14.84,0.00,104.71
2020-04-15-15,0.00,0.00,0.00
2020-04-15-18,0.00,0.00,0.00
2020-04-15-21,0.00,0.00,0.00
2020-04-16-0,0.00,0.00,0.00
2020-04-16-3,0.00,0.00,0.00
2020-04-16-6,8.45,2.61,59.88
2020-04-16-9,2.27,2.01,8.35
2020-04-16-12,8.15,0.00,70.77
2020-04-16-15,0.00,0.00,0.00
2020-04-16-18,0.00,0.00,0.00
2020-04-16-21,0.00,0.00,0.00
2020-04-17-0,0.00,0.00,0.00
2020-04-17-3,0.00,0.00,0.00
2020-04-17-6,11.84,7.02,132.87
2020-04-17-9,36.71,40.05,83.18
2020-04-17-12,14.21,0.00,82.15
2020-04-17-15,0.00,0.00,0.00
2020-04-17-18,0.00,0.00,0.00
2020-04-17-21,0.00,0.00,0.00
2020-04-18-0,0.00,0.00,0.00
2020-04-18-3,0.00,0.00,0.00
2020-04-18-6,7.32,4.12,52.98
2020-04-18-9,6.98,5.41,25.63
2020-04-18-12,9.10,0.00,68.48
2020-04-18-15,0.00,0.00,0.00
2020-04-18-18,0.00,0.00,0.00
2020-04-18-21,0.00,0.00,0.00
2020-04-19-0,0.00,0.00,0.00
2020-04-19-3,0.00,0.00,0.00
2020-04-19-6,10.14,3.73,57.28
2020-04-19-9,3.89,2.91,24.07
2020-04-19-12,8.85,0.00,70.95
2020-04-19-15,0.00,0.00,0.00
2020-04-19-18,0.00,0.00,0.00
2020-04-19-21,0.00,0.00,0.00
2020-04-20-0,0.00,0.00,0.00
2020-04-20-3,0.00,0.00,0.00
2020-04-20-6,33.14,27.46,200.44
2020-04-20-9,43.51,34.16,178.06
2020-04-20-12,12.38,0.00,110.92
2020-04-20-15,0.00,0.00,0.00
2020-04-20-18,0.00,0.00,0.00
2020-04-20-21,0.00,0.00,0.00
2020-04-21-0,0.00,0.00,0.00
2020-04-21-3,0.00,0.00,0.00
2020-04-21-6,10.90,4.56,59.31
2020-04-21-9,27.43,12.95,138.98
2020-04-21-12,6.44,0.00,117.50
2020-04-21-15,0.00,0.00,0.00
2020-04-21-18,0.00,0.00,0.00
2020-04-21-21,0.00,0.00,0.00
2020-04-22-0,0.00,0.00,0.00
2020-04-22-3,0.00,0.00,0.00
2020-04-22-6,11.51,4.99,89.35
2020-04-22-9,9.47,6.24,67.41
2020-04-22-12,5.65,0.00,68.31
2020-04-22-15,0.00,0.00,0.00
2020-04-22-18,0.00,0.00,0.00
2020-04-22-21,0.00,0.00,0.00
2020-04-23-0,0.00,0.00,0.00
2020-04-23-3,0.00,0.00,0.00
2020-04-23-6,12.59,5.13,223.89
2020-04-23-9,10.19,4.76,79.38
2020-04-23-12,5.26,0.00,74.83
2020-04-23-15,0.00,0.00,0.00
2020-04-23-18,0.00,0.00,0.00
2020-04-23-21,0.00,0.00,0.00
2020-04-24-0,0.00,0.00,0.00
2020-04-24-3,0.00,0.00,0.00
2020-04-24-6,11.93,0.00,132.28
2020-04-24-9,16.83,8.66,118.05
2020-04-24-12,5.26,0.00,102.44
2020-04-24-15,0.00,0.00,0.00
2020-04-24-18,0.00,0.00,0.00
2020-04-24-21,0.00,0.00,0.00
2020-04-25-0,0.00,0.00,0.00
2020-04-25-3,0.00,0.00,0.00
2020-04-25-6,15.47,0.00,223.95
2020-04-25-9,18.67,9.63,105.63
2020-04-25-12,2.79,0.00,96.87
2020-04-25-15,0.00,0.00,0.00
2020-04-25-18,0.00,0.00,0.00
2020-04-25-21,0.00,0.00,0.00
2020-04-26-0,0.00,0.00,0.00
2020-04-26-3,0.00,0.00,0.00
2020-04-26-6,14.65,0.00,137.75
2020-04-26-9,56.01,44.91,234.37
2020-04-26-12,3.63,0.00,174.14
2020-04-26-15,0.00,0.00,0.00
2020-04-26-18,0.00,0.00,0.00
2020-04-26-21,0.00,0.00,0.00
2020-04-27-0,0.00,0.00,0.00
2020-04-27-3,0.00,0.00,0.00
2020-04-27-6,17.03,0.00,224.06
2020-04-27-9,27.43,16.04,224.48
2020-04-27-12,3.48,0.00,224.48
2020-04-27-15,0.00,0.00,0.00
2020-04-27-18,0.00,0.00,0.00
2020-04-27-21,0.00,0.00,0.00
2020-04-28-0,0.00,0.00,0.00
2020-04-28-3,0.00,0.00,0.00
2020-04-28-6,15.72,0.00,141.86
2020-04-28-9,54.15,55.81,247.48
2020-04-28-12,2.36,0.00,224.48
2020-04-28-15,0.00,0.00,0.00
2020-04-28-18,0.00,0.00,0.00
2020-04-28-21,0.00,0.00,0.00
2020-04-29-0,0.00,0.00,0.00
2020-04-29-3,0.00,0.00,0.00
2020-04-29-6,11.18,0.00,68.68
2020-04-29-9,32.77,20.59,224.48
2020-04-29-12,0.40,0.00,224.48
2020-04-29-15,0.00,0.00,0.00
2020-04-29-18,0.00,0.00,0.00
2020-04-29-21,0.00,0.00,0.00
2020-04-30-0,0.00,0.00,0.00
2020-04-30-3,0.00,0.00,0.00
2020-04-30-6,24.71,0.00,240.47
2020-04-30-9,29.52,24.25,223.48
2020-04-30-12,0.00,0.00,0.00
2020-04-30-15,0.00,0.00,0.00
2020-04-30-18,0.00,0.00,0.00
2020-04-30-21,0.00,0.00,0.00
2020-05-01-0,0.00,0.00,0.00
2020-05-01-3,0.00,0.00,0.00
2020-05-01-6,42.15,0.00,240.54
2020-05-01-9,51.13,58.62,194.23
2020-05-01-12,0.00,0.00,0.00
2020-05-01-15,0.00,0.00,0.00
2020-05-01-18,0.00,0.00,0.00
2020-05-01-21,0.00,0.00,0.00
2020-05-02-0,0.00,0.00,0.00
2020-05-02-3,0.00,0.00,0.00
2020-05-02-6,6.98,0.00,130.23
2020-05-02-9,53.33,41.49,228.20
2020-05-02-12,0.00,0.00,0.00
2020-05-02-15,0.00,0.00,0.00
2020-05-02-18,0.00,0.00,0.00
2020-05-02-21,0.00,0.00,0.00
2020-05-03-0,0.00,0.00,0.00
2020-05-03-3,0.00,0.00,0.00
2020-05-03-6,5.73,0.00,131.41
2020-05-03-9,57.13,48.12,229.21
2020-05-03-12,0.00,0.00,0.00
2020-05-03-15,0.00,0.00,0.00
2020-05-03-18,0.00,0.00,0.00
2020-05-03-21,0.00,0.00,0.00
2020-05-09-0,0.00,0.00,0.00
2020-05-09-3,0.00,0.00,0.00
2020-05-09-6,0.00,0.00,0.00
2020-05-09-9,0.00,0.00,0.00
2020-05-09-12,0.00,0.00,0.00
2020-05-09-15,0.00,0.00,0.00
2020-05-09-18,0.00,0.00,0.00
2020-05-09-21,0.00,0.00,0.00
2020-05-10-0,0.00,0.00,0.00
2020-05-10-3,0.00,0.00,0.00
2020-05-10-6,0.00,0.00,0.00
2020-05-10-9,0.00,0.00,0.00
2020-05-10-12,0.00,0.00,0.00
2020-05-10-15,0.00,0.00,0.00
2020-05-10-18,0.00,0.00,0.00
2020-05-10-21,0.00,0.00,0.00
2020-05-11-0,0.00,0.00,0.00
2020-05-11-3,0.00,0.00,0.00
2020-05-11-6,0.00,0.00,0.00
2020-05-11-9,0.00,0.00,0.00
2020-05-11-12,0.00,0.00,0.00
2020-05-11-15,0.00,0.00,0.00
2020-05-11-18,0.00,0.00,0.00
2020-05-11-21,0.00,0.00,0.00
2020-05-12-0,0.00,0.00,0.00
2020-05-12-3,0.00,0.00,0.00
2020-05-12-6,0.00,0.00,0.00
2020-05-12-9,0.00,0.00,0.00
2020-05-12-12,0.00,0.00,0.00
2020-05-12-15,0.00,0.00,0.00
2020-05-12-18,0.00,0.00,0.00
2020-05-12-21,0.00,0.00,0.00
2020-05-13-0,0.00,0.00,0.00
2020-05-13-3,0.00,0.00,0.00
2020-05-13-6,0.00,0.00,0.00
2020-05-13-9,0.00,0.00,0.00
2020-05-13-12,0.00,0.00,0.00
2020-05-13-15,0.00,0.00,0.00
2020-05-13-18,0.00,0.00,0.00
2020-05-13-21,0.00,0.00,0.00
2020-05-14-0,0.00,0.00,0.00
2020-05-14-3,0.00,0.00,0.00
2020-05-14-6,0.00,0.00,0.00
2020-05-14-9,0.00,0.00,0.00
2020-05-14-12,0.00,0.00,0.00
2020-05-14-15,0.00,0.00,0.00
2020-05-14-18,0.00,0.00,0.00
2020-05-14-21,0.00,0.00,0.00
2020-08-12-0,0.00,0.00,0.00
2020-08-12-3,0.00,0.00,0.00
2020-08-12-6,21.39,0.00,224.48
2020-08-12-9,19.39,18.21,59.04
2020-08-12-12,0.00,0.00,0.00
2020-08-12-15,0.00,0.00,0.00
2020-08-12-18,0.00,0.00,0.00
2020-08-12-21,0.00,0.00,0.00
2020-08-13-0,0.00,0.00,0.00
2020-08-13-3,0.00,0.00,0.00
2020-08-13-6,22.51,0.00,232.53
2020-08-13-9,23.89,20.49,66.29
2020-08-13-12,0.00,0.00,0.00
2020-08-13-15,0.00,0.00,0.00
2020-08-13-18,0.00,0.00,0.00
2020-08-13-21,0.00,0.00,0.00
2020-08-14-0,0.00,0.00,0.00
2020-08-14-3,0.00,0.00,0.00
2020-08-14-6,21.31,0.00,247.82
2020-08-14-9,21.39,16.37,72.01
2020-08-14-12,0.00,0.00,0.00
2020-08-14-15,0.00,0.00,0.00
2020-08-14-18,0.00,0.00,0.00
2020-08-14-21,0.00,0.00,0.00
2020-08-15-0,0.00,0.00,0.00
2020-08-15-3,0.00,0.00,0.00
2020-08-15-6,6.47,0.00,54.86
2020-08-15-9,12.17,11.31,70.76
2020-08-15-12,1.83,0.00,65.21
2020-08-15-15,0.00,0.00,0.00
2020-08-15-18,0.00,0.00,0.00
2020-08-15-21,0.00,0.00,0.00
2020-08-16-0,0.00,0.00,0.00
2020-08-16-3,0.00,0.00,0.00
2020-08-16-6,10.63,0.00,105.71
2020-08-16-9,20.04,15.72,73.78
2020-08-16-12,1.17,0.00,73.52
2020-08-16-15,0.00,0.00,0.00
2020-08-16-18,0.00,0.00,0.00
2020-08-16-21,0.00,0.00,0.00
2020-08-17-0,0.00,0.00,0.00
2020-08-17-3,0.00,0.00,0.00
2020-08-17-6,11.08,0.00,133.34
2020-08-17-9,18.30,13.32,68.44
2020-08-17-12,2.93,0.00,63.85
2020-08-17-15,0.00,0.00,0.00
2020-08-17-18,0.00,0.00,0.00
2020-08-17-21,0.00,0.00,0.00
2020-08-18-0,0.00,0.00,0.00
2020-08-18-3,0.00,0.00,0.00
2020-08-18-6,12.61,0.00,223.89
2020-08-18-9,34.41,10.43,249.07
2020-08-18-12,14.99,0.00,194.84
2020-08-18-15,0.00,0.00,0.00
2020-08-18-18,0.00,0.00,0.00
2020-08-18-21,0.00,0.00,0.00
2020-08-19-0,0.00,0.00,0.00
2020-08-19-3,0.00,0.00,0.00
2020-08-19-6,10.58,0.41,137.58
2020-08-19-9,9.30,6.59,69.76
2020-08-19-12,5.91,0.00,62.07
2020-08-19-15,0.00,0.00,0.00
2020-08-19-18,0.00,0.00,0.00
2020-08-19-21,0.00,0.00,0.00
2020-08-20-0,0.00,0.00,0.00
2020-08-20-3,0.00,0.00,0.00
2020-08-20-6,9.93,3.72,222.49
2020-08-20-9,8.38,5.73,56.70
2020-08-20-12,6.13,0.00,56.16
2020-08-20-15,0.00,0.00,0.00
2020-08-20-18,0.00,0.00,0.00
2020-08-20-21,0.00,0.00,0.00
2020-08-21-0,0.00,0.00,0.00
2020-08-21-3,0.00,0.00,0.00
2020-08-21-6,6.58,0.00,36.41
2020-08-21-9,7.09,5.51,37.85
2020-08-21-12,6.92,0.00,66.22
2020-08-21-15,0.00,0.00,0.00
2020-08-21-18,0.00,0.00,0.00
2020-08-21-21,0.00,0.00,0.00
2020-08-22-0,0.00,0.00,0.00
2020-08-22-3,0.00,0.00,0.00
2020-08-22-6,21.46,4.70,215.08
2020-08-22-9,43.68,32.15,187.67
2020-08-22-12,12.68,0.00,108.11
2020-08-22-15,0.00,0.00,0.00
2020-08-22-18,0.00,0.00,0.00
2020-08-22-21,0.00,0.00,0.00
2020-08-23-0,0.00,0.00,0.00
2020-08-23-3,0.00,0.00,0.00
2020-08-23-6,8.68,2.01,95.06
2020-08-23-9,8.91,5.61,49.61
2020-08-23-12,8.91,0.00,74.15
2020-08-23-15,0.00,0.00,0.00
2020-08-23-18,0.00,0.00,0.00
2020-08-23-21,0.00,0.00,0.00
2020-08-24-0,0.00,0.00,0.00
2020-08-24-3,0.00,0.00,0.00
2020-08-24-6,7.77,2.77,53.20
2020-08-24-9,4.26,3.79,24.24
2020-08-24-12,2.68,0.00,33.11
2020-08-24-15,0.00,0.00,0.00
2020-08-24-18,0.00,0.00,0.00
2020-08-24-21,0.00,0.00,0.00
2020-08-25-0,0.00,0.00,0.00
2020-08-25-3,0.00,0.00,0.00
2020-08-25-6,8.87,4.14,50.75
2020-08-25-9,5.18,5.32,13.56
2020-08-25-12,5.92,0.00,59.61
2020-08-25-15,0.00,0.00,0.00
2020-08-25-18,0.00,0.00,0.00
2020-08-25-21,0.00,0.00,0.00
2020-08-26-0,0.00,0.00,0.00
2020-08-26-3,0.00,0.00,0.00
2020-08-26-6,8.29,3.61,56.68
2020-08-26-9,25.26,10.75,187.41
2020-08-26-12,9.19,0.00,54.13
2020-08-26-15,0.00,0.00,0.00
2020-08-26-18,0.00,0.00,0.00
2020-08-26-21,0.00,0.00,0.00
2020-08-27-0,0.00,0.00,0.00
2020-08-27-3,0.00,0.00,0.00
2020-08-27-6,10.80,6.79,90.10
2020-08-27-9,13.09,11.94,44.95
2020-08-27-12,42.78,0.00,239.45
2020-08-27-15,0.00,0.00,0.00
2020-08-27-18,0.00,0.00,0.00
2020-08-27-21,0.00,0.00,0.00
2020-08-28-0,0.00,0.00,0.00
2020-08-28-3,0.00,0.00,0.00
2020-08-28-6,7.29,3.20,62.10
2020-08-28-9,12.90,3.38,121.45
2020-08-28-12,23.07,0.00,120.23
2020-08-28-15,0.00,0.00,0.00
2020-08-28-18,0.00,0.00,0.00
2020-08-28-21,0.00,0.00,0.00
2020-08-29-0,0.00,0.00,0.00
2020-08-29-3,0.00,0.00,0.00
2020-08-29-6,30.51,28.47,200.79
2020-08-29-9,49.67,42.58,202.56
2020-08-29-12,12.30,0.00,69.00
2020-08-29-15,0.00,0.00,0.00
2020-08-29-18,0.00,0.00,0.00
2020-08-29-21,0.00,0.00,0.00
2020-08-30-0,0.00,0.00,0.00
2020-08-30-3,0.00,0.00,0.00
2020-08-30-6,10.33,5.09,133.27
2020-08-30-9,3.17,2.97,21.96
2020-08-30-12,13.90,0.00,235.50
2020-08-30-15,0.00,0.00,0.00
2020-08-30-18,0.00,0.00,0.00
2020-08-30-21,0.00,0.00,0.00
2020-08-31-0,0.00,0.00,0.00
2020-08-31-3,0.00,0.00,0.00
2020-08-31-6,10.70,7.97,57.30
2020-08-31-9,14.04,5.20,88.12
2020-08-31-12,18.55,0.00,118.05
2020-08-31-15,0.00,0.00,0.00
2020-08-31-18,0.00,0.00,0.00
2020-08-31-21,0.00,0.00,0.00
2020-09-01-0,0.00,0.00,0.00
2020-09-01-3,0.00,0.00,0.00
2020-09-01-6,49.15,43.08,233.47
2020-09-01-9,43.87,36.21,202.83
2020-09-01-12,12.74,0.00,66.49
2020-09-01-15,0.00,0.00,0.00
2020-09-01-18,0.00,0.00,0.00
2020-09-01-21,0.00,0.00,0.00
2020-09-02-0,0.00,0.00,0.00
2020-09-02-3,0.00,0.00,0.00
2020-09-02-6,15.67,13.21,72.12
2020-09-02-9,23.18,20.05,83.54
2020-09-02-12,23.62,0.00,134.67
2020-09-02-15,0.00,0.00,0.00
2020-09-02-18,0.00,0.00,0.00
2020-09-02-21,0.00,0.00,0.00
2020-09-03-0,0.00,0.00,0.00
2020-09-03-3,0.00,0.00,0.00
2020-09-03-6,12.03,11.65,43.01
2020-09-03-9,14.21,15.12,34.07
2020-09-03-12,11.01,0.00,82.83
2020-09-03-15,0.00,0.00,0.00
2020-09-03-18,0.00,0.00,0.00
2020-09-03-21,0.00,0.00,0.00
2020-09-04-0,0.00,0.00,0.00
2020-09-04-3,0.00,0.00,0.00
2020-09-04-6,11.72,8.71,50.64
2020-09-04-9,21.11,18.05,82.52
2020-09-04-12,16.69,1.97,81.97
2020-09-04-15,0.00,0.00,0.00
2020-09-04-18,0.00,0.00,0.00
2020-09-04-21,0.00,0.00,0.00
2020-09-05-0,0.00,0.00,0.00
2020-09-05-3,0.00,0.00,0.00
2020-09-05-6,16.88,15.84,237.56
2020-09-05-9,35.06,31.08,169.75
2020-09-05-12,11.20,0.00,96.13
2020-09-05-15,0.00,0.00,0.00
2020-09-05-18,0.00,0.00,0.00
2020-09-05-21,0.00,0.00,0.00
2020-09-06-0,0.00,0.00,0.00
2020-09-06-3,0.00,0.00,0.00
2020-09-06-6,13.17,9.60,247.82
2020-09-06-9,15.46,11.31,57.06
2020-09-06-12,13.20,11.33,68.38
2020-09-06-15,0.00,0.00,0.00
2020-09-06-18,0.00,0.00,0.00
2020-09-06-21,0.00,0.00,0.00
2020-09-07-0,0.00,0.00,0.00
2020-09-07-3,0.91,0.00,35.46
2020-09-07-6,3.93,2.31,35.93
2020-09-07-9,6.71,3.91,40.80
2020-09-07-12,14.18,7.97,224.48
2020-09-07-15,0.00,0.00,0.00
2020-09-07-18,0.00,0.00,0.00
2020-09-07-21,0.00,0.00,0.00
2020-09-08-0,0.00,0.00,0.00
2020-09-08-3,0.98,0.00,36.03
2020-09-08-6,4.52,2.20,36.22
2020-09-08-9,3.39,2.91,12.29
2020-09-08-12,7.39,3.09,62.66
2020-09-08-15,0.00,0.00,0.00
2020-09-08-18,0.00,0.00,0.00
2020-09-08-21,0.00,0.00,0.00
2020-09-09-0,0.00,0.00,0.00
2020-09-09-3,1.12,0.00,27.16
2020-09-09-6,4.64,3.81,26.92
2020-09-09-9,7.04,5.40,248.96
2020-09-09-12,8.19,6.57,34.01
2020-09-09-15,0.00,0.00,0.00
2020-09-09-18,0.00,0.00,0.00
2020-09-09-21,0.00,0.00,0.00
2020-09-10-0,0.00,0.00,0.00
2020-09-10-3,2.05,0.00,32.74
2020-09-10-6,2.16,1.20,22.81
2020-09-10-9,5.63,5.10,188.17
2020-09-10-12,7.19,4.58,42.25
2020-09-10-15,0.00,0.00,0.00
2020-09-10-18,0.00,0.00,0.00
2020-09-10-21,0.00,0.00,0.00
2020-09-11-0,0.00,0.00,0.00
2020-09-11-3,2.04,0.00,33.02
2020-09-11-6,6.51,4.79,28.71
2020-09-11-9,11.21,10.92,29.04
2020-09-11-12,9.45,7.46,236.76
2020-09-11-15,0.00,0.00,0.00
2020-09-11-18,0.00,0.00,0.00
2020-09-11-21,0.00,0.00,0.00
2020-09-12-0,0.00,0.00,0.00
2020-09-12-3,2.60,0.00,33.78
2020-09-12-6,15.13,8.16,83.04
2020-09-12-9,17.09,9.71,123.14
2020-09-12-12,6.73,5.09,35.31
2020-09-12-15,0.00,0.00,0.00
2020-09-12-18,0.00,0.00,0.00
2020-09-12-21,0.00,0.00,0.00
2020-09-13-0,0.00,0.00,0.00
2020-09-13-3,3.05,0.00,34.14
2020-09-13-6,8.98,6.94,34.10
2020-09-13-9,4.61,4.57,18.54
2020-09-13-12,8.66,6.57,79.41
2020-09-13-15,0.00,0.00,0.00
2020-09-13-18,0.00,0.00,0.00
2020-09-13-21,0.00,0.00,0.00
2020-09-14-0,0.00,0.00,0.00
2020-09-14-3,6.58,0.00,123.73
2020-09-14-6,41.46,31.55,211.34
2020-09-14-9,23.51,17.14,128.02
2020-09-14-12,24.99,24.23,91.96
2020-09-14-15,0.00,0.00,0.00
2020-09-14-18,0.00,0.00,0.00
2020-09-14-21,0.00,0.00,0.00
2020-09-15-0,0.00,0.00,0.00
2020-09-15-3,3.91,0.00,39.01
2020-09-15-6,7.48,5.26,35.53
2020-09-15-9,29.77,28.83,199.68
2020-09-15-12,9.40,9.42,50.55
2020-09-15-15,0.00,0.00,0.00
2020-09-15-18,0.00,0.00,0.00
2020-09-15-21,0.00,0.00,0.00
2020-09-16-0,0.00,0.00,0.00
2020-09-16-3,2.94,0.00,41.86
2020-09-16-6,0.69,0.41,6.79
2020-09-16-9,1.03,0.71,28.13
2020-09-16-12,5.53,2.30,51.31
2020-09-16-15,0.00,0.00,0.00
2020-09-16-18,0.00,0.00,0.00
2020-09-16-21,0.00,0.00,0.00
2020-09-17-0,0.00,0.00,0.00
2020-09-17-3,3.39,0.00,216.84
2020-09-17-6,9.72,7.65,34.64
2020-09-17-9,23.02,15.37,108.59
2020-09-17-12,9.21,5.40,46.07
2020-09-17-15,0.00,0.00,0.00
2020-09-17-18,0.00,0.00,0.00
2020-09-17-21,0.00,0.00,0.00
2020-09-18-0,0.00,0.00,0.00
2020-09-18-3,2.73,0.00,29.34
2020-09-18-6,0.80,0.41,6.85
2020-09-18-9,3.29,3.38,17.47
2020-09-18-12,7.47,2.97,78.60
2020-09-18-15,0.00,0.00,0.00
2020-09-18-18,0.00,0.00,0.00
2020-09-18-21,0.00,0.00,0.00
2020-09-19-0,0.00,0.00,0.00
2020-09-19-3,4.24,0.00,44.97
2020-09-19-6,2.21,2.08,8.70
2020-09-19-9,1.88,1.48,9.35
2020-09-19-12,8.59,5.14,44.39
2020-09-19-15,0.00,0.00,0.00
2020-09-19-18,0.00,0.00,0.00
2020-09-19-21,0.00,0.00,0.00
2020-09-20-0,0.00,0.00,0.00
2020-09-20-3,4.33,0.00,83.42
2020-09-20-6,2.09,2.20,19.24
2020-09-20-9,4.49,3.57,17.26
2020-09-20-12,13.51,13.28,86.42
2020-09-20-15,0.00,0.00,0.00
2020-09-20-18,0.00,0.00,0.00
2020-09-20-21,0.00,0.00,0.00
2020-09-21-0,0.00,0.00,0.00
2020-09-21-3,4.65,0.00,245.99
2020-09-21-6,2.49,2.78,24.43
2020-09-21-9,1.23,0.00,14.21
2020-09-21-12,0.00,0.00,0.00
2020-09-21-15,0.00,0.00,0.00
2020-09-21-18,0.00,0.00,0.00
2020-09-21-21,0.00,0.00,0.00
2020-09-24-0,0.00,0.00,0.00
2020-09-24-3,5.71,0.00,48.47
2020-09-24-6,47.92,38.90,229.29
2020-09-24-9,33.86,23.78,159.46
2020-09-24-12,37.46,27.77,224.48
2020-09-24-15,0.00,0.00,0.00
2020-09-24-18,0.00,0.00,0.00
2020-09-24-21,0.00,0.00,0.00
2020-09-25-0,0.00,0.00,0.00
2020-09-25-3,4.75,0.00,35.68
2020-09-25-6,10.93,3.61,103.58
2020-09-25-9,29.38,22.00,196.12
2020-09-25-12,16.30,15.96,48.57
2020-09-25-15,0.00,0.00,0.00
2020-09-25-18,0.00,0.00,0.00
2020-09-25-21,0.00,0.00,0.00
2020-09-26-0,0.00,0.00,0.00
2020-09-26-3,7.73,0.00,51.07
2020-09-26-6,19.30,14.99,157.86
2020-09-26-9,58.28,50.78,189.22
2020-09-26-12,52.27,51.14,185.81
2020-09-26-15,0.00,0.00,0.00
2020-09-26-18,0.00,0.00,0.00
2020-09-26-21,0.00,0.00,0.00
2020-09-27-0,0.00,0.00,0.00
2020-09-27-3,7.56,0.00,246.11
2020-09-27-6,10.59,10.25,50.78
2020-09-27-9,13.54,10.13,60.49
2020-09-27-12,20.35,17.36,121.38
