segment,mean,median,max
2016-02-18-12,35.89,31.26,182.07
2016-02-19-6,68.0,39.92,248.16
2016-02-19-9,118.55,118.22,247.25
2016-02-19-12,52.42,51.1,183.14
2016-02-20-6,41.08,31.57,236.33
2016-02-21-3,13.01,16.27,83.94
2016-02-23-3,14.99,17.36,76.99
2016-02-23-6,17.32,16.91,43.71
2016-02-23-9,23.47,22.12,248.96
2016-02-23-12,29.37,23.78,249.07
2016-02-24-6,23.6,23.41,107.82
2016-02-24-12,25.71,24.08,105.78
2016-02-25-6,16.28,15.17,82.23
2016-02-25-12,14.67,15.45,74.72
2016-02-26-12,26.53,19.79,249.07
2016-02-27-9,34.69,28.0,134.39
2016-02-28-12,35.17,24.98,189.16
2016-03-03-9,40.37,30.36,204.93
2016-03-05-9,31.92,23.95,209.39
2016-03-07-6,39.87,23.25,239.6
2016-03-07-9,64.3,49.77,246.94
2016-03-07-12,52.58,47.23,243.66
2016-03-08-9,57.38,55.69,209.12
2016-03-08-12,71.35,67.11,239.45
2016-03-09-9,44.01,42.1,214.04
2016-03-09-12,61.24,57.99,214.45
2016-03-10-6,26.17,24.08,153.92
2016-03-10-9,31.97,30.92,91.91
2016-03-10-12,33.57,33.05,80.37
2016-03-11-6,65.16,64.35,246.75
2016-03-11-9,103.51,96.75,249.07
2016-03-11-12,56.52,59.63,248.5
2016-03-12-9,22.1,16.86,120.04
2016-03-14-6,21.53,15.74,144.83
2016-03-14-9,29.25,28.04,76.73
2016-03-15-6,117.55,115.15,247.65
2016-03-15-9,53.5,28.61,241.0
2016-03-15-12,18.81,15.82,59.06
2016-03-16-6,65.92,61.05,235.72
2016-03-16-9,45.87,44.21,139.55
2016-03-16-12,29.9,27.94,105.69
2016-03-17-6,25.22,23.84,245.88
2016-03-17-9,98.16,97.55,239.45
2016-03-17-12,42.3,34.59,224.65
2016-03-18-6,45.6,31.19,249.07
2016-03-18-9,62.75,44.18,248.62
2016-03-18-12,115.58,120.2,224.48
2016-03-19-6,89.65,86.09,249.07
2016-03-19-12,40.43,27.1,202.42
2016-03-20-12,27.42,25.51,82.24
2016-03-21-12,48.83,48.53,233.73
2016-03-22-6,39.97,23.1,249.07
2016-03-22-9,125.1,120.55,249.07
2016-03-22-12,27.36,24.2,121.69
2016-03-23-6,107.18,98.21,249.07
2016-03-23-9,136.74,132.93,249.07
2016-03-23-12,32.83,25.92,236.76
2016-03-24-9,21.77,17.77,197.46
2016-03-26-12,14.2,15.91,78.27
2016-03-27-9,30.79,22.5,110.06
2016-03-27-12,28.18,23.37,101.11
2016-03-29-9,39.88,39.18,98.62
2016-03-29-12,33.52,36.88,93.28
2016-03-30-9,40.35,30.12,206.53
2016-03-30-12,65.21,61.61,238.85
2016-04-03-6,23.09,19.93,92.86
2016-04-03-9,35.39,32.81,179.71
2016-04-04-6,27.18,23.58,200.64
2016-04-06-9,55.68,47.38,240.11
2016-04-10-6,51.22,40.08,234.67
2016-04-12-9,55.68,56.09,238.93
2016-04-13-6,72.99,58.47,244.67
2016-04-13-9,81.33,71.85,248.39
2016-04-14-6,36.74,23.57,238.85
2016-04-14-9,92.62,82.39,249.07
2016-04-16-9,77.04,68.92,249.07
2016-04-17-9,80.02,66.66,248.84
2016-04-18-9,24.92,21.75,243.69
2016-04-23-9,26.78,15.71,248.39
2016-04-24-9,36.17,25.85,248.02
2016-04-25-9,61.97,52.38,249.07
2016-04-26-9,22.92,17.14,79.51
2016-04-27-9,22.15,17.4,209.8
2016-04-28-9,47.35,35.17,224.48
2016-04-29-9,26.02,20.06,249.07
2016-04-30-9,60.18,38.01,242.98
2016-10-08-6,29.48,25.49,195.53
2016-10-08-9,60.53,42.17,231.48
2016-10-08-12,43.32,28.53,228.98
2016-10-09-9,56.35,49.3,226.18
2016-10-09-12,48.16,31.25,225.02
2016-10-10-6,60.0,46.34,249.07
2016-10-10-9,25.91,20.22,146.41
2016-10-10-12,54.21,45.41,187.98
2016-10-11-9,22.03,15.08,203.79
2016-10-13-6,82.78,63.96,249.07
2016-10-13-9,120.94,122.23,249.07
2016-10-13-12,130.51,127.73,249.07
2016-10-14-6,108.77,98.72,249.07
2016-10-14-12,40.98,33.79,219.22
2016-10-15-6,30.2,17.81,245.97
2016-10-15-9,117.32,106.85,249.07
2016-10-15-12,63.27,55.51,233.47
2016-10-16-3,16.23,18.77,36.03
2016-10-16-6,63.82,29.36,248.96
2016-10-16-12,101.49,101.81,237.48
2016-10-17-3,16.24,18.59,172.41
2016-10-17-6,83.07,78.37,243.09
2016-10-17-9,93.63,87.14,249.07
2016-10-17-12,82.23,79.56,249.07
2016-10-18-3,16.32,15.91,163.48
2016-10-18-6,39.81,26.88,210.78
2016-10-18-9,70.8,59.97,231.98
2016-10-19-9,30.72,22.67,199.24
2016-10-19-12,21.63,20.16,248.96
2016-10-22-9,38.12,32.69,102.73
2016-10-23-6,78.99,65.13,249.07
2016-10-23-9,42.12,32.92,200.17
2016-10-23-12,48.58,41.71,195.47
2016-10-24-3,38.21,30.06,238.85
2016-10-24-6,92.37,93.38,243.26
2016-10-24-9,60.72,52.06,222.23
2016-10-24-12,107.43,108.12,249.07
2016-10-25-3,34.43,33.04,204.44
2016-10-25-6,56.63,52.49,238.26
2016-10-25-9,99.42,85.93,249.07
2016-10-25-12,144.2,163.41,249.07
2016-10-26-3,46.97,36.26,238.85
2016-10-26-6,72.95,59.41,239.77
2016-10-26-9,87.68,67.26,239.61
2016-10-26-12,67.4,41.74,239.45
2016-10-27-3,38.16,33.44,218.22
2016-10-27-6,44.79,39.78,239.45
2016-10-27-9,81.46,77.16,248.84
2016-10-27-12,73.42,66.73,223.31
2016-10-28-6,56.02,39.47,239.45
2016-10-28-9,79.78,76.78,239.45
2016-10-28-12,51.51,38.23,205.29
2016-10-29-3,79.32,66.9,245.99
2016-10-29-6,100.28,84.87,245.42
2016-10-29-9,74.99,68.73,245.31
2016-10-29-12,54.81,49.6,187.93
2016-10-30-3,17.9,16.37,84.92
2016-10-30-6,21.72,19.75,63.44
2016-10-30-9,61.56,57.95,198.87
2016-10-30-12,61.65,46.76,195.28
2016-10-31-9,25.44,23.61,121.39
2016-10-31-12,30.28,24.83,182.56
2016-11-01-9,85.36,75.8,233.77
2016-11-01-12,107.4,102.79,239.45
2016-11-02-9,17.17,16.16,173.15
2016-11-02-12,109.75,106.88,244.06
2016-11-03-3,28.14,20.72,204.09
2016-11-03-6,95.57,74.7,248.66
2016-11-03-9,83.56,71.38,249.07
2016-11-03-12,68.03,59.18,211.72
2016-11-03-15,39.62,19.48,216.17
2016-11-04-6,27.02,21.61,185.17
2016-11-04-9,28.02,20.68,161.72
2016-11-06-9,20.36,20.01,71.27
2016-11-08-9,22.36,18.4,68.14
2016-11-08-12,47.79,46.08,143.91
2016-11-09-9,78.71,67.95,248.96
2016-11-09-12,51.82,33.25,208.74
2016-11-09-15,33.18,18.78,192.02
2016-11-10-6,22.68,22.16,225.63
2016-11-10-9,64.76,61.97,217.37
2016-11-10-12,91.24,83.59,238.14
2016-11-11-6,15.35,17.57,65.75
2016-11-11-9,67.55,69.78,196.46
2016-11-11-12,22.35,18.09,87.29
2016-11-12-3,21.11,15.59,232.21
2016-11-12-6,28.77,27.67,238.7
2016-11-12-9,99.41,71.95,249.07
2016-11-12-12,69.37,61.75,214.75
2016-11-12-15,34.43,26.72,240.03
2016-11-13-3,21.8,18.39,216.14
2016-11-13-6,40.87,25.75,239.45
2016-11-13-9,112.05,106.43,248.96
2016-11-13-12,54.08,48.8,203.16
2016-11-13-15,32.86,26.28,170.05
2016-11-14-3,22.56,23.38,38.68
2016-11-17-6,18.73,20.35,32.04
2016-11-17-15,18.41,17.64,102.0
2016-11-18-12,20.37,16.75,247.82
2016-11-21-12,34.33,19.94,228.87
2016-11-22-9,41.81,28.93,224.4
2016-11-22-12,43.95,24.15,235.48
2016-11-22-15,30.73,23.26,221.21
2016-11-23-6,26.35,18.71,236.76
2016-11-23-9,42.72,31.9,244.74
2016-11-23-12,59.81,45.97,197.11
2016-11-23-15,34.25,23.27,213.33
2016-11-24-6,66.71,57.37,229.29
2016-11-24-9,80.74,57.11,231.98
2016-11-24-12,95.3,78.86,246.56
2016-11-24-15,51.07,52.42,180.81
2016-11-25-3,33.34,17.49,226.0
2016-11-25-6,42.09,35.01,244.67
2016-11-25-9,58.5,50.62,239.45
2016-11-25-12,47.47,41.94,130.16
2016-11-25-15,51.55,52.77,196.54
2016-11-26-9,43.86,38.39,206.97
2016-11-26-15,28.34,24.15,92.7
2016-11-27-6,19.79,16.85,214.71
2016-11-27-9,41.03,38.79,142.51
2016-11-27-12,23.85,21.76,74.56
2016-12-02-9,16.34,15.22,49.04
2016-12-07-6,58.64,36.68,247.7
2016-12-07-9,62.08,57.68,222.35
2016-12-07-12,39.38,26.68,187.15
2016-12-07-15,93.76,81.41,249.07
2016-12-08-6,30.76,28.92,248.05
2016-12-08-9,88.36,82.46,240.43
2016-12-08-12,58.38,52.69,232.02
2016-12-09-6,80.22,47.25,248.84
2016-12-09-9,57.97,37.51,231.68
2016-12-09-12,43.9,37.25,191.03
2016-12-09-15,27.81,22.01,206.74
2016-12-10-3,19.18,17.58,182.54
2016-12-10-6,51.95,33.13,248.96
2016-12-10-9,57.7,51.86,202.85
2016-12-10-12,61.94,54.01,185.22
2016-12-10-15,27.84,23.55,118.51
2016-12-11-3,20.66,17.28,198.84
2016-12-11-6,27.92,21.97,248.39
2016-12-11-9,79.62,60.73,247.36
2016-12-11-12,39.52,27.06,219.19
2016-12-11-15,51.77,43.91,198.1
2016-12-12-3,18.37,18.47,186.78
2016-12-12-6,26.27,24.32,215.17
2016-12-12-9,29.76,24.81,249.07
2016-12-12-12,15.93,15.57,41.5
2016-12-13-3,20.24,20.88,35.65
2016-12-13-6,23.56,24.61,51.55
2016-12-13-12,26.66,23.35,112.16
2016-12-13-15,16.47,15.42,62.02
2016-12-14-3,19.91,20.53,98.43
2016-12-14-6,24.65,26.18,196.84
2016-12-14-12,29.26,26.62,224.34
2016-12-14-15,20.32,15.86,136.39
2016-12-15-6,19.38,19.75,33.98
2016-12-15-15,16.52,18.46,105.6
2016-12-16-6,17.37,18.05,34.22
2016-12-17-6,18.12,19.43,29.47
2016-12-17-9,20.74,22.3,39.54
2016-12-18-6,26.9,27.08,76.87
2016-12-18-9,27.61,28.33,102.0
2016-12-18-12,69.01,76.52,126.69
2016-12-18-15,27.98,23.06,248.84
2016-12-19-9,61.87,60.92,220.42
2016-12-19-12,65.38,66.26,154.34
2016-12-19-15,34.36,30.92,225.36
2016-12-20-9,54.91,43.05,248.96
2016-12-20-15,41.93,38.53,201.34
2016-12-21-9,51.64,46.85,229.58
2016-12-21-12,102.41,87.27,239.45
2016-12-21-15,107.19,98.66,242.92
2016-12-22-6,61.68,51.39,217.55
2016-12-22-9,52.58,50.91,215.23
2016-12-22-12,39.04,39.06,102.09
2016-12-22-15,36.22,35.96,80.96
2016-12-23-6,31.86,20.29,171.25
2016-12-23-9,63.44,60.9,156.29
2016-12-23-12,38.36,35.26,109.33
2016-12-23-15,27.65,28.17,59.94
2016-12-25-9,63.85,56.2,207.73
2016-12-25-12,79.47,71.12,214.93
2016-12-25-15,44.83,40.97,227.79
2016-12-26-6,31.32,28.51,191.28
2016-12-26-9,58.86,56.34,180.58
2016-12-26-12,53.5,50.87,207.1
2016-12-26-15,37.87,31.62,191.02
2016-12-27-9,26.62,22.36,224.2
2016-12-27-12,31.8,24.44,163.25
2016-12-29-9,36.83,33.57,116.78
2016-12-29-12,44.39,39.38,188.33
2016-12-29-15,39.96,34.67,177.1
2016-12-31-9,64.02,63.07,209.65
2016-12-31-12,43.68,38.62,140.51
2016-12-31-15,49.3,42.8,146.32
