segment,mean,median,max
2019-04-05-9,33.05,25.31,238.56
2019-04-05-12,38.76,21.75,189.51
2019-04-08-6,27.32,18.17,224.48
2019-04-08-9,55.77,44.97,239.45
2019-04-09-6,25.95,15.88,153.57
2019-04-09-9,27.37,25.64,84.7
2019-04-15-9,33.55,25.01,223.54
2019-04-16-6,70.15,60.95,242.98
2019-04-16-9,19.08,18.36,59.19
2019-04-17-9,14.67,15.17,30.77
2019-04-19-9,16.39,17.26,37.11
2019-04-21-9,30.51,32.42,69.63
2019-04-24-9,34.37,19.05,139.18
2019-04-25-9,75.58,79.04,227.41
2019-04-27-9,97.58,86.99,239.69
2019-04-28-9,49.99,42.97,224.48
2019-04-29-9,32.57,18.38,224.48
2019-04-30-9,34.43,19.52,224.48
2019-05-01-9,71.12,63.69,227.66
2019-05-02-9,80.82,72.83,230.01
2019-05-03-9,23.68,21.95,67.63
2019-05-04-9,150.55,190.48,239.45
2019-05-05-9,66.27,61.87,234.18
2019-05-06-9,45.88,32.7,224.48
2019-08-15-9,25.88,22.92,79.36
2019-08-17-9,21.95,22.85,61.15
2019-08-26-9,40.0,21.16,171.44
2019-08-27-9,67.34,60.92,228.66
2019-08-31-6,43.58,34.13,190.8
2019-08-31-9,87.25,59.09,239.45
2019-09-01-6,77.37,67.17,236.16
2019-09-01-9,85.7,68.2,239.45
2019-09-02-6,18.81,18.27,220.95
2019-09-02-9,24.6,21.41,192.77
2019-09-03-6,33.36,23.36,218.22
2019-09-03-9,20.21,19.31,84.08
2019-09-04-9,21.33,16.25,111.63
2019-09-05-6,37.87,27.9,214.63
2019-09-05-9,43.29,38.7,153.76
2019-09-05-12,28.93,19.6,187.19
2019-09-06-6,22.89,23.54,223.77
2019-09-06-9,46.98,46.03,194.53
2019-09-07-6,18.0,15.25,118.7
2019-09-07-9,33.34,27.71,156.15
2019-09-08-6,32.43,33.1,109.6
2019-09-08-9,37.0,32.78,193.5
2019-09-09-6,39.54,36.23,220.37
2019-09-09-9,73.58,60.25,238.56
2019-09-09-12,45.38,32.21,195.88
2019-09-10-12,34.29,29.43,177.49
2019-09-11-6,29.12,24.91,220.37
2019-09-11-9,20.63,19.57,53.53
2019-09-11-12,21.59,18.3,212.15
2019-09-12-9,50.93,48.63,213.74
2019-09-12-12,18.16,18.68,142.86
2019-09-13-6,17.19,15.66,122.78
2019-09-13-9,28.91,28.73,216.2
2019-09-13-12,19.38,18.76,64.74
2019-09-14-6,15.06,15.11,38.48
2019-09-18-6,36.78,33.79,249.07
2019-09-18-9,23.64,17.89,159.9
2019-09-18-12,20.01,20.72,70.14
2019-09-21-9,26.18,21.45,139.27
2019-09-21-12,18.98,17.16,86.16
2019-09-24-6,32.54,32.16,160.98
2019-09-24-9,19.0,16.64,70.07
2019-09-25-9,17.98,16.77,54.88
2019-09-27-9,21.16,17.43,105.41
2019-09-27-12,52.11,46.92,162.81
2019-09-28-6,49.72,43.81,228.39
2019-09-28-9,53.4,45.72,239.45
2019-09-28-12,53.7,55.65,175.7
2019-10-01-6,53.41,45.56,215.92
2019-10-01-9,40.34,34.73,208.49
2019-10-09-9,33.85,29.37,189.54
2019-10-12-6,18.48,20.18,52.35
2019-10-12-9,29.46,28.88,90.8
2019-10-13-6,15.62,17.22,27.93
2019-10-13-9,15.63,17.02,27.46
2019-10-14-6,17.89,17.2,222.41
2019-10-15-6,19.08,17.45,248.96
2019-10-15-9,16.94,16.76,32.69
2019-10-16-6,19.34,18.6,248.27
2019-10-16-9,21.3,22.28,43.24
2019-10-16-12,16.59,16.39,30.74
2019-10-17-9,29.71,22.9,100.37
2019-10-17-12,32.34,31.61,76.22
2019-10-18-6,19.5,17.7,97.52
2019-10-18-9,20.0,20.02,67.41
2019-10-18-12,15.93,17.39,33.79
2019-10-19-9,36.96,37.26,73.05
2019-10-19-12,24.55,27.01,60.79
2019-10-20-9,25.44,26.32,61.5
2019-10-20-12,29.21,28.55,86.69
2019-10-21-9,18.92,15.75,244.28
2019-10-24-9,71.02,61.32,248.96
2019-10-24-12,107.6,104.85,237.48
2019-10-25-3,34.49,33.82,227.68
2019-10-25-6,91.7,71.3,239.45
2019-10-25-9,77.31,77.17,182.15
2019-10-25-12,23.11,17.88,102.47
2019-10-26-6,54.63,44.38,222.41
2019-10-26-9,88.44,76.55,234.37
2019-10-26-12,51.12,45.74,143.99
2019-10-30-9,18.85,18.52,53.01
2019-10-30-12,48.93,50.1,104.02
2019-11-04-12,49.18,49.76,198.1
2019-11-05-15,19.2,21.66,142.86
2019-11-11-12,112.28,119.99,217.42
2019-11-11-15,42.59,51.07,115.45
2019-11-12-3,17.27,18.44,242.94
2019-11-13-6,26.43,23.81,249.07
2019-11-13-9,20.98,21.52,33.24
2019-11-13-12,18.5,19.0,33.21
2019-11-14-3,15.35,15.9,27.71
2019-11-17-12,16.7,19.11,27.59
2019-11-18-12,16.97,18.09,27.84
2019-11-18-15,14.72,17.62,46.57
2019-11-21-12,53.82,44.32,141.01
2019-11-21-15,24.04,19.61,153.6
2019-11-22-9,30.51,28.88,132.89
2019-11-22-12,40.63,39.96,100.33
2019-11-23-9,51.71,44.37,180.52
2019-11-23-12,57.13,54.55,175.74
2019-11-23-15,38.74,40.22,93.68
2019-11-24-9,22.46,23.04,57.05
2019-11-24-12,24.86,20.89,89.06
2019-12-08-3,15.9,16.86,27.46
2019-12-08-6,16.54,17.68,28.29
2019-12-09-3,17.85,20.23,27.57
2019-12-11-15,21.24,21.15,66.06
2019-12-12-3,22.72,21.27,248.5
2019-12-12-9,24.2,24.93,34.97
2019-12-12-12,22.01,22.44,58.51
2019-12-12-15,24.33,21.26,249.07
2019-12-13-6,25.52,22.86,249.07
2019-12-13-9,20.57,21.05,36.51
2019-12-13-12,19.54,20.28,34.37
2019-12-13-15,19.65,18.35,221.14
2019-12-14-6,19.32,17.35,249.07
2019-12-14-9,17.41,17.4,32.28
2019-12-18-12,50.33,37.67,172.22
2019-12-18-15,34.97,32.89,222.71
2019-12-19-6,37.91,39.27,97.36
2019-12-19-9,65.25,56.23,248.39
2019-12-19-12,39.74,39.93,230.47
2019-12-19-15,16.0,15.84,73.76
2019-12-21-9,25.21,18.54,92.47
2019-12-23-12,21.38,21.67,44.2
