time,tcc_mean,tcc_median,tcc_max,tcc_p75
2020-01-01-00,0.9764788746833801,0.9974564909934998,1.0000009536743164,1.0000009536743164
2020-01-01-03,0.969508707523346,0.984075129032135,0.9948344826698303,0.992091715335846
2020-01-01-06,0.8788676857948303,0.8422978520393372,0.9837773442268372,0.9767048954963684
2020-01-01-09,0.7314640283584595,0.8783196806907654,0.9654015898704529,0.9026879668235779
2020-01-01-12,0.9414016008377075,0.9604093432426453,0.9999982714653015,0.9717351794242859
2020-01-01-15,0.9852240085601807,0.9884095788002014,0.9999995827674866,0.9969468712806702
2020-01-01-18,0.9329532980918884,0.9661005139350891,0.9999979138374329,0.9999979138374329
2020-01-01-21,0.9482263922691345,0.9960381388664246,0.9999977946281433,0.9999977946281433
2020-01-02-00,0.9960638880729675,0.9999998211860657,0.9999998211860657,0.9999998211860657
2020-01-02-03,1.0,1.0,1.0,1.0
2020-01-02-06,1.0,1.0,1.0,1.0
2020-01-02-09,0.996628999710083,0.9999998807907104,1.0000001192092896,1.0000001192092896
2020-01-02-12,0.9974026083946228,1.000000238418579,1.000000238418579,1.000000238418579
2020-01-02-15,0.9922680258750916,1.0,1.0,1.0
2020-01-02-18,0.99154132604599,0.9999995231628418,1.0000004768371582,1.0000004768371582
2020-01-02-21,0.9784725904464722,1.0000008344650269,1.0000008344650269,1.0000008344650269
2020-01-03-00,0.9842439293861389,1.0000003576278687,1.0000003576278687,1.0000003576278687
2020-01-03-03,0.9733884334564209,0.9821934103965759,1.0000004768371582,0.9890236258506775
2020-01-03-06,0.9196252822875977,0.977624773979187,0.9989489316940308,0.991876482963562
2020-01-03-09,0.8851786851882935,0.9685305953025818,1.0000019073486328,0.9778613448143005
2020-01-03-12,0.7858411073684692,0.9162715077400208,0.9941371083259583,0.9671443104743958
2020-01-03-15,0.6721347570419312,0.9033545851707458,0.9802283644676208,0.9146918654441833
2020-01-03-18,0.5894911289215088,0.85009765625,0.9677581787109375,0.9036407470703125
2020-01-03-21,0.4047098755836487,0.2966369688510895,0.9318145513534546,0.6301482915878296
2020-01-04-00,0.45402443408966064,0.39092594385147095,0.915614664554596,0.6365161538124084
2020-01-04-03,0.3671010434627533,0.257293701171875,0.9511871337890625,0.6273345947265625
2020-01-04-06,0.3600752055644989,0.2756500244140625,0.9654083251953125,0.479034423828125
