time,temp_mean,temp_median,temp_max,temp_p75
2020-01-01-00,-12.077631950378418,-11.403472900390625,-1.808746337890625,-5.465972900390625
2020-01-01-03,-11.119876861572266,-11.829620361328125,-0.993682861328125,-6.601593017578125
2020-01-01-06,-13.06204891204834,-13.714691162109375,-4.785247802734375,-11.313812255859375
2020-01-01-09,-12.80611801147461,-13.35589599609375,-5.04022216796875,-10.80291748046875
2020-01-01-12,-13.502901077270508,-13.463836669921875,-8.238739013671875,-12.012908935546875
2020-01-01-15,-13.99929141998291,-14.009124755859375,-11.608001708984375,-11.901336669921875
2020-01-01-18,-16.550363540649414,-16.230255126953125,-14.412261962890625,-15.675567626953125
2020-01-01-21,-17.65216827392578,-17.311996459960938,-16.293365478515625,-16.885101318359375
2020-01-02-00,-17.930084228515625,-17.855728149414062,-16.096221923828125,-17.398696899414062
2020-01-02-03,-18.238210678100586,-18.176116943359375,-16.309417724609375,-17.573333740234375
2020-01-02-06,-18.882509231567383,-18.784255981445312,-17.528274536132812,-18.483169555664062
2020-01-02-09,-18.321603775024414,-18.516372680664062,-16.983551025390625,-17.974746704101562
2020-01-02-12,-19.68745994567871,-19.49078369140625,-18.45068359375,-19.2447509765625
2020-01-02-15,-20.753604888916016,-20.266204833984375,-19.197967529296875,-20.028167724609375
2020-01-02-18,-21.61924934387207,-21.07806396484375,-20.17462158203125,-20.92962646484375
2020-01-02-21,-22.276010513305664,-21.901763916015625,-20.753509521484375,-21.447235107421875
2020-01-03-00,-22.016006469726562,-21.548599243164062,-20.487808227539062,-20.976089477539062
2020-01-03-03,-21.983707427978516,-21.385589599609375,-20.253143310546875,-20.929901123046875
2020-01-03-06,-23.336925506591797,-22.628768920898438,-21.434921264648438,-21.857772827148438
2020-01-03-09,-23.150035858154297,-22.232772827148438,-21.009994506835938,-21.989852905273438
2020-01-03-12,-24.31231117248535,-23.184463500976562,-21.641494750976562,-22.662002563476562
2020-01-03-15,-26.096384048461914,-25.909942626953125,-23.409210205078125,-24.671173095703125
2020-01-03-18,-27.466745376586914,-27.045684814453125,-25.005889892578125,-26.099151611328125
2020-01-03-21,-26.681398391723633,-25.824234008789062,-24.766372680664062,-25.499404907226562
2020-01-04-00,-26.882875442504883,-26.278518676757812,-24.948684692382812,-25.561355590820312
2020-01-04-03,-27.71938705444336,-26.7203369140625,-25.3426513671875,-26.528076171875
2020-01-04-06,-28.77922821044922,-28.063705444335938,-26.124740600585938,-27.343490600585938
2020-01-04-09,-29.54794692993164,-29.786148071289062,-26.521499633789062,-28.110122680664062
2020-01-04-12,-29.52613639831543,-28.88427734375,-26.95263671875,-28.4049072265625
2020-01-04-15,-28.45761489868164,-28.8544921875,-25.68701171875,-27.41650390625
2020-01-04-18,-30.041730880737305,-30.473236083984375,-27.495086669921875,-28.799530029296875
2020-01-04-21,-29.10986328125,-29.583847045898438,-27.037216186523438,-27.967514038085938
2020-01-05-00,-29.18157196044922,-29.3880615234375,-27.1171875,-27.9317626953125
2020-01-05-03,-29.63592529296875,-29.832717895507812,-26.897171020507812,-27.794754028320312
2020-01-05-06,-30.28730583190918,-30.05853271484375,-27.02288818359375,-28.45794677734375
2020-01-05-09,-28.8349609375,-28.795516967773438,-25.824813842773438,-27.315048217773438
2020-01-05-12,-30.75813865661621,-29.604354858398438,-26.380477905273438,-29.206405639648438
2020-01-05-15,-30.44569206237793,-29.275497436523438,-26.145614624023438,-28.792098999023438
2020-01-05-18,-29.9888916015625,-29.397689819335938,-25.736557006835938,-28.788314819335938
2020-01-05-21,-29.253347396850586,-29.000335693359375,-25.588958740234375,-28.167816162109375
2020-01-06-00,-29.48612403869629,-29.033584594726562,-26.060195922851562,-28.724136352539062
2020-01-06-03,-29.43270492553711,-29.361282348632812,-25.860061645507812,-28.559524536132812
2020-01-06-06,-29.79306983947754,-29.637252807617188,-26.905441284179688,-28.490524291992188
2020-01-06-09,-28.85124969482422,-28.5340576171875,-25.4881591796875,-27.4224853515625
2020-01-06-12,-29.86345672607422,-29.697769165039062,-26.449234008789062,-28.749771118164062
2020-01-06-15,-31.43217658996582,-31.03216552734375,-28.21746826171875,-30.32537841796875
2020-01-06-18,-32.414154052734375,-31.804168701171875,-29.379974365234375,-31.427459716796875
2020-01-06-21,-32.06745910644531,-31.536697387695312,-29.283645629882812,-30.577102661132812
2020-01-07-00,-31.38886260986328,-30.3917236328125,-28.774169921875,-29.4156494140625
2020-01-07-03,-31.760108947753906,-30.231597900390625,-28.046295166015625,-29.858795166015625
2020-01-07-06,-32.38128662109375,-31.186569213867188,-29.173751831054688,-30.352096557617188
2020-01-07-09,-30.904232025146484,-31.390533447265625,-27.752716064453125,-28.976348876953125
2020-01-07-12,-31.75356674194336,-31.7572021484375,-27.712890625,-30.1378173828125
2020-01-07-15,-31.39258575439453,-31.06817626953125,-27.55401611328125,-29.86895751953125
2020-01-07-18,-31.06679344177246,-30.533615112304688,-27.354904174804688,-29.147994995117188
2020-01-07-21,-30.783945083618164,-30.436126708984375,-27.670257568359375,-28.710418701171875
2020-01-08-00,-31.07630729675293,-30.853378295898438,-27.289047241210938,-28.385971069335938
2020-01-08-03,-32.90361404418945,-33.159637451171875,-29.315765380859375,-29.876312255859375
2020-01-08-06,-34.42890548706055,-34.089385986328125,-30.821319580078125,-32.542510986328125
2020-01-08-09,-34.32358932495117,-34.11311340332031,-29.607254028320312,-32.11799621582031
2020-01-08-12,-34.59600067138672,-34.09375,-29.174560546875,-32.77880859375
2020-01-08-15,-35.52436828613281,-35.979583740234375,-30.080902099609375,-34.424896240234375
