time,tcc_mean,tcc_median,tcc_max,tcc_p75
2020-01-01-00,0.9764788746833801,0.9974564909934998,1.0000009536743164,1.0000009536743164
2020-01-01-01,0.9720713496208191,0.98799729347229,0.9999983310699463,0.9999983310699463
2020-01-01-02,0.9765204191207886,0.9869758486747742,0.9999992251396179,0.9999992251396179
2020-01-01-03,0.969508707523346,0.984075129032135,0.9948344826698303,0.992091715335846
2020-01-01-04,0.9241572618484497,0.9685636758804321,0.9918752908706665,0.9813581705093384
2020-01-01-05,0.9226465225219727,0.956044614315033,0.991872251033783,0.9889273047447205
2020-01-01-06,0.8788676857948303,0.8422978520393372,0.9837773442268372,0.9767048954963684
2020-01-01-07,0.8483560681343079,0.8753404021263123,0.9548844695091248,0.9269837737083435
2020-01-01-08,0.79506516456604,0.8414604067802429,0.9674064517021179,0.9298698306083679
2020-01-01-09,0.7314640283584595,0.8783196806907654,0.9654015898704529,0.9026879668235779
2020-01-01-10,0.9055979251861572,0.9541683197021484,1.0000057220458984,0.9746913909912109
2020-01-01-11,0.9258115291595459,0.9382347464561462,0.9992393851280212,0.9949364066123962
2020-01-01-12,0.9414016008377075,0.9604093432426453,0.9999982714653015,0.9717351794242859
2020-01-01-13,0.9687355756759644,0.9762640595436096,0.9962359070777893,0.9873419404029846
2020-01-01-14,0.9802138209342957,0.9847503304481506,0.9974647164344788,0.9969497323036194
2020-01-01-15,0.9852240085601807,0.9884095788002014,0.9999995827674866,0.9969468712806702
2020-01-01-16,0.9901939034461975,0.9924646615982056,1.0000001192092896,1.0000001192092896
2020-01-01-17,0.9633930921554565,0.9774007201194763,0.9999989867210388,0.9989957213401794
2020-01-01-18,0.9329532980918884,0.9661005139350891,0.9999979138374329,0.9999979138374329
2020-01-01-19,0.9193856716156006,0.9646076560020447,1.0000004768371582,1.0000004768371582
2020-01-01-20,0.9475486278533936,0.9929901361465454,1.0000015497207642,1.0000015497207642
2020-01-01-21,0.9482263922691345,0.9960381388664246,0.9999977946281433,0.9999977946281433
2020-01-01-22,0.9921071529388428,0.9999999403953552,0.9999999403953552,0.9999999403953552
2020-01-01-23,0.9976203441619873,0.9999998807907104,1.0000001192092896,1.0000001192092896
2020-01-02-00,0.9960638880729675,0.9999998211860657,0.9999998211860657,0.9999998211860657
2020-01-02-01,0.989373505115509,0.9999995827674866,0.9999995827674866,0.9999995827674866
2020-01-02-02,0.9975546598434448,1.0000001192092896,1.0000001192092896,1.0000001192092896
2020-01-02-03,1.0,1.0,1.0,1.0
2020-01-02-04,0.9992262721061707,1.0,1.0,1.0
